#SFM_R1-4,,,,,,,,,,,,,
CFMT_2E2C,,,,,,,,,,,,,
Serial Number:,SFM1K308,,,,,,,,,,,,
APP Serial #:,2001378,,,,,,,,,,,,
APP Ver:,R1-9-4,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,
Comment:,,,,,,,,,,,,,
Base-line asymmetry multiplier (outer):,1,(inner):,1,,,,,,,,,,
Base-line asymmetry offset (outer):,-1,(inner):,-1,,,,,,,,,,
Thermal diffusivity:,0.0025,(cm^2 s^-1),,,,,,,,,,,
Wounding coefficient:,1.7283,,,,,,,,,,,,
Vs factor:,1,,,,,,,,,,,,
Corrected sap flow sapwood area 1:,10,cm^2,,,,,,,,,,,
Corrected sap flow sapwood area 2:,10,cm^2,,,,,,,,,,,
Pulse Energy:,20,Joules,,,,,,,,,,,
#DATA_START_44780 ,,,,,,,,,,,,,
Date ,Time ,Uncorrected Out (cm/hr),Uncorrected In (cm/hr),Corrected Out (cm/hr),Corrected In (cm/hr),Sap Flow Out (kg/hr),Sap Flow In (kg/hr),Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message
08/07/2021,14:00:01,18.560,17.218,60.141,56.015,19.649,3.491,17.120,16.816,0.789,0.415,1.904,15.906,15.671,0.761,0.420,1.818,2.680 ,4.00,27.00,not present ,0.00,0.00,
08/07/2021,14:30:01,18.792,17.549,60.853,57.031,19.882,3.554,17.864,17.545,0.784,0.409,1.920,16.534,16.273,0.761,0.416,1.839,2.680 ,3.99,28.30,not present ,0.00,0.00,
08/07/2021,15:00:01,17.821,16.695,57.868,54.405,18.907,3.391,18.564,18.245,0.778,0.420,1.856,17.185,16.931,0.755,0.424,1.785,2.680 ,3.98,28.40,not present ,0.00,0.00,
08/07/2021,15:30:01,17.787,16.613,57.762,54.154,18.872,3.375,19.418,19.120,0.786,0.425,1.854,17.897,17.651,0.753,0.425,1.780,2.680 ,3.97,29.80,not present ,0.00,0.00,
08/07/2021,16:00:00,17.643,15.804,57.321,51.667,18.728,3.220,20.215,19.934,0.771,0.419,1.845,18.675,18.439,0.744,0.432,1.731,2.680 ,3.97,31.90,not present ,0.00,0.00,
08/07/2021,16:30:00,17.228,15.419,56.045,50.483,18.311,3.146,20.752,20.454,0.762,0.420,1.818,19.392,19.167,0.738,0.433,1.708,2.680 ,3.96,32.30,not present ,0.00,0.00,
08/07/2021,17:00:01,16.811,15.805,54.762,51.670,17.892,3.220,21.396,21.173,0.779,0.435,1.792,20.107,19.941,0.742,0.430,1.731,2.680 ,3.96,31.50,not present ,0.00,0.00,
08/07/2021,17:30:01,16.034,14.669,52.374,48.176,17.112,3.002,22.429,22.288,0.773,0.444,1.745,21.168,21.089,0.731,0.441,1.664,2.680 ,3.95,32.20,not present ,0.00,0.00,
08/07/2021,18:00:00,16.370,14.525,53.407,47.734,17.449,2.975,23.537,23.456,0.758,0.431,1.765,22.318,22.307,0.729,0.441,1.655,2.680 ,3.95,33.00,not present ,0.00,0.00,
08/07/2021,18:30:00,15.010,14.342,49.225,47.170,16.083,2.940,24.485,24.442,0.750,0.446,1.684,23.518,23.584,0.720,0.439,1.645,2.680 ,3.94,32.70,not present ,0.00,0.00,
08/07/2021,19:00:00,14.952,13.931,49.048,45.908,16.025,2.861,25.350,25.321,0.742,0.442,1.680,24.627,24.749,0.715,0.442,1.622,2.680 ,3.94,32.40,not present ,0.00,0.00,
08/07/2021,19:30:01,13.696,12.826,45.186,42.510,14.763,2.649,25.660,25.708,0.718,0.448,1.608,25.380,25.556,0.700,0.450,1.561,2.680 ,3.93,30.80,not present ,0.00,0.00,
08/07/2021,20:00:00,10.811,10.852,36.313,36.440,11.864,2.271,25.257,25.390,0.719,0.494,1.455,25.630,25.900,0.677,0.466,1.457,2.680 ,3.92,26.80,not present ,0.00,0.00,
08/07/2021,20:30:01,9.742,9.388,33.029,31.941,10.791,1.990,24.877,25.040,0.688,0.492,1.402,25.612,25.934,0.662,0.479,1.385,2.680 ,3.92,25.00,not present ,0.00,0.00,
08/07/2021,21:00:01,6.927,6.921,24.372,24.356,7.963,1.518,24.173,24.359,0.671,0.528,1.271,25.215,25.573,0.640,0.504,1.271,2.680 ,3.91,22.90,not present ,0.00,0.00,
08/07/2021,21:30:01,4.505,4.923,16.926,18.212,5.530,1.135,23.440,23.624,0.641,0.549,1.169,24.613,24.976,0.619,0.523,1.186,2.680 ,3.90,22.20,not present ,0.00,0.00,
08/07/2021,22:00:01,2.721,3.419,11.441,13.586,3.738,0.846,22.727,22.905,0.632,0.575,1.099,23.919,24.268,0.608,0.541,1.126,2.680 ,3.96,35.20,present ,25.67,100.50,
08/07/2021,22:30:01,1.573,2.386,7.910,10.412,2.584,0.648,21.820,21.953,0.619,0.587,1.056,23.157,23.484,0.597,0.550,1.086,2.680 ,4.02,39.80,present ,25.64,101.10,
08/07/2021,23:00:00,0.998,1.576,6.145,7.922,2.007,0.493,21.106,21.237,0.623,0.602,1.035,22.355,22.666,0.593,0.562,1.056,2.680 ,4.13,39.59,present ,25.61,101.10,
08/07/2021,23:30:00,0.630,1.164,5.013,6.654,1.637,0.414,20.489,20.624,0.609,0.596,1.022,21.657,21.952,0.592,0.569,1.041,2.680 ,4.19,31.40,present ,25.77,36.30,
09/07/2021,00:00:01,0.475,0.925,4.535,5.920,1.481,0.369,19.901,20.031,0.613,0.604,1.016,21.016,21.299,0.592,0.573,1.032,2.680 ,4.19,27.00,present ,25.78,27.60,
09/07/2021,00:30:01,-0.075,0.692,2.842,5.202,0.928,0.324,19.254,19.370,0.610,0.612,0.997,20.383,20.653,0.592,0.578,1.024,2.680 ,4.19,24.50,present ,25.74,27.30,
09/07/2021,01:00:00,-0.418,0.604,1.787,4.934,0.584,0.307,18.609,18.708,0.609,0.618,0.985,19.742,20.003,0.590,0.579,1.021,2.680 ,4.19,23.90,present ,25.70,26.70,
09/07/2021,01:30:01,-0.565,0.256,1.335,3.861,0.436,0.240,18.146,18.257,0.608,0.621,0.980,19.159,19.413,0.591,0.586,1.008,2.680 ,4.19,23.50,present ,25.66,26.40,
09/07/2021,02:00:00,-0.711,0.061,0.887,3.263,0.289,0.203,17.686,17.785,0.609,0.625,0.975,18.646,18.895,0.589,0.589,1.002,2.680 ,4.19,23.20,present ,25.62,26.10,
09/07/2021,02:30:00,-0.695,0.101,0.936,3.386,0.306,0.211,17.322,17.421,0.617,0.632,0.976,18.189,18.432,0.592,0.591,1.003,2.680 ,4.19,23.10,present ,25.59,26.40,
09/07/2021,03:00:00,-0.879,-0.130,0.369,2.674,0.120,0.166,17.016,17.106,0.611,0.630,0.969,17.812,18.047,0.590,0.593,0.995,2.680 ,4.19,23.10,present ,25.56,26.40,
09/07/2021,03:30:00,-1.020,-0.190,-0.061,2.488,-0.020,0.155,16.475,16.566,0.605,0.627,0.965,17.351,17.582,0.592,0.596,0.993,2.680 ,4.19,21.90,present ,25.52,26.10,
09/07/2021,04:00:00,-0.841,-0.260,0.485,2.272,0.158,0.141,16.005,16.094,0.612,0.630,0.971,16.875,17.105,0.589,0.595,0.990,2.680 ,4.19,21.70,present ,25.52,26.10,
09/07/2021,04:30:01,-0.976,-0.369,0.070,1.937,0.023,0.120,15.593,15.683,0.612,0.633,0.966,16.417,16.645,0.591,0.599,0.987,2.680 ,4.19,21.40,present ,25.48,26.10,
09/07/2021,05:00:01,-1.205,-0.405,-0.631,1.827,-0.206,0.113,15.224,15.311,0.610,0.636,0.959,16.012,16.236,0.591,0.600,0.986,2.680 ,4.19,21.30,present ,25.41,26.10,
09/07/2021,05:30:01,-1.228,-0.301,-0.702,2.147,-0.229,0.133,14.933,15.022,0.610,0.637,0.958,15.632,15.854,0.595,0.602,0.989,2.680 ,4.17,17.60,not present ,0.00,0.00,
09/07/2021,06:00:00,-1.063,-0.257,-0.194,2.281,-0.063,0.142,14.774,14.865,0.613,0.637,0.963,15.358,15.578,0.598,0.604,0.991,2.680 ,4.16,16.70,not present ,0.00,0.00,
09/07/2021,06:30:01,-0.931,-0.323,0.210,2.079,0.068,0.129,14.600,14.684,0.614,0.634,0.968,15.138,15.351,0.596,0.603,0.988,2.680 ,4.15,16.60,not present ,0.00,0.00,
09/07/2021,07:00:01,-0.826,-0.279,0.533,2.215,0.174,0.138,14.370,14.444,0.617,0.635,0.971,14.904,15.111,0.597,0.604,0.990,2.680 ,4.14,16.40,not present ,0.00,0.00,
09/07/2021,07:30:00,-0.774,0.118,0.693,3.437,0.226,0.214,14.207,14.274,0.612,0.629,0.973,14.672,14.874,0.603,0.602,1.004,2.680 ,4.13,16.29,not present ,0.00,0.00,
09/07/2021,08:00:00,-0.322,0.196,2.081,3.677,0.680,0.229,14.086,14.158,0.621,0.628,0.988,14.474,14.671,0.603,0.600,1.006,2.680 ,4.12,16.40,not present ,0.00,0.00,
09/07/2021,08:30:01,0.377,0.832,4.235,5.635,1.383,0.351,14.081,14.148,0.633,0.625,1.013,14.367,14.557,0.610,0.593,1.029,2.680 ,4.11,16.90,not present ,0.00,0.00,
09/07/2021,09:00:01,2.602,2.709,11.076,11.404,3.619,0.710,14.360,14.397,0.657,0.601,1.094,14.399,14.558,0.631,0.575,1.098,2.680 ,4.10,18.10,not present ,0.00,0.00,
09/07/2021,09:30:00,4.017,3.937,15.425,15.181,5.040,0.946,14.754,14.769,0.672,0.585,1.149,14.599,14.734,0.646,0.564,1.146,2.680 ,4.09,19.40,not present ,0.00,0.00,
09/07/2021,10:00:00,7.394,6.965,25.809,24.491,8.432,1.526,15.478,15.441,0.712,0.551,1.292,15.010,15.081,0.676,0.532,1.273,2.680 ,4.08,21.30,not present ,0.00,0.00,
09/07/2021,10:30:00,13.373,11.764,44.193,39.245,14.439,2.446,16.343,16.191,0.751,0.473,1.591,15.600,15.549,0.721,0.481,1.504,2.680 ,4.07,23.90,not present ,0.00,0.00,
09/07/2021,11:00:00,15.551,14.013,50.888,46.160,16.626,2.877,17.093,16.888,0.765,0.447,1.715,16.174,16.053,0.738,0.455,1.626,2.680 ,4.07,25.20,not present ,0.00,0.00,
09/07/2021,11:30:00,17.449,15.868,56.724,51.862,18.533,3.232,17.821,17.565,0.775,0.424,1.832,16.798,16.631,0.748,0.433,1.734,2.680 ,4.06,26.50,not present ,0.00,0.00,
09/07/2021,12:00:01,17.289,15.953,56.232,52.124,18.372,3.248,18.532,18.257,0.773,0.425,1.822,17.412,17.220,0.749,0.432,1.740,2.680 ,4.05,27.50,not present ,0.00,0.00,
09/07/2021,12:30:00,17.269,15.899,56.169,51.959,18.352,3.238,19.139,18.863,0.779,0.429,1.821,17.997,17.797,0.743,0.430,1.736,2.680 ,4.04,28.70,not present ,0.00,0.00,
09/07/2021,13:00:01,16.952,15.363,55.197,50.309,18.034,3.135,19.752,19.492,0.771,0.429,1.801,18.600,18.396,0.743,0.438,1.704,2.680 ,4.02,29.40,not present ,0.00,0.00,
09/07/2021,13:30:01,16.275,15.095,53.113,49.485,17.353,3.084,20.412,20.117,0.765,0.436,1.759,19.232,19.016,0.736,0.437,1.689,2.680 ,4.00,29.90,not present ,0.00,0.00,
09/07/2021,14:00:00,15.684,14.709,51.296,48.300,16.759,3.010,21.114,20.839,0.762,0.443,1.723,19.839,19.625,0.735,0.442,1.666,2.680 ,3.99,30.50,not present ,0.00,0.00,
09/07/2021,14:30:01,15.899,14.918,51.959,48.941,16.976,3.050,21.894,21.599,0.757,0.437,1.736,20.539,20.311,0.737,0.440,1.678,2.680 ,3.98,31.50,not present ,0.00,0.00,
09/07/2021,15:00:01,16.055,14.946,52.438,49.028,17.132,3.055,22.667,22.368,0.759,0.436,1.746,21.244,21.009,0.731,0.436,1.680,2.680 ,3.97,32.30,not present ,0.00,0.00,
09/07/2021,15:30:01,16.530,15.348,53.898,50.263,17.609,3.132,23.462,23.167,0.764,0.431,1.775,21.960,21.719,0.730,0.430,1.703,2.680 ,3.97,33.00,not present ,0.00,0.00,
09/07/2021,16:00:01,16.348,14.883,53.338,48.834,17.427,3.043,24.163,23.860,0.755,0.429,1.764,22.688,22.451,0.724,0.434,1.676,2.680 ,3.96,34.50,not present ,0.00,0.00,
09/07/2021,16:30:00,16.628,15.161,54.199,49.689,17.708,3.097,24.880,24.587,0.754,0.424,1.781,23.378,23.143,0.727,0.431,1.692,2.680 ,3.96,35.90,not present ,0.00,0.00,
09/07/2021,17:00:00,16.461,14.921,53.687,48.951,17.541,3.051,25.464,25.221,0.751,0.425,1.771,24.142,23.962,0.724,0.433,1.678,2.680 ,3.95,36.09,not present ,0.00,0.00,
09/07/2021,17:30:00,12.944,12.540,42.872,41.631,14.007,2.594,25.133,24.988,0.723,0.462,1.567,24.681,24.655,0.702,0.456,1.545,2.680 ,3.95,32.40,not present ,0.00,0.00,
09/07/2021,18:00:00,12.094,11.558,40.259,38.613,13.153,2.406,25.663,25.607,0.717,0.472,1.521,25.239,25.300,0.688,0.462,1.493,2.680 ,3.94,31.40,not present ,0.00,0.00,
09/07/2021,18:30:00,14.470,12.943,47.563,42.869,15.540,2.671,26.753,26.688,0.733,0.444,1.652,26.044,26.075,0.701,0.448,1.567,2.680 ,3.94,32.59,not present ,0.00,0.00,
09/07/2021,19:00:01,14.176,12.945,46.660,42.875,15.245,2.672,27.170,27.167,0.728,0.446,1.635,26.780,26.874,0.701,0.448,1.567,2.680 ,3.93,31.90,not present ,0.00,0.00,
09/07/2021,19:30:00,12.440,11.645,41.323,38.878,13.501,2.423,27.219,27.326,0.718,0.467,1.540,27.372,27.582,0.686,0.459,1.498,2.680 ,3.92,29.60,not present ,0.00,0.00,
09/07/2021,20:00:01,11.679,10.974,38.983,36.815,12.736,2.294,27.248,27.393,0.694,0.464,1.500,27.772,28.048,0.673,0.461,1.463,2.680 ,3.92,28.00,not present ,0.00,0.00,
09/07/2021,20:30:01,8.877,8.682,30.368,29.770,9.922,1.855,27.026,27.203,0.683,0.503,1.361,27.738,28.054,0.651,0.483,1.351,2.680 ,3.91,26.70,not present ,0.00,0.00,
09/07/2021,21:00:01,6.714,7.061,23.718,24.785,7.749,1.544,26.600,26.758,0.662,0.525,1.262,27.513,27.834,0.634,0.498,1.277,2.680 ,3.90,25.90,not present ,0.00,0.00,
09/07/2021,21:30:01,4.395,4.837,16.590,17.948,5.420,1.118,25.785,25.935,0.639,0.549,1.164,26.943,27.264,0.613,0.519,1.182,2.680 ,3.89,25.40,not present ,0.00,0.00,
09/07/2021,22:00:01,2.954,3.575,12.159,14.068,3.972,0.876,24.882,25.022,0.627,0.566,1.108,26.172,26.491,0.601,0.532,1.132,2.680 ,3.95,36.59,present ,25.64,100.50,
09/07/2021,22:30:01,1.742,2.642,8.433,11.200,2.755,0.698,23.921,24.052,0.620,0.584,1.062,25.321,25.633,0.595,0.543,1.096,2.680 ,4.01,42.00,present ,25.64,101.40,
09/07/2021,23:00:01,1.415,2.134,7.425,9.637,2.426,0.600,23.205,23.329,0.612,0.583,1.050,24.543,24.844,0.595,0.553,1.076,2.680 ,4.12,41.80,present ,25.61,101.10,
09/07/2021,23:30:01,0.995,1.354,6.135,7.240,2.004,0.451,22.446,22.569,0.609,0.589,1.035,23.746,24.036,0.589,0.563,1.048,2.680 ,4.19,34.59,present ,25.72,42.90,
10/07/2021,00:00:00,0.409,1.027,4.334,6.233,1.416,0.388,21.752,21.871,0.610,0.602,1.014,23.023,23.304,0.590,0.570,1.036,2.680 ,4.19,28.80,present ,25.71,28.50,
10/07/2021,00:30:00,-0.076,0.854,2.838,5.702,0.927,0.355,21.098,21.206,0.608,0.610,0.997,22.348,22.624,0.589,0.573,1.030,2.680 ,4.19,26.00,present ,25.71,27.60,
10/07/2021,01:00:01,-0.168,0.798,2.555,5.529,0.834,0.344,20.485,20.594,0.607,0.611,0.994,21.685,21.955,0.589,0.574,1.028,2.680 ,4.19,25.40,present ,25.66,26.40,
10/07/2021,01:30:00,-0.398,0.610,1.848,4.952,0.603,0.308,19.859,19.962,0.603,0.612,0.986,21.052,21.317,0.590,0.578,1.021,2.680 ,4.19,24.60,present ,25.62,26.10,
10/07/2021,02:00:01,-0.451,0.246,1.685,3.832,0.550,0.238,19.323,19.426,0.601,0.611,0.984,20.451,20.712,0.588,0.584,1.008,2.680 ,4.19,24.30,present ,25.63,26.40,
10/07/2021,02:30:00,-0.842,0.238,0.483,3.807,0.158,0.237,18.726,18.822,0.603,0.621,0.971,19.864,20.120,0.586,0.582,1.008,2.680 ,4.19,23.60,present ,25.56,26.40,
10/07/2021,03:00:00,-0.786,0.212,0.656,3.726,0.214,0.232,18.159,18.252,0.607,0.624,0.973,19.278,19.530,0.589,0.586,1.007,2.680 ,4.19,23.50,present ,25.52,26.40,
10/07/2021,03:30:00,-0.857,0.003,0.437,3.085,0.142,0.192,17.681,17.778,0.607,0.626,0.970,18.720,18.972,0.592,0.592,1.000,2.680 ,4.19,22.70,present ,25.48,26.10,
10/07/2021,04:00:01,-0.819,0.099,0.553,3.381,0.180,0.210,17.175,17.268,0.606,0.624,0.971,18.193,18.438,0.594,0.593,1.003,2.680 ,4.19,22.80,present ,25.45,26.10,
10/07/2021,04:30:01,-1.003,-0.122,-0.010,2.697,-0.003,0.168,16.769,16.861,0.607,0.629,0.965,17.711,17.954,0.591,0.594,0.995,2.680 ,4.19,22.50,present ,25.45,26.40,
10/07/2021,05:00:01,-1.102,-0.231,-0.315,2.361,-0.103,0.147,16.436,16.533,0.606,0.630,0.962,17.285,17.525,0.593,0.599,0.991,2.680 ,4.19,22.50,present ,25.38,26.10,
10/07/2021,05:30:01,-1.053,-0.251,-0.164,2.301,-0.053,0.143,16.157,16.248,0.609,0.632,0.964,16.921,17.157,0.593,0.599,0.991,2.680 ,4.18,19.10,not present ,0.00,0.00,
10/07/2021,06:00:01,-0.970,-0.248,0.089,2.311,0.029,0.144,15.815,15.901,0.600,0.621,0.966,16.545,16.774,0.593,0.599,0.991,2.680 ,4.16,17.29,not present ,0.00,0.00,
10/07/2021,06:30:00,-0.530,0.021,1.444,3.141,0.471,0.195,15.503,15.588,0.619,0.631,0.981,16.213,16.436,0.598,0.598,1.000,2.680 ,4.15,16.79,not present ,0.00,0.00,
10/07/2021,07:00:00,-0.551,0.075,1.377,3.307,0.450,0.206,15.204,15.287,0.621,0.633,0.981,15.882,16.103,0.600,0.599,1.002,2.680 ,4.14,16.79,not present ,0.00,0.00,
10/07/2021,07:30:01,0.005,0.533,3.091,4.715,1.010,0.293,15.092,15.170,0.621,0.621,1.000,15.641,15.853,0.607,0.597,1.018,2.680 ,4.13,17.10,not present ,0.00,0.00,
10/07/2021,08:00:00,0.485,1.027,4.567,6.232,1.492,0.388,14.993,15.068,0.634,0.624,1.016,15.455,15.663,0.612,0.592,1.036,2.680 ,4.12,17.29,not present ,0.00,0.00,
10/07/2021,08:30:00,1.377,1.911,7.309,8.952,2.388,0.557,15.139,15.200,0.641,0.612,1.048,15.400,15.591,0.624,0.584,1.068,2.680 ,4.11,18.20,not present ,0.00,0.00,
10/07/2021,09:00:00,2.837,2.985,11.798,12.252,3.854,0.763,15.498,15.545,0.657,0.596,1.103,15.507,15.677,0.635,0.574,1.109,2.680 ,4.10,19.50,not present ,0.00,0.00,
10/07/2021,09:30:01,3.888,3.933,15.030,15.167,4.910,0.945,16.022,16.060,0.670,0.586,1.144,15.770,15.917,0.645,0.564,1.146,2.680 ,4.09,21.10,not present ,0.00,0.00,
10/07/2021,10:00:01,8.148,7.360,28.128,25.705,9.190,1.602,17.006,16.964,0.715,0.540,1.327,16.288,16.349,0.681,0.528,1.291,2.680 ,4.08,23.50,not present ,0.00,0.00,
10/07/2021,10:30:00,13.658,12.213,45.069,40.625,14.725,2.532,18.143,17.958,0.751,0.469,1.606,17.082,17.012,0.723,0.475,1.528,2.680 ,4.07,26.20,not present ,0.00,0.00,
10/07/2021,11:00:00,17.370,14.973,56.482,49.110,18.454,3.061,19.033,18.761,0.775,0.425,1.827,17.845,17.689,0.740,0.442,1.681,2.680 ,4.07,28.00,not present ,0.00,0.00,
10/07/2021,11:30:01,18.411,16.600,59.681,54.113,19.499,3.372,19.814,19.506,0.775,0.410,1.895,18.555,18.356,0.754,0.425,1.779,2.680 ,4.06,29.50,not present ,0.00,0.00,
10/07/2021,12:00:01,16.451,15.374,53.655,50.345,17.530,3.138,20.314,20.010,0.761,0.431,1.770,19.201,19.018,0.740,0.435,1.705,2.680 ,4.05,29.90,not present ,0.00,0.00,
10/07/2021,12:30:01,16.146,15.355,52.719,50.284,17.224,3.134,20.874,20.583,0.766,0.438,1.751,19.769,19.586,0.737,0.435,1.704,2.680 ,4.04,30.60,not present ,0.00,0.00,
10/07/2021,13:00:01,16.481,15.374,53.747,50.342,17.560,3.137,21.490,21.201,0.766,0.433,1.772,20.366,20.180,0.735,0.433,1.705,2.680 ,4.02,30.60,not present ,0.00,0.00,
10/07/2021,13:30:00,17.592,16.041,57.162,52.395,18.676,3.265,22.280,21.957,0.758,0.413,1.841,21.063,20.839,0.741,0.426,1.745,2.680 ,4.01,31.20,not present ,0.00,0.00,
10/07/2021,14:00:00,15.838,14.672,51.769,48.186,16.914,3.003,22.732,22.434,0.755,0.437,1.733,21.670,21.482,0.725,0.437,1.664,2.680 ,3.99,31.80,not present ,0.00,0.00,
10/07/2021,14:30:01,16.340,14.870,53.314,48.795,17.419,3.041,23.252,22.941,0.747,0.424,1.763,22.254,22.063,0.725,0.434,1.675,2.680 ,3.98,32.00,not present ,0.00,0.00,
10/07/2021,15:00:01,14.494,13.826,47.638,45.583,15.564,2.841,23.659,23.416,0.760,0.460,1.654,22.710,22.549,0.717,0.445,1.616,2.680 ,3.97,31.90,not present ,0.00,0.00,
10/07/2021,15:30:01,16.743,15.353,54.552,50.280,17.823,3.133,24.563,24.255,0.742,0.416,1.788,23.406,23.196,0.725,0.427,1.704,2.680 ,3.97,33.09,not present ,0.00,0.00,
10/07/2021,16:00:00,17.126,15.735,55.730,51.454,18.208,3.207,25.317,25.018,0.757,0.418,1.812,24.042,23.827,0.725,0.421,1.726,2.680 ,3.96,34.40,not present ,0.00,0.00,
10/07/2021,16:30:01,17.022,15.597,55.411,51.031,18.104,3.180,25.961,25.665,0.756,0.420,1.805,24.705,24.488,0.724,0.423,1.718,2.680 ,3.96,35.70,not present ,0.00,0.00,
10/07/2021,17:00:00,16.639,15.671,54.232,51.257,17.719,3.194,26.679,26.441,0.757,0.425,1.782,25.443,25.283,0.724,0.422,1.723,2.680 ,3.95,36.90,not present ,0.00,0.00,
10/07/2021,17:30:00,16.864,15.354,54.926,50.282,17.945,3.134,27.576,27.408,0.747,0.417,1.796,26.417,26.325,0.722,0.425,1.704,2.680 ,3.95,36.90,not present ,0.00,0.00,
10/07/2021,18:00:00,16.976,15.608,55.270,51.062,18.058,3.182,28.498,28.376,0.745,0.414,1.803,27.498,27.468,0.719,0.419,1.719,2.680 ,3.94,36.40,not present ,0.00,0.00,
10/07/2021,18:30:00,15.705,14.976,51.361,49.120,16.781,3.061,29.218,29.140,0.721,0.419,1.725,28.569,28.621,0.709,0.423,1.682,2.680 ,3.94,36.00,not present ,0.00,0.00,
10/07/2021,19:00:00,14.231,13.397,46.830,44.265,15.300,2.759,29.878,29.885,0.733,0.448,1.639,29.352,29.469,0.693,0.437,1.592,2.680 ,3.93,35.70,not present ,0.00,0.00,
10/07/2021,19:30:01,14.120,13.060,46.489,43.228,15.189,2.694,30.600,30.592,0.707,0.434,1.632,30.108,30.230,0.686,0.438,1.573,2.680 ,3.92,36.40,not present ,0.00,0.00,
10/07/2021,20:00:01,13.497,12.220,44.573,40.646,14.563,2.533,30.647,30.673,0.698,0.438,1.597,30.496,30.655,0.675,0.443,1.528,2.680 ,3.92,35.00,not present ,0.00,0.00,
10/07/2021,20:30:01,9.291,9.354,31.641,31.835,10.337,1.984,30.259,30.315,0.680,0.493,1.380,30.497,30.708,0.646,0.468,1.383,2.680 ,3.91,33.40,not present ,0.00,0.00,
10/07/2021,21:00:01,7.924,8.051,27.439,27.828,8.965,1.734,29.513,29.583,0.664,0.505,1.316,30.187,30.416,0.634,0.480,1.322,2.680 ,3.90,31.30,not present ,0.00,0.00,
10/07/2021,21:30:01,5.464,5.824,19.875,20.982,6.493,1.307,28.096,28.184,0.634,0.525,1.208,29.403,29.660,0.611,0.500,1.224,2.680 ,3.89,27.50,not present ,0.00,0.00,
10/07/2021,22:00:01,3.411,4.001,13.562,15.376,4.431,0.958,26.831,26.922,0.632,0.562,1.125,28.363,28.642,0.598,0.521,1.149,2.680 ,3.96,40.09,present ,25.64,100.80,
10/07/2021,22:30:00,2.448,3.326,10.602,13.300,3.463,0.829,25.851,25.950,0.619,0.569,1.088,27.383,27.666,0.595,0.531,1.122,2.680 ,4.03,43.50,present ,25.64,101.40,
10/07/2021,23:00:00,2.116,2.431,9.581,10.550,3.130,0.657,25.086,25.188,0.629,0.585,1.076,26.517,26.796,0.595,0.547,1.088,2.680 ,4.13,43.10,present ,25.61,101.40,
10/07/2021,23:30:01,1.152,1.898,6.616,8.911,2.161,0.555,24.505,24.620,0.607,0.584,1.040,25.820,26.092,0.587,0.551,1.068,2.680 ,4.19,35.50,present ,25.77,35.40,
11/07/2021,00:00:01,0.162,1.313,3.572,7.113,1.167,0.443,24.038,24.083,0.611,0.608,1.005,25.163,25.417,0.586,0.561,1.046,2.680 ,4.19,31.10,present ,25.75,28.20,
11/07/2021,00:30:00,0.523,0.980,4.682,6.088,1.529,0.379,23.763,23.847,0.612,0.602,1.018,24.707,24.941,0.587,0.568,1.034,2.680 ,4.19,30.10,present ,25.70,27.30,
11/07/2021,01:00:00,-0.320,0.660,2.087,5.104,0.682,0.318,23.465,23.538,0.595,0.602,0.988,24.294,24.524,0.585,0.572,1.023,2.680 ,4.19,29.90,present ,25.67,27.30,
11/07/2021,01:30:00,-0.317,0.722,2.097,5.295,0.685,0.330,22.921,22.971,0.605,0.612,0.989,23.839,24.062,0.585,0.571,1.025,2.680 ,4.19,29.00,present ,25.66,26.70,
11/07/2021,02:00:01,-0.380,0.360,1.904,4.182,0.622,0.260,22.432,22.476,0.601,0.610,0.986,23.329,23.536,0.583,0.576,1.012,2.680 ,4.19,28.40,present ,25.63,26.70,
11/07/2021,02:30:00,-0.463,0.416,1.650,4.354,0.539,0.271,22.009,22.061,0.606,0.616,0.984,22.865,23.074,0.587,0.579,1.014,2.680 ,4.19,27.90,present ,25.59,26.40,
11/07/2021,03:00:01,-0.689,0.270,0.955,3.907,0.312,0.243,21.355,21.407,0.599,0.613,0.976,22.390,22.599,0.582,0.577,1.009,2.680 ,4.19,27.10,present ,25.59,26.70,
11/07/2021,03:30:01,-0.688,0.059,0.958,3.258,0.313,0.203,20.673,20.732,0.604,0.619,0.976,21.780,21.997,0.581,0.581,1.002,2.680 ,4.19,25.80,present ,25.52,26.10,
11/07/2021,04:00:01,-0.717,-0.067,0.867,2.867,0.283,0.178,19.916,19.972,0.601,0.617,0.975,21.124,21.344,0.582,0.584,0.997,2.680 ,4.19,24.70,present ,25.49,26.70,
11/07/2021,04:30:00,-0.683,-0.318,0.972,2.095,0.317,0.130,19.422,19.493,0.606,0.621,0.976,20.518,20.743,0.584,0.591,0.989,2.680 ,4.19,24.40,present ,25.45,26.40,
11/07/2021,05:00:01,-0.913,0.076,0.265,3.308,0.086,0.206,19.119,19.197,0.606,0.626,0.968,20.078,20.305,0.587,0.586,1.002,2.680 ,4.19,25.00,present ,25.41,26.40,
11/07/2021,05:30:01,-1.169,-0.145,-0.522,2.628,-0.170,0.163,18.727,18.806,0.601,0.626,0.960,19.667,19.894,0.586,0.589,0.994,2.680 ,4.19,24.60,present ,25.38,26.10,
