#SFM_R1-4,,,,,,,,,,,,,
CFMT_2E2C,,,,,,,,,,,,,
Serial Number:,SFM1K308,,,,,,,,,,,,
APP Serial #:,2001378,,,,,,,,,,,,
APP Ver:,R1-9-4,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,
Comment:,,,,,,,,,,,,,
Base-line asymmetry multiplier (outer):,1,(inner):,1,,,,,,,,,,
Base-line asymmetry offset (outer):,-1,(inner):,-1,,,,,,,,,,
Thermal diffusivity:,0.0025,(cm^2 s^-1),,,,,,,,,,,
Wounding coefficient:,1.7283,,,,,,,,,,,,
Vs factor:,1,,,,,,,,,,,,
Corrected sap flow sapwood area 1:,10,cm^2,,,,,,,,,,,
Corrected sap flow sapwood area 2:,10,cm^2,,,,,,,,,,,
Pulse Energy:,20,Joules,,,,,,,,,,,
#DATA_START_44780 ,,,,,,,,,,,,,
Date ,Time ,Uncorrected Out (cm/hr),Uncorrected In (cm/hr),Corrected Out (cm/hr),Corrected In (cm/hr),Sap Flow Out (kg/hr),Sap Flow In (kg/hr),Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message
05/07/2021,23:00:01,-1.290,-0.844,-0.892,0.477,-0.291,0.029,13.247,13.319,0.612,0.640,0.956,13.540,13.730,0.593,0.611,0.971,2.680 ,4.14,37.20,present ,25.43,101.40,
05/07/2021,23:30:00,-1.782,-0.550,-2.406,1.382,-0.786,0.086,13.116,13.188,0.609,0.648,0.939,13.404,13.598,0.597,0.609,0.981,2.680 ,4.19,28.10,present ,25.62,34.20,
06/07/2021,00:00:01,-1.579,-0.773,-1.781,0.696,-0.582,0.043,12.980,13.058,0.616,0.651,0.946,13.268,13.463,0.594,0.611,0.973,2.680 ,4.19,23.70,present ,25.56,27.30,
06/07/2021,00:30:01,-1.631,-1.067,-1.940,-0.206,-0.633,-0.012,12.952,13.028,0.612,0.648,0.944,13.165,13.362,0.592,0.615,0.963,2.680 ,4.19,22.50,present ,25.52,27.00,
06/07/2021,01:00:01,-1.569,-0.803,-1.751,0.605,-0.572,0.037,12.849,12.924,0.613,0.648,0.946,13.073,13.268,0.594,0.612,0.972,2.680 ,4.19,22.20,present ,25.45,27.00,
06/07/2021,01:30:00,-1.736,-1.100,-2.265,-0.309,-0.740,-0.019,12.793,12.863,0.613,0.651,0.941,12.987,13.179,0.592,0.616,0.962,2.680 ,4.19,22.20,present ,25.42,26.70,
06/07/2021,02:00:01,-1.734,-0.904,-2.257,0.292,-0.737,0.018,12.695,12.769,0.612,0.650,0.941,12.903,13.094,0.594,0.613,0.969,2.680 ,4.19,21.90,present ,25.38,26.70,
06/07/2021,02:30:01,-1.858,-1.107,-2.638,-0.330,-0.862,-0.020,12.577,12.651,0.610,0.651,0.937,12.790,12.983,0.593,0.617,0.962,2.680 ,4.19,21.50,present ,25.31,26.40,
06/07/2021,03:00:01,-1.836,-0.947,-2.573,0.160,-0.840,0.009,12.475,12.548,0.608,0.649,0.938,12.685,12.878,0.594,0.614,0.967,2.680 ,4.19,21.40,present ,25.27,26.40,
06/07/2021,03:30:00,-1.878,-1.092,-2.700,-0.284,-0.882,-0.017,12.312,12.391,0.610,0.652,0.936,12.562,12.756,0.592,0.616,0.962,2.680 ,4.19,21.10,present ,25.20,26.10,
06/07/2021,04:00:00,-1.611,-1.026,-1.881,-0.080,-0.614,-0.005,12.213,12.291,0.612,0.648,0.945,12.452,12.648,0.594,0.616,0.964,2.680 ,4.19,20.90,present ,25.17,26.40,
06/07/2021,04:30:00,-1.899,-1.164,-2.766,-0.505,-0.904,-0.031,12.101,12.178,0.609,0.651,0.936,12.333,12.529,0.591,0.616,0.960,2.680 ,4.19,20.80,present ,25.17,26.40,
06/07/2021,05:00:00,-1.911,-1.103,-2.802,-0.319,-0.915,-0.019,11.999,12.079,0.609,0.651,0.935,12.235,12.432,0.591,0.615,0.962,2.680 ,4.19,20.60,present ,25.13,26.40,
06/07/2021,05:30:00,-1.906,-1.057,-2.788,-0.175,-0.910,-0.010,11.823,11.901,0.607,0.649,0.935,12.108,12.303,0.592,0.615,0.963,2.680 ,4.18,17.10,not present ,0.00,0.00,
06/07/2021,06:00:00,-1.781,-1.161,-2.403,-0.495,-0.785,-0.030,11.608,11.691,0.610,0.649,0.940,11.935,12.132,0.592,0.617,0.960,2.680 ,4.16,14.80,not present ,0.00,0.00,
06/07/2021,06:30:00,-1.866,-0.949,-2.663,0.154,-0.870,0.009,11.485,11.566,0.609,0.650,0.937,11.779,11.976,0.595,0.615,0.967,2.680 ,4.15,14.80,not present ,0.00,0.00,
06/07/2021,07:00:01,-1.920,-1.149,-2.831,-0.459,-0.925,-0.028,11.363,11.444,0.610,0.652,0.935,11.655,11.850,0.595,0.619,0.960,2.680 ,4.14,14.60,not present ,0.00,0.00,
06/07/2021,07:30:01,-1.722,-1.172,-2.222,-0.529,-0.726,-0.033,11.196,11.278,0.614,0.652,0.941,11.513,11.709,0.594,0.619,0.960,2.680 ,4.13,14.30,not present ,0.00,0.00,
06/07/2021,08:00:01,-1.885,-1.167,-2.723,-0.514,-0.889,-0.032,11.137,11.225,0.615,0.657,0.936,11.389,11.589,0.594,0.619,0.960,2.680 ,4.12,14.50,not present ,0.00,0.00,
06/07/2021,08:30:01,-1.556,-0.870,-1.710,0.399,-0.558,0.024,11.193,11.274,0.614,0.649,0.947,11.337,11.530,0.598,0.617,0.970,2.680 ,4.11,14.80,not present ,0.00,0.00,
06/07/2021,09:00:00,-1.103,-0.575,-0.318,1.305,-0.104,0.081,11.400,11.484,0.623,0.648,0.962,11.379,11.566,0.601,0.614,0.980,2.680 ,4.10,15.60,not present ,0.00,0.00,
06/07/2021,09:30:01,-0.079,0.250,2.829,3.844,0.924,0.239,11.657,11.734,0.633,0.635,0.997,11.513,11.686,0.611,0.606,1.008,2.680 ,4.09,16.90,not present ,0.00,0.00,
06/07/2021,10:00:00,1.686,1.924,8.258,8.992,2.698,0.560,12.042,12.110,0.652,0.615,1.060,11.745,11.898,0.631,0.591,1.069,2.680 ,4.08,17.79,not present ,0.00,0.00,
06/07/2021,10:30:01,6.479,5.868,22.997,21.116,7.513,1.316,12.714,12.698,0.698,0.558,1.252,12.160,12.232,0.670,0.547,1.226,2.680 ,4.07,19.40,not present ,0.00,0.00,
06/07/2021,11:00:01,10.792,10.627,36.256,35.750,11.845,2.228,13.485,13.350,0.737,0.508,1.454,12.709,12.666,0.714,0.495,1.446,2.680 ,4.07,20.90,not present ,0.00,0.00,
06/07/2021,11:30:01,14.263,13.142,46.928,43.481,15.332,2.710,14.166,13.943,0.765,0.468,1.640,13.246,13.147,0.733,0.466,1.578,2.680 ,4.06,22.40,not present ,0.00,0.00,
06/07/2021,12:00:00,16.526,16.153,53.887,52.738,17.606,3.287,14.809,14.509,0.777,0.438,1.775,13.809,13.617,0.759,0.435,1.752,2.680 ,4.06,23.70,not present ,0.00,0.00,
06/07/2021,12:30:00,17.506,16.514,56.900,53.848,18.590,3.356,15.530,15.230,0.786,0.429,1.836,14.387,14.169,0.756,0.428,1.774,2.680 ,4.04,25.20,not present ,0.00,0.00,
06/07/2021,13:00:00,17.233,16.926,56.059,55.117,18.316,3.435,16.201,15.870,0.779,0.429,1.819,14.993,14.754,0.758,0.423,1.799,2.680 ,4.03,26.50,not present ,0.00,0.00,
06/07/2021,13:30:00,15.303,14.679,50.127,48.207,16.377,3.004,16.746,16.478,0.776,0.457,1.701,15.565,15.357,0.744,0.449,1.664,2.680 ,4.01,27.00,not present ,0.00,0.00,
06/07/2021,14:00:01,16.563,15.166,53.999,49.706,17.643,3.098,17.640,17.377,0.773,0.436,1.777,16.300,16.078,0.745,0.441,1.693,2.680 ,4.00,27.20,not present ,0.00,0.00,
06/07/2021,14:30:01,16.043,14.862,52.400,48.769,17.120,3.039,18.217,17.927,0.772,0.443,1.745,16.975,16.756,0.737,0.442,1.675,2.680 ,3.98,27.80,not present ,0.00,0.00,
06/07/2021,15:00:01,15.662,14.533,51.231,47.759,16.738,2.976,18.970,18.696,0.768,0.447,1.722,17.604,17.401,0.736,0.446,1.656,2.680 ,3.98,29.20,not present ,0.00,0.00,
06/07/2021,15:30:00,15.617,14.323,51.090,47.113,16.692,2.936,19.819,19.552,0.758,0.442,1.719,18.317,18.107,0.732,0.447,1.644,2.680 ,3.97,30.10,not present ,0.00,0.00,
06/07/2021,16:00:01,13.079,12.423,43.289,41.272,14.143,2.572,19.931,19.710,0.752,0.478,1.574,18.837,18.677,0.716,0.466,1.539,2.680 ,3.96,29.30,not present ,0.00,0.00,
06/07/2021,16:30:01,14.531,13.260,47.752,43.845,15.602,2.732,21.200,20.943,0.751,0.455,1.656,19.669,19.478,0.718,0.455,1.584,2.680 ,3.96,32.30,not present ,0.00,0.00,
06/07/2021,17:00:01,15.130,14.214,49.594,46.777,16.203,2.915,21.893,21.610,0.759,0.449,1.691,20.453,20.247,0.726,0.445,1.638,2.680 ,3.96,33.59,not present ,0.00,0.00,
06/07/2021,17:30:00,15.284,14.059,50.067,46.302,16.358,2.886,22.378,22.183,0.753,0.444,1.700,21.246,21.120,0.722,0.445,1.629,2.680 ,3.95,32.30,not present ,0.00,0.00,
06/07/2021,18:00:00,14.763,13.875,48.465,45.734,15.834,2.850,22.762,22.639,0.745,0.448,1.669,21.964,21.937,0.719,0.446,1.618,2.680 ,3.95,30.30,not present ,0.00,0.00,
06/07/2021,18:30:00,13.631,12.698,44.984,42.116,14.697,2.625,23.193,23.122,0.731,0.456,1.605,22.686,22.742,0.708,0.457,1.554,2.680 ,3.94,29.20,not present ,0.00,0.00,
06/07/2021,19:00:01,12.204,11.701,40.598,39.052,13.264,2.434,23.446,23.394,0.727,0.477,1.527,23.260,23.371,0.691,0.462,1.501,2.680 ,3.93,28.10,not present ,0.00,0.00,
06/07/2021,19:30:00,10.703,9.936,35.983,33.623,11.756,2.095,23.569,23.573,0.714,0.494,1.450,23.561,23.720,0.676,0.480,1.411,2.680 ,3.93,27.50,not present ,0.00,0.00,
06/07/2021,20:00:00,8.835,8.461,30.240,29.089,9.880,1.813,23.542,23.552,0.695,0.513,1.359,23.699,23.882,0.660,0.493,1.341,2.680 ,3.92,27.00,not present ,0.00,0.00,
06/07/2021,20:30:00,7.511,7.111,26.168,24.937,8.549,1.554,23.615,23.638,0.681,0.525,1.297,23.743,23.931,0.648,0.508,1.280,2.680 ,3.91,26.90,not present ,0.00,0.00,
06/07/2021,21:00:00,5.292,5.765,19.345,20.800,6.320,1.296,23.191,23.203,0.656,0.547,1.201,23.676,23.877,0.631,0.518,1.221,2.680 ,3.91,26.00,not present ,0.00,0.00,
06/07/2021,21:30:00,4.056,4.246,15.545,16.129,5.079,1.005,22.637,22.706,0.650,0.565,1.151,23.330,23.553,0.621,0.536,1.158,2.680 ,3.90,24.00,not present ,0.00,0.00,
06/07/2021,22:00:01,2.433,3.188,10.555,12.877,3.448,0.802,22.151,22.236,0.635,0.584,1.088,22.927,23.167,0.609,0.546,1.117,2.680 ,3.96,36.20,present ,25.67,100.50,
06/07/2021,22:30:01,1.494,1.889,7.671,8.882,2.506,0.553,21.699,21.788,0.624,0.593,1.053,22.534,22.775,0.597,0.560,1.067,2.680 ,4.02,42.10,present ,25.67,100.80,
06/07/2021,23:00:00,0.811,1.501,5.568,7.691,1.819,0.479,21.115,21.201,0.610,0.593,1.028,22.044,22.283,0.594,0.565,1.053,2.680 ,4.12,41.60,present ,25.64,100.80,
06/07/2021,23:30:01,0.494,1.147,4.595,6.602,1.501,0.411,20.530,20.602,0.616,0.605,1.017,21.502,21.736,0.591,0.568,1.040,2.680 ,4.19,33.50,present ,25.76,39.00,
07/07/2021,00:00:01,0.088,0.860,3.346,5.720,1.093,0.356,19.879,19.959,0.612,0.611,1.003,20.933,21.168,0.592,0.576,1.030,2.680 ,4.19,27.40,present ,25.85,27.60,
07/07/2021,00:30:01,-0.201,0.600,2.456,4.920,0.802,0.306,19.222,19.295,0.610,0.615,0.993,20.355,20.590,0.587,0.576,1.021,2.680 ,4.19,24.80,present ,25.77,27.00,
07/07/2021,01:00:00,-0.500,0.208,1.536,3.715,0.501,0.231,18.600,18.668,0.610,0.622,0.982,19.755,19.988,0.585,0.581,1.007,2.680 ,4.19,23.90,present ,25.73,26.70,
07/07/2021,01:30:00,-0.503,0.190,1.526,3.658,0.498,0.228,18.094,18.170,0.614,0.625,0.982,19.172,19.402,0.590,0.586,1.006,2.680 ,4.19,23.50,present ,25.73,26.10,
07/07/2021,02:00:00,-0.971,-0.063,0.086,2.879,0.028,0.179,17.644,17.729,0.607,0.628,0.966,18.658,18.886,0.588,0.590,0.997,2.680 ,4.19,22.80,present ,25.66,26.10,
07/07/2021,02:30:00,-0.926,-0.279,0.226,2.213,0.073,0.137,17.180,17.263,0.614,0.634,0.968,18.179,18.408,0.586,0.593,0.990,2.680 ,4.19,22.50,present ,25.66,26.10,
07/07/2021,03:00:01,-0.942,-0.365,0.176,1.950,0.057,0.121,16.829,16.924,0.608,0.628,0.967,17.726,17.955,0.587,0.595,0.987,2.680 ,4.19,22.40,present ,25.62,26.10,
07/07/2021,03:30:00,-0.979,-0.361,0.063,1.962,0.020,0.122,16.420,16.506,0.611,0.633,0.966,17.308,17.533,0.589,0.597,0.987,2.680 ,4.19,22.30,present ,25.59,26.10,
07/07/2021,04:00:00,-1.249,-0.522,-0.767,1.468,-0.250,0.091,15.978,16.051,0.605,0.632,0.957,16.867,17.088,0.588,0.599,0.982,2.680 ,4.19,21.80,present ,25.55,26.10,
07/07/2021,04:30:00,-1.246,-0.501,-0.758,1.534,-0.247,0.095,15.610,15.685,0.610,0.637,0.957,16.439,16.657,0.590,0.601,0.982,2.680 ,4.19,21.80,present ,25.55,26.10,
07/07/2021,05:00:00,-1.289,-0.644,-0.891,1.092,-0.291,0.068,15.289,15.372,0.609,0.637,0.956,16.063,16.280,0.587,0.601,0.977,2.680 ,4.19,21.70,present ,25.52,25.80,
07/07/2021,05:30:00,-1.411,-0.501,-1.265,1.533,-0.413,0.095,15.007,15.094,0.608,0.639,0.952,15.717,15.933,0.591,0.602,0.982,2.680 ,4.17,17.70,not present ,0.00,0.00,
07/07/2021,06:00:01,-1.341,-0.473,-1.048,1.618,-0.342,0.100,14.615,14.694,0.611,0.640,0.954,15.367,15.583,0.592,0.602,0.983,2.680 ,4.16,16.20,not present ,0.00,0.00,
07/07/2021,06:30:00,-0.992,-0.648,0.022,1.080,0.007,0.067,14.308,14.385,0.613,0.635,0.966,15.004,15.215,0.594,0.608,0.977,2.680 ,4.15,15.90,not present ,0.00,0.00,
07/07/2021,07:00:00,-0.934,-0.348,0.201,2.003,0.065,0.124,14.091,14.169,0.615,0.636,0.968,14.694,14.902,0.595,0.603,0.987,2.680 ,4.14,15.90,not present ,0.00,0.00,
07/07/2021,07:30:01,-0.673,0.091,1.003,3.357,0.327,0.209,14.013,14.096,0.618,0.633,0.976,14.492,14.697,0.600,0.599,1.003,2.680 ,4.13,16.00,not present ,0.00,0.00,
07/07/2021,08:00:01,-0.020,0.533,3.013,4.715,0.984,0.293,13.970,14.048,0.624,0.625,0.999,14.355,14.553,0.606,0.596,1.018,2.680 ,4.12,16.50,not present ,0.00,0.00,
07/07/2021,08:30:01,0.281,0.679,3.940,5.164,1.287,0.321,13.993,14.065,0.630,0.625,1.009,14.265,14.458,0.608,0.594,1.023,2.680 ,4.11,17.00,not present ,0.00,0.00,
07/07/2021,09:00:00,1.944,1.841,9.051,8.737,2.957,0.544,14.272,14.324,0.649,0.607,1.069,14.317,14.487,0.623,0.585,1.066,2.680 ,4.10,18.00,not present ,0.00,0.00,
07/07/2021,09:30:00,3.718,3.646,14.508,14.285,4.740,0.890,14.626,14.653,0.669,0.589,1.137,14.502,14.644,0.640,0.565,1.134,2.680 ,4.09,19.40,not present ,0.00,0.00,
07/07/2021,10:00:00,6.211,5.816,22.171,20.957,7.243,1.306,15.165,15.162,0.695,0.561,1.240,14.819,14.919,0.662,0.542,1.223,2.680 ,4.08,20.40,not present ,0.00,0.00,
07/07/2021,10:30:01,11.196,10.350,37.498,34.898,12.251,2.175,15.992,15.876,0.740,0.503,1.475,15.341,15.338,0.706,0.494,1.432,2.680 ,4.07,22.60,not present ,0.00,0.00,
07/07/2021,11:00:00,13.837,12.769,45.619,42.335,14.905,2.638,16.823,16.646,0.762,0.472,1.616,15.949,15.864,0.727,0.468,1.557,2.680 ,4.07,24.60,not present ,0.00,0.00,
07/07/2021,11:30:01,16.530,14.842,53.899,48.709,17.610,3.036,17.633,17.392,0.771,0.435,1.775,16.628,16.483,0.739,0.443,1.674,2.680 ,4.06,25.80,not present ,0.00,0.00,
07/07/2021,12:00:00,17.038,15.660,55.461,51.222,18.120,3.192,18.234,17.968,0.771,0.428,1.806,17.223,17.052,0.746,0.435,1.722,2.680 ,4.05,27.20,not present ,0.00,0.00,
07/07/2021,12:30:00,17.187,16.552,55.917,53.967,18.269,3.363,18.818,18.564,0.775,0.428,1.816,17.785,17.583,0.750,0.424,1.776,2.680 ,4.04,27.40,not present ,0.00,0.00,
07/07/2021,13:00:00,17.423,15.940,56.645,52.084,18.507,3.246,19.671,19.412,0.768,0.421,1.831,18.462,18.270,0.746,0.430,1.739,2.680 ,4.02,28.40,not present ,0.00,0.00,
07/07/2021,13:30:01,15.372,13.805,50.339,45.519,16.447,2.837,20.000,19.747,0.751,0.441,1.705,19.079,18.919,0.723,0.449,1.615,2.680 ,4.01,28.00,not present ,0.00,0.00,
07/07/2021,14:00:01,11.762,11.052,39.238,37.056,12.820,2.309,20.123,19.947,0.730,0.486,1.504,19.434,19.356,0.698,0.477,1.467,2.680 ,3.99,27.40,not present ,0.00,0.00,
07/07/2021,14:30:01,12.385,11.379,41.155,38.060,13.446,2.372,20.505,20.316,0.731,0.477,1.537,19.840,19.754,0.702,0.475,1.484,2.680 ,3.98,27.80,not present ,0.00,0.00,
07/07/2021,15:00:01,12.677,11.898,42.051,39.656,13.739,2.471,20.895,20.702,0.743,0.479,1.552,20.214,20.117,0.705,0.468,1.511,2.680 ,3.97,28.20,not present ,0.00,0.00,
07/07/2021,15:30:01,13.995,12.720,46.104,42.183,15.063,2.629,21.344,21.124,0.744,0.459,1.625,20.663,20.546,0.711,0.458,1.555,2.680 ,3.97,28.40,not present ,0.00,0.00,
07/07/2021,16:00:00,14.786,13.161,48.536,43.541,15.858,2.713,21.796,21.561,0.745,0.447,1.671,21.096,20.967,0.713,0.453,1.579,2.680 ,3.96,29.30,not present ,0.00,0.00,
07/07/2021,16:30:01,14.215,13.233,46.779,43.761,15.284,2.727,22.108,21.873,0.742,0.454,1.638,21.492,21.375,0.710,0.450,1.583,2.680 ,3.96,29.40,not present ,0.00,0.00,
07/07/2021,17:00:01,13.653,12.419,45.051,41.260,14.719,2.571,22.321,22.112,0.735,0.459,1.606,21.823,21.735,0.704,0.459,1.539,2.680 ,3.95,29.00,not present ,0.00,0.00,
07/07/2021,17:30:00,9.603,9.282,32.599,31.614,10.651,1.970,22.237,22.098,0.701,0.503,1.395,22.010,22.001,0.671,0.487,1.380,2.680 ,3.95,28.30,not present ,0.00,0.00,
07/07/2021,18:00:00,5.819,5.772,20.967,20.823,6.850,1.297,22.148,22.075,0.668,0.546,1.223,22.074,22.133,0.642,0.527,1.221,2.680 ,3.94,27.50,not present ,0.00,0.00,
07/07/2021,18:30:00,4.213,4.178,16.028,15.922,5.236,0.992,21.898,21.841,0.651,0.563,1.157,22.021,22.112,0.624,0.541,1.156,2.680 ,3.94,26.40,not present ,0.00,0.00,
07/07/2021,19:00:01,3.989,4.215,15.340,16.035,5.012,0.999,21.679,21.622,0.651,0.567,1.148,21.897,21.986,0.622,0.538,1.157,2.680 ,3.93,26.00,not present ,0.00,0.00,
07/07/2021,19:30:00,2.417,2.911,10.507,12.024,3.432,0.749,21.134,21.099,0.625,0.575,1.087,21.720,21.835,0.610,0.552,1.106,2.680 ,3.92,24.00,not present ,0.00,0.00,
07/07/2021,20:00:00,2.063,2.360,9.420,10.331,3.077,0.643,19.888,19.860,0.621,0.579,1.074,21.043,21.185,0.607,0.560,1.085,2.680 ,3.93,21.60,not present ,0.00,0.00,
07/07/2021,20:30:00,0.509,1.373,4.640,7.298,1.516,0.454,18.885,18.893,0.620,0.609,1.017,20.174,20.350,0.596,0.569,1.048,2.680 ,3.92,18.50,not present ,0.00,0.00,
07/07/2021,21:00:00,0.326,1.104,4.077,6.469,1.332,0.403,18.408,18.448,0.618,0.611,1.011,19.492,19.681,0.596,0.574,1.039,2.680 ,4.01,35.90,present ,25.60,100.80,
07/07/2021,21:30:01,-0.082,0.570,2.819,4.828,0.921,0.300,18.062,18.095,0.608,0.610,0.997,19.047,19.233,0.592,0.581,1.020,2.680 ,4.11,38.30,present ,25.57,101.10,
07/07/2021,22:00:01,-0.414,0.160,1.798,3.567,0.587,0.222,17.716,17.736,0.615,0.624,0.985,18.634,18.825,0.592,0.589,1.005,2.680 ,4.19,34.09,present ,25.67,50.40,
07/07/2021,22:30:00,-0.687,-0.140,0.961,2.642,0.314,0.164,17.353,17.369,0.613,0.628,0.976,18.225,18.416,0.587,0.591,0.995,2.680 ,4.19,27.50,present ,25.71,28.20,
07/07/2021,23:00:00,-1.130,-0.221,-0.401,2.394,-0.131,0.149,17.030,17.050,0.612,0.636,0.961,17.825,18.013,0.587,0.593,0.992,2.680 ,4.19,24.40,present ,25.70,26.70,
07/07/2021,23:30:01,-1.091,-0.442,-0.280,1.715,-0.091,0.106,16.543,16.590,0.604,0.628,0.962,17.410,17.600,0.588,0.598,0.984,2.680 ,4.19,23.10,present ,25.66,26.70,
08/07/2021,00:00:01,-1.181,-0.252,-0.557,2.299,-0.182,0.143,16.128,16.171,0.608,0.634,0.959,16.958,17.154,0.590,0.595,0.991,2.680 ,4.19,22.20,present ,25.62,26.10,
08/07/2021,00:30:01,-1.017,-0.472,-0.053,1.623,-0.017,0.101,15.795,15.831,0.611,0.634,0.965,16.528,16.722,0.590,0.600,0.983,2.680 ,4.19,22.50,present ,25.59,26.40,
08/07/2021,01:00:01,-1.232,-0.652,-0.714,1.069,-0.233,0.066,15.351,15.374,0.604,0.631,0.958,16.117,16.304,0.587,0.601,0.977,2.680 ,4.19,21.50,present ,25.56,26.40,
08/07/2021,01:30:00,-1.513,-0.516,-1.579,1.485,-0.516,0.092,14.809,14.848,0.603,0.636,0.948,15.636,15.826,0.592,0.603,0.982,2.680 ,4.19,20.90,present ,25.48,26.40,
08/07/2021,02:00:00,-1.191,-0.487,-0.589,1.575,-0.192,0.098,14.542,14.597,0.609,0.635,0.959,15.231,15.428,0.592,0.603,0.983,2.680 ,4.19,21.20,present ,25.48,26.40,
08/07/2021,02:30:00,-1.579,-0.621,-1.781,1.163,-0.582,0.072,14.277,14.287,0.607,0.642,0.946,14.889,15.083,0.591,0.605,0.978,2.680 ,4.19,21.10,present ,25.45,26.10,
08/07/2021,03:00:00,-1.080,-0.645,-0.247,1.089,-0.080,0.067,13.991,14.025,0.613,0.637,0.963,14.569,14.755,0.592,0.606,0.977,2.680 ,4.19,21.60,present ,25.41,26.10,
08/07/2021,03:30:01,-1.362,-0.888,-1.113,0.341,-0.363,0.021,13.669,13.699,0.616,0.647,0.953,14.254,14.441,0.588,0.607,0.969,2.680 ,4.19,21.20,present ,25.37,25.80,
08/07/2021,04:00:00,-1.662,-0.831,-2.035,0.517,-0.665,0.032,13.420,13.479,0.609,0.646,0.943,13.931,14.126,0.590,0.608,0.971,2.680 ,4.19,20.70,present ,25.38,26.10,
08/07/2021,04:30:00,-1.567,-0.561,-1.746,1.347,-0.570,0.083,13.254,13.308,0.611,0.645,0.947,13.685,13.878,0.597,0.609,0.980,2.680 ,4.19,21.00,present ,25.34,26.10,
08/07/2021,05:00:01,-1.071,-0.640,-0.219,1.105,-0.071,0.068,13.045,13.107,0.613,0.637,0.963,13.446,13.640,0.596,0.610,0.978,2.680 ,4.19,20.90,present ,25.34,26.10,
08/07/2021,05:30:01,-1.648,-0.946,-1.992,0.165,-0.651,0.010,12.681,12.748,0.610,0.646,0.944,13.176,13.375,0.593,0.613,0.967,2.680 ,4.19,20.20,present ,25.30,26.10,
08/07/2021,06:00:01,-1.832,-0.789,-2.558,0.647,-0.836,0.040,12.513,12.579,0.609,0.649,0.938,12.928,13.126,0.596,0.613,0.972,2.680 ,4.17,15.50,not present ,0.00,0.00,
08/07/2021,06:30:00,-1.845,-0.794,-2.599,0.633,-0.849,0.039,12.319,12.388,0.608,0.648,0.937,12.709,12.909,0.597,0.614,0.972,2.680 ,4.16,15.10,not present ,0.00,0.00,
08/07/2021,07:00:00,-1.767,-0.838,-2.360,0.495,-0.771,0.030,12.159,12.231,0.611,0.650,0.940,12.507,12.707,0.595,0.613,0.971,2.680 ,4.15,14.90,not present ,0.00,0.00,
08/07/2021,07:30:00,-1.719,-0.896,-2.210,0.317,-0.722,0.019,12.017,12.092,0.608,0.645,0.942,12.331,12.533,0.595,0.615,0.969,2.680 ,4.13,14.90,not present ,0.00,0.00,
08/07/2021,08:00:01,-1.798,-0.887,-2.455,0.345,-0.802,0.021,11.986,12.060,0.612,0.651,0.939,12.201,12.404,0.597,0.616,0.969,2.680 ,4.12,15.20,not present ,0.00,0.00,
08/07/2021,08:30:01,-1.829,-0.947,-2.550,0.160,-0.833,0.010,11.962,12.039,0.609,0.650,0.938,12.127,12.326,0.596,0.617,0.967,2.680 ,4.11,15.60,not present ,0.00,0.00,
08/07/2021,09:00:01,-1.586,-0.917,-1.802,0.252,-0.588,0.015,11.995,12.091,0.613,0.648,0.946,12.081,12.282,0.597,0.617,0.968,2.680 ,4.10,16.10,not present ,0.00,0.00,
08/07/2021,09:30:00,-1.543,-0.816,-1.671,0.565,-0.546,0.035,12.091,12.193,0.615,0.650,0.947,12.092,12.294,0.598,0.616,0.972,2.680 ,4.09,16.60,not present ,0.00,0.00,
08/07/2021,10:00:00,-1.461,-0.708,-1.417,0.897,-0.463,0.055,12.188,12.291,0.615,0.648,0.950,12.145,12.345,0.599,0.614,0.975,2.680 ,4.09,17.00,not present ,0.00,0.00,
08/07/2021,10:30:00,-1.275,-0.330,-0.848,2.058,-0.277,0.128,12.403,12.512,0.619,0.647,0.956,12.254,12.450,0.603,0.611,0.988,2.680 ,4.08,17.50,not present ,0.00,0.00,
08/07/2021,11:00:00,0.592,0.833,4.894,5.636,1.599,0.351,12.738,12.849,0.639,0.626,1.020,12.460,12.638,0.617,0.600,1.029,2.680 ,4.07,18.40,not present ,0.00,0.00,
08/07/2021,11:30:00,4.053,3.804,15.538,14.772,5.076,0.920,13.349,13.414,0.674,0.586,1.151,12.839,12.968,0.647,0.568,1.141,2.680 ,4.07,19.79,not present ,0.00,0.00,
08/07/2021,12:00:00,7.791,6.821,27.029,24.046,8.831,1.498,14.136,14.121,0.708,0.541,1.310,13.385,13.435,0.678,0.536,1.267,2.680 ,4.06,21.60,not present ,0.00,0.00,
08/07/2021,12:30:01,12.292,11.199,40.867,37.507,13.352,2.337,14.806,14.651,0.744,0.486,1.532,13.972,13.909,0.716,0.487,1.475,2.680 ,4.05,23.30,not present ,0.00,0.00,
08/07/2021,13:00:01,16.563,15.177,54.001,49.738,17.643,3.100,15.611,15.356,0.772,0.435,1.777,14.585,14.424,0.748,0.443,1.693,2.680 ,4.03,24.80,not present ,0.00,0.00,
08/07/2021,13:30:01,18.138,17.323,58.841,56.335,19.224,3.511,16.438,16.147,0.780,0.417,1.877,15.284,15.048,0.764,0.420,1.824,2.680 ,4.02,26.30,not present ,0.00,0.00,
