"Plot Title: HOBO2"
"#","Date Time, GMT-06:00","Rain, mm (LGR S/N: 10743533, SEN S/N: 523303, LBL: Rain Gauge )","Temp, °C (LGR S/N: 10743533, SEN S/N: 10698881, LBL: Temperature)","RH, % (LGR S/N: 10743533, SEN S/N: 10698881, LBL: Relative Humidity)","Wind Speed, m/s (LGR S/N: 10743533, SEN S/N: 10796394, LBL: Anemometer)","Gust Speed, m/s (LGR S/N: 10743533, SEN S/N: 10796394, LBL: Anemometer)","DewPt, °C (LGR S/N: 10743533, SEN S/N: 10698881)"
3756,07/28/21 07:30:00 PM,0.00,25.380,39.200,0.00,2.01,10.5
3757,07/28/21 08:00:00 PM,0.00,23.665,45.200,0.00,1.51,11.1
3758,07/28/21 08:30:00 PM,0.00,22.800,47.100,0.50,2.01,11.0
3759,07/28/21 09:00:00 PM,0.00,21.318,51.000,0.50,2.01,10.8
3760,07/28/21 09:30:00 PM,0.00,20.031,54.600,1.01,2.52,10.6
3761,07/28/21 10:00:00 PM,0.00,19.222,56.700,1.01,2.52,10.4
3762,07/28/21 10:30:00 PM,0.00,18.652,57.400,1.01,3.02,10.1
3763,07/28/21 11:00:00 PM,0.00,18.033,59.100,1.01,2.52,9.9
3764,07/28/21 11:30:00 PM,0.00,17.724,59.100,1.01,2.52,9.7
3765,07/29/21 12:00:00 AM,0.00,17.534,58.300,0.50,3.02,9.3
3766,07/29/21 12:30:00 AM,0.00,17.391,58.800,0.50,2.52,9.3
3767,07/29/21 01:00:00 AM,0.00,17.249,58.800,0.00,1.51,9.1
3768,07/29/21 01:30:00 AM,0.00,16.844,59.700,0.50,2.52,9.0
3769,07/29/21 02:00:00 AM,0.00,16.677,59.100,0.50,2.52,8.7
3770,07/29/21 02:30:00 AM,0.00,16.439,59.700,0.50,2.01,8.6
3771,07/29/21 03:00:00 AM,0.00,15.843,62.400,0.00,2.01,8.7
3772,07/29/21 03:30:00 AM,0.00,16.225,58.900,0.00,2.01,8.2
3773,07/29/21 04:00:00 AM,0.00,16.225,58.100,0.50,2.01,8.0
3774,07/29/21 04:30:00 AM,0.00,15.605,61.400,0.00,2.01,8.2
3775,07/29/21 05:00:00 AM,0.00,15.294,62.600,0.00,1.01,8.2
3776,07/29/21 05:30:00 AM,0.00,15.700,59.800,0.00,2.01,7.9
3777,07/29/21 06:00:00 AM,0.00,15.055,61.600,0.50,2.52,7.8
3778,07/29/21 06:30:00 AM,0.00,14.864,62.400,0.00,1.01,7.8
3779,07/29/21 07:00:00 AM,0.00,14.337,65.300,0.00,1.51,7.9
3780,07/29/21 07:30:00 AM,0.00,14.840,64.400,0.00,2.01,8.2
3781,07/29/21 08:00:00 AM,0.00,14.122,68.400,0.00,1.51,8.4
3782,07/29/21 08:30:00 AM,0.00,15.366,65.900,0.00,1.01,9.0
3783,07/29/21 09:00:00 AM,0.00,15.294,66.400,0.00,1.01,9.1
3784,07/29/21 09:30:00 AM,0.00,15.867,65.100,0.00,1.01,9.3
3785,07/29/21 10:00:00 AM,0.00,17.510,61.700,0.00,1.01,10.1
3786,07/29/21 10:30:00 AM,0.00,18.533,59.600,0.00,1.51,10.5
3787,07/29/21 11:00:00 AM,0.00,20.913,53.100,0.00,1.51,11.0
3788,07/29/21 11:30:00 AM,0.00,23.016,46.700,0.00,1.51,11.0
3789,07/29/21 12:00:00 PM,0.00,25.307,31.100,0.00,2.01,7.0
3790,07/29/21 12:30:00 PM,0.00,25.866,27.300,0.50,3.02,5.6
3791,07/29/21 01:00:00 PM,0.00,26.818,25.100,1.01,3.52,5.2
3792,07/29/21 01:30:00 PM,0.00,27.358,25.100,1.01,3.02,5.7
3793,07/29/21 02:00:00 PM,0.00,27.530,25.500,1.51,4.03,6.0
3794,07/29/21 02:30:00 PM,0.00,27.974,24.100,1.51,4.53,5.6
3795,07/29/21 03:00:00 PM,0.00,28.320,23.400,1.01,4.03,5.5
3796,07/29/21 03:30:00 PM,0.00,29.115,23.400,1.01,4.53,6.1
3797,07/29/21 04:00:00 PM,0.00,28.667,25.700,1.51,4.03,7.1
3798,07/29/21 04:30:00 PM,0.00,27.998,26.100,1.01,3.52,6.8
3799,07/29/21 05:00:00 PM,0.00,27.456,27.100,0.50,3.02,6.9
3800,07/29/21 05:30:00 PM,0.00,28.023,26.800,0.50,3.02,7.2
3801,07/29/21 06:00:00 PM,0.00,27.136,29.600,0.00,2.52,7.9
3802,07/29/21 06:30:00 PM,0.00,26.573,31.100,0.50,3.52,8.1
3803,07/29/21 07:00:00 PM,0.00,26.182,31.300,0.50,3.02,7.9
3804,07/29/21 07:30:00 PM,0.00,25.016,33.700,0.00,2.01,7.9
3805,07/29/21 08:00:00 PM,0.00,24.339,36.300,0.00,2.01,8.4
3806,07/29/21 08:30:00 PM,0.00,23.352,38.600,0.00,1.51,8.5
3807,07/29/21 09:00:00 PM,0.00,22.130,41.300,0.00,1.01,8.4
3808,07/29/21 09:30:00 PM,0.00,21.748,43.100,0.00,2.01,8.7
3809,07/29/21 10:00:00 PM,0.00,21.056,46.400,0.00,2.01,9.1
3810,07/29/21 10:30:00 PM,0.00,19.413,48.900,0.50,2.01,8.4
3811,07/29/21 11:00:00 PM,0.00,18.485,51.500,1.01,3.02,8.3
3812,07/29/21 11:30:00 PM,0.00,17.796,54.500,1.01,3.02,8.5
3813,07/30/21 12:00:00 AM,0.00,17.439,56.600,1.01,3.02,8.7
3814,07/30/21 12:30:00 AM,0.00,17.249,57.700,1.01,3.02,8.9
3815,07/30/21 01:00:00 AM,0.00,16.749,60.500,1.01,3.52,9.1
3816,07/30/21 01:30:00 AM,0.00,16.820,61.400,0.50,2.52,9.4
3817,07/30/21 02:00:00 AM,0.00,16.392,63.200,0.50,2.52,9.4
3818,07/30/21 02:30:00 AM,0.00,16.058,65.600,0.00,2.01,9.6
3819,07/30/21 03:00:00 AM,0.00,16.034,66.300,0.00,2.52,9.8
3820,07/30/21 03:30:00 AM,0.00,15.605,68.300,0.00,1.51,9.8
3821,07/30/21 04:00:00 AM,0.00,15.175,70.500,0.00,1.51,9.9
3822,07/30/21 04:30:00 AM,0.00,14.768,73.000,0.00,2.01,10.0
3823,07/30/21 05:00:00 AM,0.00,14.984,72.000,0.00,1.01,10.0
3824,07/30/21 05:30:00 AM,0.00,13.618,75.100,0.00,0.50,9.3
3825,07/30/21 06:00:00 AM,0.00,13.161,78.600,0.00,1.01,9.5
3826,07/30/21 06:30:00 AM,0.00,13.762,75.900,0.00,1.51,9.6
3827,07/30/21 07:00:00 AM,0.00,13.714,75.900,0.00,1.01,9.6
3828,07/30/21 07:30:00 AM,0.00,14.002,75.000,0.00,1.51,9.7
3829,07/30/21 08:00:00 AM,0.00,13.930,74.100,0.00,1.51,9.4
3830,07/30/21 08:30:00 AM,0.00,14.481,72.500,0.00,0.50,9.6
3831,07/30/21 09:00:00 AM,0.00,15.247,71.200,0.00,0.50,10.1
3832,07/30/21 09:30:00 AM,0.00,16.296,68.200,0.00,0.50,10.4
3833,07/30/21 10:00:00 AM,0.00,17.296,65.600,0.00,0.50,10.8
3834,07/30/21 10:30:00 AM,0.00,19.151,58.900,0.00,1.01,10.9
3835,07/30/21 11:00:00 AM,0.00,21.652,50.400,0.00,1.01,10.9
3836,07/30/21 11:30:00 AM,0.00,22.824,47.400,0.00,1.51,11.1
3837,07/30/21 12:00:00 PM,0.00,23.641,45.800,0.00,2.01,11.3
3838,07/30/21 12:30:00 PM,0.00,24.677,44.200,0.50,2.52,11.7
3839,07/30/21 01:00:00 PM,0.00,25.939,44.400,0.50,2.52,12.9
3840,07/30/21 01:30:00 PM,0.00,26.793,44.600,0.50,3.52,13.7
3841,07/30/21 02:00:00 PM,0.00,26.524,48.500,1.51,5.03,14.8
3842,07/30/21 02:30:00 PM,0.00,26.402,47.000,2.52,5.54,14.2
3843,07/30/21 03:00:00 PM,0.00,27.358,44.400,2.52,5.03,14.2
3844,07/30/21 03:30:00 PM,0.00,28.023,42.400,2.01,5.03,14.1
3845,07/30/21 04:00:00 PM,0.00,27.604,40.000,2.01,5.54,12.8
3846,07/30/21 04:30:00 PM,0.00,28.023,37.700,1.51,4.53,12.3
3847,07/30/21 05:00:00 PM,0.00,28.023,37.500,1.01,3.02,12.2
3848,07/30/21 05:30:00 PM,0.00,28.419,36.300,1.51,3.52,12.1
3849,07/30/21 06:00:00 PM,0.00,28.419,35.900,1.01,3.52,11.9
3850,07/30/21 06:30:00 PM,0.00,27.751,37.200,0.00,3.02,11.8
3851,07/30/21 07:00:00 PM,0.00,27.924,38.000,0.50,2.52,12.3
3852,07/30/21 07:30:00 PM,0.00,26.158,42.200,0.00,1.51,12.3
3853,07/30/21 08:00:00 PM,0.00,25.186,45.100,0.00,2.01,12.5
3854,07/30/21 08:30:00 PM,0.00,24.460,46.900,0.00,1.51,12.4
3855,07/30/21 09:00:00 PM,0.00,24.002,47.900,0.00,1.01,12.3
3856,07/30/21 09:30:00 PM,0.00,22.681,51.500,0.00,2.01,12.2
3857,07/30/21 10:00:00 PM,0.00,21.413,54.900,1.01,2.52,12.0
3858,07/30/21 10:30:00 PM,0.00,20.555,57.200,1.01,2.52,11.8
3859,07/30/21 11:00:00 PM,0.00,20.031,58.600,1.01,2.52,11.7
3860,07/30/21 11:30:00 PM,0.00,19.246,61.000,0.50,3.02,11.6
3861,07/31/21 12:00:00 AM,0.00,18.889,62.400,1.01,3.02,11.6
3862,07/31/21 12:30:00 AM,0.00,18.414,63.900,1.01,3.52,11.5
3863,07/31/21 01:00:00 AM,0.00,18.057,65.400,1.01,2.52,11.5
3864,07/31/21 01:30:00 AM,0.00,17.534,66.700,0.50,3.02,11.3
3865,07/31/21 02:00:00 AM,0.00,16.963,68.300,0.50,2.01,11.1
3866,07/31/21 02:30:00 AM,0.00,16.606,69.800,0.00,1.51,11.1
3867,07/31/21 03:00:00 AM,0.00,16.058,71.500,0.00,1.51,10.9
3868,07/31/21 03:30:00 AM,0.00,15.700,72.700,0.00,1.51,10.8
3869,07/31/21 04:00:00 AM,0.00,15.318,74.300,0.50,2.01,10.8
3870,07/31/21 04:30:00 AM,0.00,15.151,75.200,0.00,2.01,10.8
3871,07/31/21 05:00:00 AM,0.00,14.840,76.500,0.00,1.51,10.8
3872,07/31/21 05:30:00 AM,0.00,14.505,77.800,0.00,2.01,10.7
3873,07/31/21 06:00:00 AM,0.00,14.290,78.300,0.00,1.51,10.6
3874,07/31/21 06:30:00 AM,0.00,13.714,79.500,0.00,1.01,10.2
3875,07/31/21 07:00:00 AM,0.00,13.185,81.700,0.00,1.01,10.1
3876,07/31/21 07:30:00 AM,0.00,13.786,81.500,0.00,0.50,10.7
3877,07/31/21 08:00:00 AM,0.00,14.625,78.800,0.00,0.50,11.0
3878,07/31/21 08:30:00 AM,0.00,14.361,80.000,0.00,0.00,11.0
3879,07/31/21 09:00:00 AM,0.00,15.175,77.400,0.00,0.50,11.3
3880,07/31/21 09:30:00 AM,0.00,16.296,73.800,0.00,1.01,11.6
3881,07/31/21 10:00:00 AM,0.00,17.534,69.600,0.00,1.01,11.9
3882,07/31/21 10:30:00 AM,0.00,19.175,65.300,0.00,1.01,12.5
3883,07/31/21 11:00:00 AM,0.00,20.555,62.000,0.00,1.01,13.0
3884,07/31/21 11:30:00 AM,0.00,22.034,56.700,0.00,1.01,13.1
3885,07/31/21 12:00:00 PM,0.00,24.026,50.000,0.00,1.51,13.0
3886,07/31/21 12:30:00 PM,0.00,25.525,45.700,0.00,1.01,13.0
3887,07/31/21 01:00:00 PM,0.00,26.671,44.400,0.00,1.01,13.6
3888,07/31/21 01:30:00 PM,0.00,26.500,41.700,0.50,2.52,12.5
3889,07/31/21 02:00:00 PM,0.00,27.776,40.200,0.50,2.52,13.0
3890,07/31/21 02:30:00 PM,0.00,28.147,39.500,0.00,1.51,13.1
3891,07/31/21 03:00:00 PM,0.00,28.196,39.600,0.00,2.52,13.2
3892,07/31/21 03:30:00 PM,0.00,28.048,42.200,0.50,2.52,14.0
3893,07/31/21 04:00:00 PM,0.00,27.998,44.900,0.50,4.53,14.9
3894,07/31/21 04:30:00 PM,0.00,28.444,44.900,1.01,4.03,15.3
3895,07/31/21 05:00:00 PM,0.00,28.791,42.900,0.00,3.02,14.9
3896,07/31/21 05:30:00 PM,0.00,28.518,42.700,0.50,3.02,14.6
3897,07/31/21 06:00:00 PM,0.00,28.468,41.400,0.00,3.02,14.1
3898,07/31/21 06:30:00 PM,0.00,27.776,41.000,0.50,3.02,13.3
3899,07/31/21 07:00:00 PM,0.00,27.899,37.900,0.50,5.03,12.2
3900,07/31/21 07:30:00 PM,0.00,26.524,42.400,0.00,1.01,12.7
3901,07/31/21 08:00:00 PM,0.00,25.477,45.400,0.00,1.01,12.8
3902,07/31/21 08:30:00 PM,0.00,24.823,46.400,0.00,1.51,12.6
3903,07/31/21 09:00:00 PM,0.00,23.448,49.800,0.50,2.52,12.4
3904,07/31/21 09:30:00 PM,0.00,22.130,52.000,0.50,3.02,11.8
3905,07/31/21 10:00:00 PM,0.00,21.581,51.700,1.01,3.02,11.2
3906,07/31/21 10:30:00 PM,0.00,20.889,52.200,0.50,3.02,10.7
3907,07/31/21 11:00:00 PM,0.00,20.317,53.400,0.50,2.52,10.6
3908,07/31/21 11:30:00 PM,0.00,19.912,54.100,0.50,2.52,10.4
3909,08/01/21 12:00:00 AM,0.00,19.318,55.200,1.01,2.52,10.1
3910,08/01/21 12:30:00 AM,0.00,18.794,55.400,1.01,2.52,9.7
3911,08/01/21 01:00:00 AM,0.00,18.604,54.400,1.01,2.52,9.2
3912,08/01/21 01:30:00 AM,0.00,18.319,53.300,0.50,2.52,8.7
3913,08/01/21 02:00:00 AM,0.00,17.938,53.500,0.50,2.52,8.4
3914,08/01/21 02:30:00 AM,0.00,17.534,53.900,1.01,3.02,8.1
3915,08/01/21 03:00:00 AM,0.00,17.296,54.100,1.01,2.52,7.9
3916,08/01/21 03:30:00 AM,0.00,16.939,54.300,1.01,3.02,7.7
3917,08/01/21 04:00:00 AM,0.00,16.630,55.200,1.01,2.52,7.6
3918,08/01/21 04:30:00 AM,0.00,16.344,55.800,1.01,3.52,7.5
3919,08/01/21 05:00:00 AM,0.00,16.082,56.600,0.50,2.52,7.5
3920,08/01/21 05:30:00 AM,0.00,15.796,57.300,1.01,2.52,7.4
3921,08/01/21 06:00:00 AM,0.00,15.581,57.500,0.50,2.52,7.2
3922,08/01/21 06:30:00 AM,0.00,15.294,59.000,0.00,2.01,7.3
3923,08/01/21 07:00:00 AM,0.00,15.294,59.800,0.50,2.52,7.5
3924,08/01/21 07:30:00 AM,0.00,15.724,60.300,0.00,2.01,8.1
3925,08/01/21 08:00:00 AM,0.00,16.225,62.200,0.00,1.01,9.0
3926,08/01/21 08:30:00 AM,0.00,16.534,63.700,0.00,1.01,9.6
3927,08/01/21 09:00:00 AM,0.00,17.249,62.000,0.00,1.01,9.9
3928,08/01/21 09:30:00 AM,0.00,18.485,59.500,0.00,0.50,10.5
3929,08/01/21 10:00:00 AM,0.00,19.698,55.800,0.00,0.50,10.6
3930,08/01/21 10:30:00 AM,0.00,21.604,51.200,0.00,1.01,11.1
3931,08/01/21 11:00:00 AM,0.00,24.726,40.300,0.00,1.01,10.3
3932,08/01/21 11:30:00 AM,0.00,26.378,38.100,0.00,1.01,11.0
3933,08/01/21 12:00:00 PM,0.00,28.493,33.300,0.00,1.01,10.8
3934,08/01/21 12:30:00 PM,0.00,29.365,27.500,0.00,2.01,8.7
3935,08/01/21 01:00:00 PM,0.00,29.966,28.800,0.00,2.01,9.9
3936,08/01/21 01:30:00 PM,0.00,30.950,25.500,0.00,2.01,8.9
3937,08/01/21 02:00:00 PM,0.00,31.255,25.300,0.50,3.02,9.1
3938,08/01/21 02:30:00 PM,0.00,32.381,24.600,0.50,3.02,9.6
3939,08/01/21 03:00:00 PM,0.00,31.408,24.300,0.50,3.52,8.6
3940,08/01/21 03:30:00 PM,0.00,31.357,26.300,0.50,3.52,9.7
3941,08/01/21 04:00:00 PM,0.00,31.791,25.800,1.01,4.03,9.8
3942,08/01/21 04:30:00 PM,0.00,30.394,27.300,0.50,3.52,9.5
3943,08/01/21 05:00:00 PM,0.00,31.612,26.100,0.00,2.52,9.8
3944,08/01/21 05:30:00 PM,0.00,30.824,26.700,1.01,3.02,9.5
3945,08/01/21 06:00:00 PM,0.00,30.419,27.200,0.50,3.02,9.4
3946,08/01/21 06:30:00 PM,0.00,29.916,27.800,0.00,2.01,9.3
3947,08/01/21 07:00:00 PM,0.00,29.290,29.000,0.00,2.01,9.4
3948,08/01/21 07:30:00 PM,0.00,28.642,30.100,0.00,2.52,9.4
3949,08/01/21 08:00:00 PM,0.00,28.072,31.200,0.00,3.02,9.5
3950,08/01/21 08:30:00 PM,0.00,27.481,32.000,0.00,2.01,9.3
3951,08/01/21 09:00:00 PM,0.00,26.720,33.800,0.00,1.51,9.5
3952,08/01/21 09:30:00 PM,0.00,25.525,38.400,0.00,1.51,10.3
3953,08/01/21 10:00:00 PM,0.00,23.761,47.700,0.00,2.01,12.0
3954,08/01/21 10:30:00 PM,0.00,23.881,45.000,0.00,1.51,11.2
3955,08/01/21 11:00:00 PM,0.00,23.545,44.200,0.00,2.01,10.7
3956,08/01/21 11:30:00 PM,0.00,23.713,42.100,0.50,2.01,10.1
3957,08/02/21 12:00:00 AM,0.00,23.304,42.800,0.50,2.01,10.0
3958,08/02/21 12:30:00 AM,0.00,23.088,43.400,0.50,3.02,10.0
3959,08/02/21 01:00:00 AM,0.00,23.424,42.700,0.50,3.02,10.0
3960,08/02/21 01:30:00 AM,0.00,22.681,49.900,0.00,2.01,11.7
3961,08/02/21 02:00:00 AM,0.00,22.202,52.700,0.00,2.52,12.1
3962,08/02/21 02:30:00 AM,0.00,21.748,56.600,0.00,1.51,12.8
3963,08/02/21 03:00:00 AM,0.00,20.793,57.500,0.00,0.50,12.1
3964,08/02/21 03:30:00 AM,0.00,20.317,57.500,0.00,2.01,11.7
3965,08/02/21 04:00:00 AM,0.00,19.960,57.900,0.00,2.01,11.4
3966,08/02/21 04:30:00 AM,0.00,19.746,58.300,0.00,2.01,11.3
3967,08/02/21 05:00:00 AM,0.00,19.674,59.100,0.00,2.01,11.5
3968,08/02/21 05:30:00 AM,0.00,19.508,60.000,0.00,2.01,11.6
3969,08/02/21 06:00:00 AM,0.00,19.365,60.500,0.50,2.01,11.5
3970,08/02/21 06:30:00 AM,0.00,19.341,61.300,0.00,2.01,11.7
3971,08/02/21 07:00:00 AM,0.00,19.127,63.800,0.00,1.01,12.1
3972,08/02/21 07:30:00 AM,0.00,19.103,65.700,0.00,1.51,12.6
3973,08/02/21 08:00:00 AM,0.00,18.723,69.100,0.00,0.50,13.0
3974,08/02/21 08:30:00 AM,0.00,18.889,71.900,0.00,0.50,13.7
3975,08/02/21 09:00:00 AM,0.00,18.105,79.600,0.00,0.50,14.5
3976,08/02/21 09:30:00 AM,0.00,18.533,77.900,0.00,1.01,14.6
3977,08/02/21 10:00:00 AM,0.00,18.794,75.900,0.00,1.51,14.5
3978,08/02/21 10:30:00 AM,0.00,19.579,73.200,0.00,0.50,14.7
3979,08/02/21 11:00:00 AM,0.00,19.865,70.300,0.00,1.01,14.3
3980,08/02/21 11:30:00 AM,0.00,20.198,70.400,0.00,0.00,14.7
3981,08/02/21 12:00:00 PM,0.00,20.222,69.200,0.00,1.01,14.4
3982,08/02/21 12:30:00 PM,0.00,20.722,69.000,0.00,0.50,14.9
3983,08/02/21 01:00:00 PM,0.00,20.698,68.600,0.00,1.51,14.7
3984,08/02/21 01:30:00 PM,0.00,21.008,66.400,0.00,1.01,14.5
3985,08/02/21 02:00:00 PM,0.00,20.722,68.200,0.00,0.00,14.7
3986,08/02/21 02:30:00 PM,0.00,19.603,81.400,0.00,0.50,16.4
3987,08/02/21 03:00:00 PM,0.00,19.579,81.600,0.00,1.01,16.4
3988,08/02/21 03:30:00 PM,0.60,17.986,82.000,0.50,5.54,14.9
3989,08/02/21 04:00:00 PM,0.60,17.986,90.200,0.00,2.52,16.4
3990,08/02/21 04:30:00 PM,0.00,18.366,90.800,0.00,0.50,16.9
3991,08/02/21 05:00:00 PM,0.00,19.413,83.200,0.00,2.52,16.5
3992,08/02/21 05:30:00 PM,0.00,19.936,79.100,0.00,3.02,16.2
3993,08/02/21 06:00:00 PM,0.00,20.174,77.800,0.00,2.01,16.2
3994,08/02/21 06:30:00 PM,0.00,20.365,81.400,0.00,1.51,17.1
3995,08/02/21 07:00:00 PM,0.00,19.627,78.800,0.00,2.01,15.9
3996,08/02/21 07:30:00 PM,0.00,19.199,79.500,0.00,2.52,15.6
3997,08/02/21 08:00:00 PM,0.60,17.986,87.500,0.00,4.03,15.9
3998,08/02/21 08:30:00 PM,0.00,18.010,89.600,0.00,2.01,16.3
3999,08/02/21 09:00:00 PM,0.00,18.057,89.500,0.00,1.01,16.3
4000,08/02/21 09:30:00 PM,0.00,17.701,90.700,0.00,2.01,16.2
4001,08/02/21 10:00:00 PM,0.00,17.201,91.900,0.50,2.52,15.9
4002,08/02/21 10:30:00 PM,0.00,17.082,92.000,0.00,1.51,15.8
4003,08/02/21 11:00:00 PM,0.00,17.439,89.800,0.00,2.01,15.8
4004,08/02/21 11:30:00 PM,0.00,17.986,88.900,0.00,2.52,16.1
4005,08/03/21 12:00:00 AM,0.00,17.201,89.800,0.00,2.52,15.5
4006,08/03/21 12:30:00 AM,0.00,17.819,84.000,0.50,2.52,15.1
4007,08/03/21 01:00:00 AM,0.00,16.392,90.300,0.50,3.02,14.8
4008,08/03/21 01:30:00 AM,0.00,16.558,88.600,0.00,2.01,14.7
4009,08/03/21 02:00:00 AM,0.00,15.963,90.800,0.00,2.01,14.5
4010,08/03/21 02:30:00 AM,0.00,17.249,81.800,0.50,5.03,14.1
4011,08/03/21 03:00:00 AM,0.00,15.676,86.700,0.50,4.53,13.5
4012,08/03/21 03:30:00 AM,0.00,15.151,87.300,1.01,3.52,13.1
4013,08/03/21 04:00:00 AM,0.00,14.577,88.200,0.50,2.52,12.7
4014,08/03/21 04:30:00 AM,0.00,14.026,89.200,1.01,3.52,12.3
4015,08/03/21 05:00:00 AM,0.00,13.642,88.700,1.01,2.52,11.8
4016,08/03/21 05:30:00 AM,0.00,13.954,85.600,1.01,4.03,11.6
4017,08/03/21 06:00:00 AM,0.00,13.666,84.900,1.51,3.52,11.2
4018,08/03/21 06:30:00 AM,0.00,13.594,83.800,0.50,3.52,10.9
4019,08/03/21 07:00:00 AM,0.00,13.834,82.700,1.01,4.03,11.0
4020,08/03/21 07:30:00 AM,0.00,15.055,77.700,1.01,3.52,11.2
4021,08/03/21 08:00:00 AM,0.00,14.385,79.200,1.01,3.52,10.8
4022,08/03/21 08:30:00 AM,0.00,17.772,66.300,0.50,5.03,11.4
4023,08/03/21 09:00:00 AM,0.00,15.700,76.300,0.00,3.52,11.6
4024,08/03/21 09:30:00 AM,0.00,18.247,64.500,0.00,3.02,11.5
4025,08/03/21 10:00:00 AM,0.00,18.889,60.400,0.00,2.01,11.1
4026,08/03/21 10:30:00 AM,0.00,20.770,50.400,0.50,5.03,10.1
4027,08/03/21 11:00:00 AM,0.00,21.939,48.000,0.50,4.03,10.4
4028,08/03/21 11:30:00 AM,0.00,23.954,41.100,0.50,3.52,10.0
4029,08/03/21 12:00:00 PM,0.00,24.895,39.400,0.50,3.52,10.2
4030,08/03/21 12:30:00 PM,0.00,25.939,32.700,0.50,5.03,8.3
4031,08/03/21 01:00:00 PM,0.00,25.939,31.400,1.01,8.56,7.7
4032,08/03/21 01:30:00 PM,0.00,26.622,28.200,1.01,7.55,6.7
4033,08/03/21 02:00:00 PM,0.00,26.695,25.300,1.01,6.04,5.2
4034,08/03/21 02:30:00 PM,0.00,27.727,23.700,1.01,5.03,5.2
4035,08/03/21 03:00:00 PM,0.00,27.604,23.100,1.01,6.54,4.7
4036,08/03/21 03:30:00 PM,0.00,28.245,21.900,1.01,5.54,4.5
4037,08/03/21 04:00:00 PM,0.00,29.040,21.000,1.01,5.54,4.5
4038,08/03/21 04:30:00 PM,0.00,29.165,21.000,1.01,5.03,4.6
4039,08/03/21 05:00:00 PM,0.00,28.593,21.500,1.51,6.04,4.5
4040,08/03/21 05:30:00 PM,0.00,28.468,20.300,1.01,6.04,3.6
4041,08/03/21 06:00:00 PM,0.00,28.072,21.300,1.51,6.54,3.9
4042,08/03/21 06:30:00 PM,0.00,27.974,21.000,1.51,7.55,3.6
4043,08/03/21 07:00:00 PM,0.00,27.727,22.000,1.01,7.55,4.1
4044,08/03/21 07:30:00 PM,0.00,26.916,22.200,0.50,4.53,3.5
4045,08/03/21 08:00:00 PM,0.00,25.744,23.300,0.50,3.52,3.3
4046,08/03/21 08:30:00 PM,0.00,25.089,23.900,0.50,4.03,3.1
4047,08/03/21 09:00:00 PM,0.00,23.304,27.400,0.50,4.53,3.5
4048,08/03/21 09:30:00 PM,0.00,21.294,32.300,0.50,2.52,4.1
4049,08/03/21 10:00:00 PM,0.00,20.317,34.400,1.01,3.52,4.1
4050,08/03/21 10:30:00 PM,0.00,19.103,37.000,1.01,3.52,4.1
4051,08/03/21 11:00:00 PM,0.00,18.533,38.300,1.01,3.52,4.1
4052,08/03/21 11:30:00 PM,0.00,18.105,39.500,0.50,3.02,4.1
4053,08/04/21 12:00:00 AM,0.00,17.582,41.000,0.50,2.52,4.2
4054,08/04/21 12:30:00 AM,0.00,17.320,41.400,0.50,2.52,4.1
4055,08/04/21 01:00:00 AM,0.00,16.415,43.900,0.00,3.02,4.1
4056,08/04/21 01:30:00 AM,0.00,15.581,47.300,0.00,1.01,4.4
4057,08/04/21 02:00:00 AM,0.00,14.409,51.300,0.00,1.51,4.5
4058,08/04/21 02:30:00 AM,0.00,14.266,50.700,0.00,2.01,4.2
4059,08/04/21 03:00:00 AM,0.00,13.762,51.600,0.00,2.01,4.0
4060,08/04/21 03:30:00 AM,0.00,13.762,51.300,0.00,2.01,3.9
4061,08/04/21 04:00:00 AM,0.00,13.016,53.500,0.00,1.51,3.8
4062,08/04/21 04:30:00 AM,0.00,12.461,56.600,0.00,2.01,4.1
4063,08/04/21 05:00:00 AM,0.00,12.871,53.200,0.50,3.02,3.6
4064,08/04/21 05:30:00 AM,0.00,13.209,51.700,0.50,3.52,3.5
4065,08/04/21 06:00:00 AM,0.00,11.686,58.800,0.00,2.01,3.9
4066,08/04/21 06:30:00 AM,0.00,12.437,54.600,0.00,2.01,3.6
4067,08/04/21 07:00:00 AM,0.00,12.413,56.300,0.50,2.52,4.0
4068,08/04/21 07:30:00 AM,0.00,12.364,58.000,0.00,1.01,4.3
4069,08/04/21 08:00:00 AM,0.00,12.992,58.600,0.00,1.51,5.1
4070,08/04/21 08:30:00 AM,0.00,12.340,62.900,0.00,1.01,5.5
4071,08/04/21 09:00:00 AM,0.00,13.088,60.700,0.00,1.01,5.7
4072,08/04/21 09:30:00 AM,0.00,14.745,58.000,0.00,0.00,6.6
4073,08/04/21 10:00:00 AM,0.00,15.867,54.900,0.00,1.01,6.8
4074,08/04/21 10:30:00 AM,0.00,17.701,48.600,0.00,1.01,6.7
4075,08/04/21 11:00:00 AM,0.00,20.103,40.600,0.00,1.51,6.3
4076,08/04/21 11:30:00 AM,0.00,22.465,37.500,0.00,1.01,7.3
4077,08/04/21 12:00:00 PM,0.00,22.513,36.300,0.00,2.01,6.8
4078,08/04/21 12:30:00 PM,0.00,23.352,36.800,0.00,1.51,7.8
4079,08/04/21 01:00:00 PM,0.00,23.376,38.300,0.00,2.52,8.4
4080,08/04/21 01:30:00 PM,0.00,24.339,35.100,0.00,3.02,8.0
4081,08/04/21 02:00:00 PM,0.00,24.243,34.000,0.50,5.54,7.4
