"Plot Title: HOBO2"
"#","Date Time, GMT-06:00","Rain, mm (LGR S/N: 10743533, SEN S/N: 523303, LBL: Rain Gauge )","Temp, °C (LGR S/N: 10743533, SEN S/N: 10698881, LBL: Temperature)","RH, % (LGR S/N: 10743533, SEN S/N: 10698881, LBL: Relative Humidity)","Wind Speed, m/s (LGR S/N: 10743533, SEN S/N: 10796394, LBL: Anemometer)","Gust Speed, m/s (LGR S/N: 10743533, SEN S/N: 10796394, LBL: Anemometer)","DewPt, °C (LGR S/N: 10743533, SEN S/N: 10698881)"
393,05/19/21 06:00:00 PM,0.00,-0.088,96.000,0.00,0.00,-0.7
394,05/19/21 06:30:00 PM,0.00,-0.227,96.300,0.00,0.00,-0.7
395,05/19/21 07:00:00 PM,0.00,-0.032,96.300,0.00,0.00,-0.6
396,05/19/21 07:30:00 PM,0.00,-0.648,96.600,0.00,0.00,-1.1
397,05/19/21 08:00:00 PM,0.00,-0.367,96.700,0.00,0.00,-0.8
398,05/19/21 08:30:00 PM,0.00,-0.507,96.800,0.00,0.00,-1.0
399,05/19/21 09:00:00 PM,0.00,-0.507,96.600,0.00,0.00,-1.0
400,05/19/21 09:30:00 PM,0.00,-0.591,96.300,0.00,0.00,-1.1
401,05/19/21 10:00:00 PM,0.00,-0.563,95.400,0.00,0.00,-1.2
402,05/19/21 10:30:00 PM,0.00,-0.479,94.400,0.00,0.00,-1.3
403,05/19/21 11:00:00 PM,0.00,-0.591,94.300,0.00,0.00,-1.4
404,05/19/21 11:30:00 PM,0.00,-0.423,94.000,0.00,0.00,-1.3
405,05/20/21 12:00:00 AM,0.00,-0.423,94.200,0.00,0.00,-1.2
406,05/20/21 12:30:00 AM,0.00,-0.423,94.900,0.00,0.00,-1.1
407,05/20/21 01:00:00 AM,0.00,-0.535,94.100,0.00,0.00,-1.4
408,05/20/21 01:30:00 AM,0.00,-0.591,91.500,0.00,0.00,-1.8
409,05/20/21 02:00:00 AM,0.00,-0.958,93.900,0.00,0.00,-1.8
410,05/20/21 02:30:00 AM,0.00,-0.958,94.300,0.00,0.00,-1.8
411,05/20/21 03:00:00 AM,0.00,-0.902,95.000,0.00,0.00,-1.6
412,05/20/21 03:30:00 AM,0.00,-1.015,94.600,0.00,0.00,-1.8
413,05/20/21 04:00:00 AM,0.00,-1.185,94.800,0.00,0.00,-1.9
414,05/20/21 04:30:00 AM,0.00,-1.470,95.300,0.00,0.00,-2.1
415,05/20/21 05:00:00 AM,0.00,-1.613,95.900,0.00,0.00,-2.2
416,05/20/21 05:30:00 AM,0.00,-1.900,95.600,0.00,0.00,-2.5
417,05/20/21 06:00:00 AM,0.00,-1.756,95.700,0.00,0.00,-2.4
418,05/20/21 06:30:00 AM,0.00,-1.842,95.500,0.00,0.00,-2.5
419,05/20/21 07:00:00 AM,0.00,-1.814,95.500,0.00,0.00,-2.4
420,05/20/21 07:30:00 AM,0.00,-1.842,95.800,0.00,0.00,-2.4
421,05/20/21 08:00:00 AM,0.00,-1.727,95.800,0.00,0.00,-2.3
422,05/20/21 08:30:00 AM,0.00,-1.470,95.400,0.00,0.00,-2.1
423,05/20/21 09:00:00 AM,0.00,-1.641,95.900,0.00,0.00,-2.2
424,05/20/21 09:30:00 AM,0.00,-1.413,96.100,0.00,0.00,-2.0
425,05/20/21 10:00:00 AM,0.00,-0.986,94.700,0.00,0.00,-1.7
426,05/20/21 10:30:00 AM,0.00,-0.817,93.900,0.00,0.00,-1.7
427,05/20/21 11:00:00 AM,0.20,-1.498,93.800,0.00,0.00,-2.4
428,05/20/21 11:30:00 AM,0.00,-0.563,92.400,0.00,0.00,-1.6
429,05/20/21 12:00:00 PM,0.00,-1.071,92.300,0.00,0.00,-2.2
430,05/20/21 12:30:00 PM,0.20,-0.760,91.400,0.00,0.00,-2.0
431,05/20/21 01:00:00 PM,0.40,-0.311,91.000,0.00,0.00,-1.6
432,05/20/21 01:30:00 PM,0.40,-0.704,92.500,0.00,0.00,-1.8
433,05/20/21 02:00:00 PM,0.40,-0.563,92.400,0.00,0.00,-1.6
434,05/20/21 02:30:00 PM,0.00,-0.563,92.600,0.00,0.00,-1.6
435,05/20/21 03:00:00 PM,0.00,-0.423,91.900,0.00,0.00,-1.6
436,05/20/21 03:30:00 PM,0.00,0.107,90.800,0.00,4.03,-1.2
437,05/20/21 04:00:00 PM,3.20,0.934,89.900,1.01,4.03,-0.5
438,05/20/21 04:30:00 PM,2.60,1.398,88.000,1.01,3.52,-0.4
439,05/20/21 05:00:00 PM,1.60,0.218,92.400,2.01,4.53,-0.9
440,05/20/21 05:30:00 PM,0.20,-0.032,92.800,1.01,3.52,-1.1
441,05/20/21 06:00:00 PM,0.00,-0.367,94.200,1.51,5.03,-1.2
442,05/20/21 06:30:00 PM,0.00,-0.507,92.400,1.01,3.52,-1.6
443,05/20/21 07:00:00 PM,0.00,-0.143,91.400,0.50,3.52,-1.4
444,05/20/21 07:30:00 PM,0.00,-0.255,91.600,0.50,2.52,-1.5
445,05/20/21 08:00:00 PM,0.00,-0.789,92.900,0.00,2.52,-1.8
446,05/20/21 08:30:00 PM,0.00,-1.185,94.200,1.01,4.03,-2.0
447,05/20/21 09:00:00 PM,0.00,-1.327,92.700,0.00,2.01,-2.4
448,05/20/21 09:30:00 PM,0.00,-1.270,93.700,0.00,0.50,-2.2
449,05/20/21 10:00:00 PM,0.00,-1.299,94.200,0.00,1.01,-2.1
450,05/20/21 10:30:00 PM,0.00,-1.413,94.200,0.00,0.50,-2.2
451,05/20/21 11:00:00 PM,0.00,-1.584,92.700,0.00,1.01,-2.6
452,05/20/21 11:30:00 PM,0.00,-1.670,92.200,0.00,0.50,-2.8
453,05/21/21 12:00:00 AM,0.00,-1.641,92.200,0.00,0.50,-2.7
454,05/21/21 12:30:00 AM,0.00,-1.670,91.900,0.00,0.50,-2.8
455,05/21/21 01:00:00 AM,0.00,-1.785,93.400,0.00,0.00,-2.7
456,05/21/21 01:30:00 AM,0.00,-1.842,93.500,0.00,0.00,-2.8
457,05/21/21 02:00:00 AM,0.00,-1.814,94.500,0.00,0.00,-2.6
458,05/21/21 02:30:00 AM,0.00,-1.699,94.400,0.00,0.50,-2.5
459,05/21/21 03:00:00 AM,0.00,-1.929,94.900,0.00,0.00,-2.6
460,05/21/21 03:30:00 AM,0.00,-1.929,95.200,0.00,0.00,-2.6
461,05/21/21 04:00:00 AM,0.00,-1.958,95.800,0.00,0.00,-2.5
462,05/21/21 04:30:00 AM,0.00,-1.727,95.400,0.00,0.00,-2.4
463,05/21/21 05:00:00 AM,0.00,-1.958,96.000,0.00,0.00,-2.5
464,05/21/21 05:30:00 AM,0.00,-2.218,96.300,0.00,0.00,-2.7
465,05/21/21 06:00:00 AM,0.00,-2.771,96.000,0.00,0.00,-3.3
466,05/21/21 06:30:00 AM,0.00,-2.450,95.500,0.00,0.00,-3.1
467,05/21/21 07:00:00 AM,0.00,-1.814,94.000,0.00,0.00,-2.7
468,05/21/21 07:30:00 AM,0.00,-1.413,94.500,0.00,0.00,-2.2
469,05/21/21 08:00:00 AM,0.00,-0.958,93.800,0.00,0.00,-1.8
470,05/21/21 08:30:00 AM,0.00,-0.591,91.700,0.00,0.50,-1.8
471,05/21/21 09:00:00 AM,0.40,0.218,88.500,0.00,0.00,-1.5
472,05/21/21 09:30:00 AM,0.20,0.989,88.400,0.00,0.50,-0.7
473,05/21/21 10:00:00 AM,0.00,1.099,82.200,0.00,0.00,-1.6
474,05/21/21 10:30:00 AM,0.00,1.153,82.800,0.00,1.01,-1.4
475,05/21/21 11:00:00 AM,0.00,1.425,77.000,0.00,0.50,-2.2
476,05/21/21 11:30:00 AM,0.00,1.507,74.900,0.00,2.01,-2.5
477,05/21/21 12:00:00 PM,0.00,2.370,74.500,0.00,2.01,-1.7
478,05/21/21 12:30:00 PM,0.00,2.101,75.200,0.00,1.01,-1.8
479,05/21/21 01:00:00 PM,0.00,2.128,77.400,0.00,1.51,-1.4
480,05/21/21 01:30:00 PM,0.00,2.530,75.600,0.00,1.51,-1.3
481,05/21/21 02:00:00 PM,0.00,3.168,77.800,0.00,1.51,-0.3
482,05/21/21 02:30:00 PM,0.00,3.696,72.300,0.00,1.51,-0.8
483,05/21/21 03:00:00 PM,0.00,4.298,69.600,0.00,2.01,-0.8
484,05/21/21 03:30:00 PM,0.00,3.880,70.100,0.00,1.51,-1.1
485,05/21/21 04:00:00 PM,0.00,4.973,66.500,0.00,2.01,-0.7
486,05/21/21 04:30:00 PM,0.00,4.558,79.000,0.00,1.51,1.2
487,05/21/21 05:00:00 PM,0.00,4.532,74.500,0.50,2.01,0.4
488,05/21/21 05:30:00 PM,1.00,3.722,87.700,0.50,2.52,1.9
489,05/21/21 06:00:00 PM,0.00,3.564,88.900,0.00,1.51,1.9
490,05/21/21 06:30:00 PM,0.00,3.696,89.100,0.00,1.01,2.1
491,05/21/21 07:00:00 PM,0.00,3.168,91.200,0.00,1.01,1.9
492,05/21/21 07:30:00 PM,0.00,2.983,91.900,0.00,1.51,1.8
493,05/21/21 08:00:00 PM,0.00,2.690,93.400,0.00,1.01,1.7
494,05/21/21 08:30:00 PM,0.00,2.262,93.700,0.00,1.51,1.4
495,05/21/21 09:00:00 PM,0.00,2.182,93.800,0.00,2.01,1.3
496,05/21/21 09:30:00 PM,0.00,1.534,94.200,0.00,1.51,0.7
497,05/21/21 10:00:00 PM,0.00,1.126,94.400,0.00,2.01,0.3
498,05/21/21 10:30:00 PM,0.00,0.825,94.400,0.00,2.01,0.0
499,05/21/21 11:00:00 PM,0.00,0.550,94.100,0.00,1.01,-0.3
500,05/21/21 11:30:00 PM,0.00,0.439,93.800,0.00,1.51,-0.4
501,05/22/21 12:00:00 AM,0.00,0.051,95.200,0.00,0.50,-0.6
502,05/22/21 12:30:00 AM,0.00,0.079,93.000,0.00,1.51,-0.9
503,05/22/21 01:00:00 AM,0.00,-0.088,92.400,0.00,1.51,-1.2
504,05/22/21 01:30:00 AM,0.00,-0.367,92.100,0.00,1.51,-1.5
505,05/22/21 02:00:00 AM,0.00,-0.620,91.200,0.00,2.01,-1.9
506,05/22/21 02:30:00 AM,0.00,-0.760,91.200,0.00,2.01,-2.0
507,05/22/21 03:00:00 AM,0.00,-1.213,93.000,0.00,1.51,-2.2
508,05/22/21 03:30:00 AM,0.00,-0.760,90.500,0.00,2.01,-2.1
509,05/22/21 04:00:00 AM,0.00,-1.498,92.300,0.00,1.51,-2.6
510,05/22/21 04:30:00 AM,0.00,-1.527,92.100,0.00,1.51,-2.6
511,05/22/21 05:00:00 AM,0.00,-1.699,92.800,0.00,2.01,-2.7
512,05/22/21 05:30:00 AM,0.00,-1.871,92.800,0.50,2.01,-2.9
513,05/22/21 06:00:00 AM,0.00,-1.986,92.800,0.00,3.02,-3.0
514,05/22/21 06:30:00 AM,0.00,-1.986,92.600,0.00,1.51,-3.0
515,05/22/21 07:00:00 AM,0.00,-1.613,92.000,0.00,1.51,-2.7
516,05/22/21 07:30:00 AM,0.00,-1.299,92.300,0.00,1.01,-2.4
517,05/22/21 08:00:00 AM,0.00,-0.311,91.600,0.00,0.00,-1.5
518,05/22/21 08:30:00 AM,0.00,0.356,91.100,0.00,0.00,-0.9
519,05/22/21 09:00:00 AM,0.00,0.632,89.800,0.00,0.50,-0.9
520,05/22/21 09:30:00 AM,0.00,1.534,87.700,0.00,0.00,-0.3
521,05/22/21 10:00:00 AM,0.00,2.983,84.000,0.00,0.50,0.5
522,05/22/21 10:30:00 AM,0.00,5.334,75.200,0.00,1.01,1.3
523,05/22/21 11:00:00 AM,0.00,7.217,61.400,0.00,1.51,0.3
524,05/22/21 11:30:00 AM,0.00,7.167,59.700,0.00,2.52,-0.1
525,05/22/21 12:00:00 PM,0.00,7.945,54.200,0.00,2.01,-0.7
526,05/22/21 12:30:00 PM,0.00,8.965,52.000,0.00,2.01,-0.4
527,05/22/21 01:00:00 PM,0.00,8.693,52.900,1.01,3.52,-0.4
528,05/22/21 01:30:00 PM,0.00,9.064,52.200,1.01,4.03,-0.2
529,05/22/21 02:00:00 PM,0.00,9.336,52.000,1.01,4.03,-0.0
530,05/22/21 02:30:00 PM,0.00,9.336,49.600,1.01,3.52,-0.7
531,05/22/21 03:00:00 PM,0.20,9.977,47.900,1.01,4.53,-0.5
532,05/22/21 03:30:00 PM,0.00,11.783,43.600,1.01,4.03,-0.2
533,05/22/21 04:00:00 PM,0.00,12.316,44.000,1.01,4.53,0.4
534,05/22/21 04:30:00 PM,0.00,13.401,41.500,0.50,3.02,0.6
535,05/22/21 05:00:00 PM,0.00,12.219,43.900,1.01,3.52,0.3
536,05/22/21 05:30:00 PM,0.00,12.340,48.800,1.01,3.52,1.9
537,05/22/21 06:00:00 PM,0.00,11.102,54.400,1.01,2.52,2.3
538,05/22/21 06:30:00 PM,0.00,9.188,60.800,1.01,2.52,2.0
539,05/22/21 07:00:00 PM,0.00,9.287,62.400,1.01,3.02,2.5
540,05/22/21 07:30:00 PM,0.00,7.970,68.200,1.01,4.03,2.5
541,05/22/21 08:00:00 PM,0.00,7.393,70.600,1.01,3.52,2.4
542,05/22/21 08:30:00 PM,0.00,6.535,73.700,1.51,3.52,2.2
543,05/22/21 09:00:00 PM,0.00,5.642,77.400,1.51,4.03,2.0
544,05/22/21 09:30:00 PM,0.00,4.921,79.900,1.01,3.52,1.7
545,05/22/21 10:00:00 PM,0.00,4.168,82.000,0.50,3.02,1.4
546,05/22/21 10:30:00 PM,0.00,3.880,82.800,0.50,3.02,1.2
547,05/22/21 11:00:00 PM,0.00,3.538,84.000,0.00,2.52,1.1
548,05/22/21 11:30:00 PM,0.00,3.089,85.000,0.00,2.52,0.8
549,05/23/21 12:00:00 AM,0.00,2.850,86.500,0.00,2.52,0.8
550,05/23/21 12:30:00 AM,0.00,2.744,86.500,0.00,2.52,0.7
551,05/23/21 01:00:00 AM,0.00,2.396,87.300,0.00,2.52,0.5
552,05/23/21 01:30:00 AM,0.00,2.316,88.000,0.50,3.52,0.5
553,05/23/21 02:00:00 AM,0.00,2.209,87.700,0.00,2.52,0.4
554,05/23/21 02:30:00 AM,0.00,2.396,87.600,0.00,2.52,0.6
555,05/23/21 03:00:00 AM,0.00,2.074,88.300,0.50,2.52,0.3
556,05/23/21 03:30:00 AM,0.00,1.751,88.600,0.00,2.01,0.1
557,05/23/21 04:00:00 AM,0.00,1.697,88.600,0.50,3.02,0.0
558,05/23/21 04:30:00 AM,0.00,2.128,88.000,0.00,2.52,0.3
559,05/23/21 05:00:00 AM,0.00,2.182,88.200,0.50,2.52,0.4
560,05/23/21 05:30:00 AM,0.00,2.289,89.100,0.50,3.02,0.7
561,05/23/21 06:00:00 AM,0.00,2.584,88.200,0.00,3.02,0.8
562,05/23/21 06:30:00 AM,0.00,2.983,87.400,0.00,2.01,1.1
563,05/23/21 07:00:00 AM,0.00,3.906,85.200,0.00,2.01,1.7
564,05/23/21 07:30:00 AM,0.00,3.063,86.300,0.00,0.50,1.0
565,05/23/21 08:00:00 AM,0.00,4.610,85.700,0.00,1.01,2.4
566,05/23/21 08:30:00 AM,0.00,5.205,84.600,0.00,0.00,2.8
567,05/23/21 09:00:00 AM,0.00,5.898,77.700,0.00,1.51,2.3
568,05/23/21 09:30:00 AM,0.00,7.444,75.200,0.00,1.51,3.3
569,05/23/21 10:00:00 AM,0.00,9.608,62.900,0.00,1.51,2.9
570,05/23/21 10:30:00 AM,0.00,11.394,52.800,0.00,1.51,2.1
571,05/23/21 11:00:00 AM,0.00,12.558,54.300,0.00,1.51,3.6
572,05/23/21 11:30:00 AM,0.00,12.630,53.600,0.00,2.01,3.5
573,05/23/21 12:00:00 PM,0.00,12.847,53.600,0.00,2.52,3.7
574,05/23/21 12:30:00 PM,0.00,11.346,66.100,0.00,2.52,5.3
575,05/23/21 01:00:00 PM,0.00,15.867,40.900,0.00,3.02,2.6
576,05/23/21 01:30:00 PM,0.00,14.361,52.900,0.50,4.03,4.9
577,05/23/21 02:00:00 PM,0.00,11.467,57.700,2.01,7.05,3.4
578,05/23/21 02:30:00 PM,0.00,10.858,67.900,0.50,4.03,5.2
579,05/23/21 03:00:00 PM,0.00,10.907,71.500,0.00,2.52,6.0
580,05/23/21 03:30:00 PM,0.20,9.829,79.400,1.01,2.52,6.4
581,05/23/21 04:00:00 PM,0.40,8.841,88.100,0.00,2.01,7.0
582,05/23/21 04:30:00 PM,0.40,8.444,91.500,0.00,1.51,7.1
583,05/23/21 05:00:00 PM,0.40,8.195,91.500,0.00,1.01,6.9
584,05/23/21 05:30:00 PM,0.40,8.045,93.000,0.00,1.01,7.0
585,05/23/21 06:00:00 PM,0.00,7.745,92.300,0.50,2.52,6.6
586,05/23/21 06:30:00 PM,0.00,7.268,92.800,1.01,4.03,6.2
587,05/23/21 07:00:00 PM,0.60,6.889,94.200,0.50,4.03,6.0
588,05/23/21 07:30:00 PM,0.60,6.788,94.300,0.50,3.02,5.9
589,05/23/21 08:00:00 PM,0.80,6.737,94.600,0.50,3.02,5.9
590,05/23/21 08:30:00 PM,2.00,6.382,95.800,0.50,3.02,5.8
591,05/23/21 09:00:00 PM,0.40,7.041,94.700,0.00,4.03,6.3
592,05/23/21 09:30:00 PM,1.00,6.408,95.300,0.50,5.54,5.7
593,05/23/21 10:00:00 PM,1.80,4.869,95.900,2.52,6.54,4.3
594,05/23/21 10:30:00 PM,1.60,4.792,96.800,1.01,4.03,4.3
595,05/23/21 11:00:00 PM,0.80,4.688,96.500,0.50,3.52,4.2
596,05/23/21 11:30:00 PM,1.20,4.688,96.500,0.00,2.52,4.2
597,05/24/21 12:00:00 AM,1.20,4.636,95.400,0.00,2.52,4.0
598,05/24/21 12:30:00 AM,1.20,4.402,96.500,0.00,2.01,3.9
599,05/24/21 01:00:00 AM,1.60,3.433,96.100,0.50,4.03,2.9
600,05/24/21 01:30:00 AM,1.00,2.956,95.500,1.51,4.03,2.3
601,05/24/21 02:00:00 AM,1.60,2.744,96.200,1.01,3.52,2.2
602,05/24/21 02:30:00 AM,1.80,2.637,96.300,0.50,3.02,2.1
603,05/24/21 03:00:00 AM,0.80,2.343,96.300,1.01,3.02,1.8
604,05/24/21 03:30:00 AM,1.00,2.047,97.300,0.00,2.01,1.7
605,05/24/21 04:00:00 AM,0.20,2.182,97.200,0.00,1.01,1.8
606,05/24/21 04:30:00 AM,0.00,2.370,97.400,0.00,1.01,2.0
607,05/24/21 05:00:00 AM,0.00,2.557,97.200,0.00,0.50,2.2
608,05/24/21 05:30:00 AM,0.00,2.664,97.700,0.00,0.00,2.3
609,05/24/21 06:00:00 AM,0.00,2.584,98.000,0.00,0.00,2.3
610,05/24/21 06:30:00 AM,0.00,2.557,98.300,0.00,0.00,2.3
611,05/24/21 07:00:00 AM,0.00,2.850,98.400,0.00,0.00,2.6
612,05/24/21 07:30:00 AM,0.40,2.956,98.500,0.00,0.50,2.7
613,05/24/21 08:00:00 AM,0.00,2.770,98.700,0.00,0.50,2.6
614,05/24/21 08:30:00 AM,0.80,3.301,98.700,0.00,0.50,3.1
615,05/24/21 09:00:00 AM,0.00,3.380,98.700,0.00,1.51,3.2
616,05/24/21 09:30:00 AM,0.80,3.827,98.800,0.00,0.00,3.7
617,05/24/21 10:00:00 AM,0.20,4.168,98.600,0.00,1.01,4.0
618,05/24/21 10:30:00 AM,0.60,4.428,98.700,0.00,2.01,4.2
619,05/24/21 11:00:00 AM,0.60,4.973,98.600,0.00,1.51,4.8
620,05/24/21 11:30:00 AM,0.60,5.282,98.500,0.00,1.51,5.1
621,05/24/21 12:00:00 PM,0.00,6.281,93.300,0.50,6.54,5.3
622,05/24/21 12:30:00 PM,0.40,6.585,91.300,0.50,5.03,5.3
623,05/24/21 01:00:00 PM,0.60,6.813,90.500,0.50,5.54,5.4
624,05/24/21 01:30:00 PM,0.20,7.217,91.500,0.00,4.03,5.9
625,05/24/21 02:00:00 PM,0.20,7.594,89.800,0.00,4.53,6.0
626,05/24/21 02:30:00 PM,0.20,7.770,87.100,0.50,4.53,5.8
627,05/24/21 03:00:00 PM,0.00,8.095,84.600,1.01,4.53,5.7
628,05/24/21 03:30:00 PM,0.40,7.970,91.900,0.00,4.03,6.7
629,05/24/21 04:00:00 PM,0.40,7.745,93.800,0.00,1.51,6.8
630,05/24/21 04:30:00 PM,0.20,8.295,90.300,0.00,2.52,6.8
631,05/24/21 05:00:00 PM,0.20,8.045,90.500,0.00,4.53,6.6
632,05/24/21 05:30:00 PM,0.00,8.070,86.000,0.00,5.54,5.9
633,05/24/21 06:00:00 PM,0.20,8.070,93.200,0.00,2.52,7.0
634,05/24/21 06:30:00 PM,0.00,7.268,94.500,0.00,1.51,6.5
635,05/24/21 07:00:00 PM,0.20,6.255,94.600,0.50,4.03,5.5
636,05/24/21 07:30:00 PM,0.20,5.975,95.200,0.00,1.51,5.3
637,05/24/21 08:00:00 PM,0.60,6.408,96.500,0.00,1.01,5.9
638,05/24/21 08:30:00 PM,0.00,5.847,96.200,0.00,1.01,5.3
639,05/24/21 09:00:00 PM,0.20,5.642,96.600,0.00,2.01,5.1
640,05/24/21 09:30:00 PM,0.20,5.565,96.200,0.00,1.51,5.0
641,05/24/21 10:00:00 PM,0.00,5.462,94.600,0.00,3.02,4.7
642,05/24/21 10:30:00 PM,0.00,5.128,96.200,0.00,0.50,4.6
643,05/24/21 11:00:00 PM,0.00,5.024,97.300,0.00,0.00,4.6
644,05/24/21 11:30:00 PM,0.00,4.921,96.900,0.00,1.01,4.5
645,05/25/21 12:00:00 AM,0.00,4.844,97.000,0.00,1.01,4.4
646,05/25/21 12:30:00 AM,0.00,4.869,96.800,0.00,0.50,4.4
647,05/25/21 01:00:00 AM,0.40,4.714,97.200,0.00,1.01,4.3
648,05/25/21 01:30:00 AM,0.00,4.714,97.200,0.00,1.51,4.3
649,05/25/21 02:00:00 AM,0.20,4.610,97.100,0.00,2.01,4.2
650,05/25/21 02:30:00 AM,0.20,4.636,97.200,0.00,2.01,4.2
651,05/25/21 03:00:00 AM,0.00,4.584,96.400,0.50,2.01,4.1
652,05/25/21 03:30:00 AM,0.00,4.428,96.400,0.00,2.01,3.9
653,05/25/21 04:00:00 AM,0.00,4.220,97.500,0.00,0.50,3.9
654,05/25/21 04:30:00 AM,0.00,3.985,97.800,0.00,1.01,3.7
655,05/25/21 05:00:00 AM,0.00,3.854,97.400,0.00,1.01,3.5
656,05/25/21 05:30:00 AM,0.00,3.433,97.600,0.00,0.50,3.1
657,05/25/21 06:00:00 AM,0.00,3.195,98.000,0.00,1.51,2.9
658,05/25/21 06:30:00 AM,0.00,3.301,97.000,0.00,1.01,2.9
659,05/25/21 07:00:00 AM,0.00,3.538,96.700,0.00,1.51,3.1
660,05/25/21 07:30:00 AM,0.00,4.115,96.500,0.00,1.51,3.6
661,05/25/21 08:00:00 AM,0.00,4.947,95.800,0.00,0.50,4.3
662,05/25/21 08:30:00 AM,0.00,5.719,95.500,0.00,0.00,5.1
663,05/25/21 09:00:00 AM,0.00,6.458,93.900,0.00,0.00,5.6
664,05/25/21 09:30:00 AM,0.00,6.864,91.200,0.00,1.01,5.5
665,05/25/21 10:00:00 AM,0.00,6.864,90.200,0.00,0.50,5.4
666,05/25/21 10:30:00 AM,0.00,7.066,88.200,0.00,0.50,5.3
667,05/25/21 11:00:00 AM,0.00,7.318,85.100,0.00,0.50,5.0
668,05/25/21 11:30:00 AM,0.00,7.720,83.400,0.00,0.50,5.1
669,05/25/21 12:00:00 PM,0.20,6.864,84.600,0.50,3.02,4.5
670,05/25/21 12:30:00 PM,0.20,7.920,82.700,0.00,1.51,5.2
671,05/25/21 01:00:00 PM,0.00,7.695,89.800,0.00,2.01,6.1
672,05/25/21 01:30:00 PM,0.00,7.820,89.400,1.01,3.52,6.2
673,05/25/21 02:00:00 PM,0.00,9.015,82.100,0.50,4.03,6.1
674,05/25/21 02:30:00 PM,0.00,9.928,76.400,1.01,3.52,6.0
675,05/25/21 03:00:00 PM,0.00,10.124,74.700,0.50,3.52,5.8
676,05/25/21 03:30:00 PM,0.00,9.064,81.600,0.50,3.02,6.1
677,05/25/21 04:00:00 PM,0.00,10.100,78.800,1.51,4.53,6.6
678,05/25/21 04:30:00 PM,0.00,8.494,77.600,1.01,4.03,4.8
679,05/25/21 05:00:00 PM,0.00,8.319,81.600,0.50,4.03,5.4
680,05/25/21 05:30:00 PM,0.00,7.945,88.000,0.50,2.52,6.1
681,05/25/21 06:00:00 PM,0.20,7.268,89.400,0.00,1.51,5.6
682,05/25/21 06:30:00 PM,0.20,6.839,92.300,0.00,1.51,5.7
683,05/25/21 07:00:00 PM,0.00,6.433,93.300,0.00,1.51,5.4
684,05/25/21 07:30:00 PM,0.20,6.535,93.700,0.00,1.51,5.6
685,05/25/21 08:00:00 PM,0.00,6.408,94.200,0.00,1.01,5.5
686,05/25/21 08:30:00 PM,0.20,6.331,95.100,0.00,1.01,5.6
687,05/25/21 09:00:00 PM,0.00,6.153,95.500,0.00,1.01,5.5
688,05/25/21 09:30:00 PM,0.00,5.975,95.600,0.00,0.50,5.3
689,05/25/21 10:00:00 PM,0.00,5.847,96.200,0.00,0.00,5.3
690,05/25/21 10:30:00 PM,0.00,5.872,96.400,0.00,0.00,5.3
691,05/25/21 11:00:00 PM,0.00,5.719,97.000,0.00,0.00,5.3
692,05/25/21 11:30:00 PM,0.00,5.693,97.200,0.00,0.50,5.3
693,05/26/21 12:00:00 AM,0.00,5.462,97.500,0.00,0.00,5.1
694,05/26/21 12:30:00 AM,0.00,5.360,97.800,0.00,0.00,5.0
695,05/26/21 01:00:00 AM,0.00,5.488,97.200,0.00,0.00,5.1
696,05/26/21 01:30:00 AM,0.00,5.282,97.000,0.00,0.00,4.8
697,05/26/21 02:00:00 AM,0.00,4.766,95.100,0.00,2.01,4.1
698,05/26/21 02:30:00 AM,0.00,4.532,93.800,0.50,3.02,3.6
699,05/26/21 03:00:00 AM,0.00,4.376,94.400,0.00,1.01,3.6
700,05/26/21 03:30:00 AM,0.00,4.220,94.500,0.00,1.01,3.4
701,05/26/21 04:00:00 AM,0.00,3.985,95.500,0.00,1.01,3.3
702,05/26/21 04:30:00 AM,0.00,3.380,96.700,0.00,1.51,2.9
703,05/26/21 05:00:00 AM,0.00,3.036,97.200,0.00,1.51,2.6
704,05/26/21 05:30:00 AM,0.00,2.744,97.200,0.00,1.51,2.3
705,05/26/21 06:00:00 AM,0.00,2.503,97.500,0.00,1.51,2.1
706,05/26/21 06:30:00 AM,0.00,2.209,97.600,0.00,2.01,1.9
707,05/26/21 07:00:00 AM,0.00,2.396,97.500,0.00,3.02,2.0
708,05/26/21 07:30:00 AM,0.00,2.717,96.900,0.00,1.51,2.3
709,05/26/21 08:00:00 AM,0.00,2.850,97.300,0.00,2.01,2.5
710,05/26/21 08:30:00 AM,0.00,3.406,97.500,0.00,2.01,3.0
711,05/26/21 09:00:00 AM,0.00,7.670,83.700,0.00,5.03,5.1
712,05/26/21 09:30:00 AM,0.00,8.792,77.100,0.50,5.03,5.0
713,05/26/21 10:00:00 AM,0.00,9.287,73.000,0.50,4.53,4.7
714,05/26/21 10:30:00 AM,0.00,11.175,65.900,0.50,3.02,5.1
715,05/26/21 11:00:00 AM,0.00,12.243,61.500,0.50,3.52,5.1
716,05/26/21 11:30:00 AM,0.00,12.920,54.200,0.50,4.53,3.9
717,05/26/21 12:00:00 PM,0.00,12.823,52.400,0.00,3.52,3.3
718,05/26/21 12:30:00 PM,0.00,13.209,50.200,0.50,3.52,3.1
719,05/26/21 01:00:00 PM,0.00,14.122,46.900,1.01,5.54,3.0
720,05/26/21 01:30:00 PM,0.00,13.257,45.000,1.01,5.54,1.6
721,05/26/21 02:00:00 PM,0.00,13.786,43.600,0.50,4.53,1.6
