TOA5,CR1000_newrad,63335,CPU:program_2022_newer_sensor.CR1
TIMESTAMP,RECORD,NR_Wm2,NR_Wm2_Avg
TS,RN,W/meter^2,W/meter^2
,,Smp,Avg
2022-04-18 12:00,0,369.4,293.6
2022-04-18 13:00,1,399.1,391
2022-04-18 14:00,2,420.4,425.5
2022-04-18 15:00,3,412.9,405.9
2022-04-18 16:00,4,160.7,216.9
2022-04-18 17:00,5,96.9,124.2
2022-04-18 18:00,6,54.59,67.06
2022-04-18 19:00,7,23.19,31.91
2022-04-18 20:00,8,-11.72,-7.356
2022-04-18 21:00,9,-28.68,-24.94
2022-04-18 22:00,10,-51.64,-45.27
2022-04-18 23:00,11,-35.18,-43.29
2022-04-19 0:00,12,-14.22,-16.22
2022-04-19 1:00,13,-17.22,-18.22
2022-04-19 2:00,14,-20.71,-17.22
2022-04-19 3:00,15,-45.67,-34.44
2022-04-19 4:00,16,-13.73,-32.2
2022-04-19 5:00,17,-15.23,-16.23
2022-04-19 6:00,18,-25.96,-28.58
2022-04-19 7:00,19,-6.74,-10.48
2022-04-19 8:00,20,-10.98,-10.73
2022-04-19 9:00,21,0,0.125
2022-04-19 10:00,22,-7.738,-4.118
2022-04-19 11:00,23,-27.45,-28.45
2022-04-19 12:00,24,0.998,-5.741
2022-04-19 13:00,25,-30.45,-34.44
2022-04-19 14:00,26,-38.43,-61.89
2022-04-19 15:00,27,45.92,10.98
2022-04-19 16:00,28,59.9,54.41
2022-04-19 17:00,29,44.67,49.04
2022-04-19 18:00,30,31.2,37.19
2022-04-19 19:00,31,12.48,21.21
2022-04-19 20:00,32,-11.48,-6.114
2022-04-19 21:00,33,-23.96,-21.21
2022-04-19 22:00,34,-25.71,-24.33
2022-04-19 23:00,35,-19.97,-19.34
2022-04-20 0:00,36,-16.23,-17.35
2022-04-20 1:00,37,-5.991,-6.74
2022-04-20 2:00,38,-3.495,-3.495
2022-04-20 3:00,39,-3.994,-3.744
2022-04-20 4:00,40,-4.244,-4.119
2022-04-20 5:00,41,-3.245,-3.869
2022-04-20 6:00,42,-3.994,-3.869
2022-04-20 7:00,43,-5.742,-4.369
2022-04-20 8:00,44,-20.47,-15.35
2022-04-20 9:00,45,-31.96,-28.71
2022-04-20 10:00,46,-37.2,-33.58
2022-04-20 11:00,47,-417.4,-250.6
2022-04-20 12:00,48,-163.2,-127.3
2022-04-20 13:00,49,141.8,122.7
2022-04-20 14:00,50,142.2,125.1
2022-04-20 15:00,51,92.3,132.2
2022-04-20 16:00,52,136.7,150.4
2022-04-20 17:00,53,87.3,90.3
2022-04-20 18:00,54,46.41,58.63
2022-04-20 19:00,55,9.98,27.94
2022-04-20 20:00,56,-11.23,-10.36
2022-04-20 21:00,57,-15.97,-15.35
2022-04-20 22:00,58,-20.96,-19.34
2022-04-20 23:00,59,-23.47,-23.46
2022-04-21 0:00,60,-27.71,-30.95
2022-04-21 1:00,61,-29.46,-26.96
2022-04-21 2:00,62,-40.94,-34.45
2022-04-21 3:00,63,-42.94,-35.58
2022-04-21 4:00,64,-54.94,-53.06
2022-04-21 5:00,65,-52.94,-53.19
2022-04-21 6:00,66,-49.95,-53.2
2022-04-21 7:00,67,-17.73,-26.48
2022-04-21 8:00,68,16.49,3.497
2022-04-21 9:00,69,67.42,40.95
2022-04-21 10:00,70,-5.492,35.95
2022-04-21 11:00,71,340.9,364.9
2022-04-21 12:00,72,505.2,416.9
2022-04-21 13:00,73,139.1,144.4
2022-04-21 14:00,74,115.7,159.5
2022-04-21 15:00,75,273.7,184.2
2022-04-21 16:00,76,365,289.7
2022-04-21 17:00,77,157.1,153.6
2022-04-21 18:00,78,60.83,75.53
2022-04-21 19:00,79,-18.95,2.244
2022-04-21 20:00,80,-6.984,-0.749
2022-04-21 21:00,81,-39.91,-37.66
2022-04-21 22:00,82,-49.65,-45.03
2022-04-21 23:00,83,-53.89,-54.64
2022-04-22 0:00,84,-45.67,-51.53
2022-04-22 1:00,85,-48.67,-48.54
2022-04-22 2:00,86,-17.97,-32.69
2022-04-22 3:00,87,-40.94,-44.31
2022-04-22 4:00,88,-20.47,-21.22
2022-04-22 5:00,89,-33.45,-26.71
2022-04-22 6:00,90,-25.46,-26.46
2022-04-22 7:00,91,-14.48,-16.23
2022-04-22 8:00,92,-3.994,-5.992
2022-04-22 9:00,93,-6.99,-1.872
2022-04-22 10:00,94,-51.42,-34.7
2022-04-22 11:00,95,-51.91,-72.25
2022-04-22 12:00,96,-58.4,-54.41
2022-04-22 13:00,97,-95.3,-84
2022-04-22 14:00,98,248,246.4
2022-04-22 15:00,99,55.88,162.4
2022-04-22 16:00,100,95.3,106.3
2022-04-22 17:00,101,-2.744,8.61
2022-04-22 18:00,102,-8.73,-8.11
2022-04-22 19:00,103,-18.97,-15.72
2022-04-22 20:00,104,-12.48,-15.85
2022-04-22 21:00,105,-8.98,-8.74
2022-04-22 22:00,106,-5.74,-6.115
2022-04-22 23:00,107,-1.248,-1.248
2022-04-23 0:00,108,-0.25,0
2022-04-23 1:00,109,19.97,10.86
2022-04-23 2:00,110,-26.96,24.21
2022-04-23 3:00,111,-26.96,-26.46
2022-04-23 4:00,112,-30.95,-33.7
2022-04-23 5:00,113,-27.71,-28.33
2022-04-23 6:00,114,-20.97,-16.72
2022-04-23 7:00,115,-12.48,-14.48
2022-04-23 8:00,116,-23.46,-24.71
2022-04-23 9:00,117,-22.97,-21.34
2022-04-23 10:00,118,-32.2,-32.33
2022-04-23 11:00,119,-127.1,-72.76
2022-04-23 12:00,120,541.7,484.2
2022-04-23 13:00,121,617.6,617.2
2022-04-23 14:00,122,714.6,639.1
2022-04-23 15:00,123,527.5,565.1
2022-04-23 16:00,124,486.1,521
2022-04-23 17:00,125,162.9,324.7
2022-04-23 18:00,126,262.8,298.4
2022-04-23 19:00,127,-35.37,25.15
2022-04-23 20:00,128,-8.97,-15.95
2022-04-23 21:00,129,-50.36,-44.87
2022-04-23 22:00,130,-63.83,-60.84
2022-04-23 23:00,131,-67.34,-67.34
2022-04-24 0:00,132,-63.37,-63.37
2022-04-24 1:00,133,-62.88,-63.5
2022-04-24 2:00,134,-62.89,-61.14
2022-04-24 3:00,135,-61.15,-61.64
2022-04-24 4:00,136,-60.91,-61.53
2022-04-24 5:00,137,-60.41,-60.79
2022-04-24 6:00,138,-60.41,-60.66
2022-04-24 7:00,139,-51.42,-54.92
2022-04-24 8:00,140,-36.44,-39.94
2022-04-24 9:00,141,-18.47,-22.22
2022-04-24 10:00,142,-15.48,-14.48
2022-04-24 11:00,143,413.2,404.5
2022-04-24 12:00,144,506,475.7
2022-04-24 13:00,145,533.7,527.6
2022-04-24 14:00,146,548.9,545.5
2022-04-24 15:00,147,514,528
2022-04-24 16:00,148,376.5,434.8
2022-04-24 17:00,149,313.2,344.2
2022-04-24 18:00,150,173.3,189.2
2022-04-24 19:00,151,85.2,96.9
2022-04-24 20:00,152,-63.78,-26.16
2022-04-24 21:00,153,-74.03,-73.64
2022-04-24 22:00,154,-72.56,-73.05
2022-04-24 23:00,155,-68.59,-69.95
2022-04-25 0:00,156,-69.59,-68.09
2022-04-25 1:00,157,-63.62,-64.36
2022-04-25 2:00,158,-62.62,-62.12
2022-04-25 3:00,159,-110.3,-86.6
2022-04-25 4:00,160,-59.64,-60.01
2022-04-25 5:00,161,-52.91,-54.65
2022-04-25 6:00,162,-48.92,-51.16
2022-04-25 7:00,163,-30.2,-33.82
2022-04-25 8:00,164,0.25,-6.489
2022-04-25 9:00,165,37.43,28.2
2022-04-25 10:00,166,85.3,66.61
2022-04-25 11:00,167,113.7,104.5
2022-04-25 12:00,168,143.1,132.9
2022-04-25 13:00,169,296.7,212.7
2022-04-25 14:00,170,539,522.9
2022-04-25 15:00,171,543.7,529.2
2022-04-25 16:00,172,484.1,488.4
2022-04-25 17:00,173,253.5,217.5
2022-04-25 18:00,174,77.7,181.4
2022-04-25 19:00,175,-3.238,8.09
2022-04-25 20:00,176,-39.11,-35.63
2022-04-25 21:00,177,-33.15,-37.38
2022-04-25 22:00,178,-49.86,-50.85
2022-04-25 23:00,179,-47.13,-46.38
2022-04-26 0:00,180,-38.15,-46.75
2022-04-26 1:00,181,-41.39,-40.65
2022-04-26 2:00,182,-41.9,-43.65
2022-04-26 3:00,183,-47.64,-46.52
2022-04-26 4:00,184,-40.41,-41.66
2022-04-26 5:00,185,-54.38,-54.13
2022-04-26 6:00,186,-57.64,-57.76
2022-04-26 7:00,187,-19.46,-22.95
2022-04-26 8:00,188,4.99,-2.744
2022-04-26 9:00,189,53.64,39.67
2022-04-26 10:00,190,96.8,85.6
2022-04-26 11:00,191,181.1,161.4
2022-04-26 12:00,192,170.1,167.3
2022-04-26 13:00,193,96.2,136.6
2022-04-26 14:00,194,196.4,199.4
2022-04-26 15:00,195,238.3,198.7
2022-04-26 16:00,196,66.29,116.6
2022-04-26 17:00,197,67.8,43.12
2022-04-26 18:00,198,92.7,96.5
2022-04-26 19:00,199,3.739,78.28
2022-04-26 20:00,200,-23.69,-8.6
2022-04-26 21:00,201,-28.68,-31.17
2022-04-26 22:00,202,-33.67,-32.05
2022-04-26 23:00,203,-23.94,-28.43
2022-04-27 0:00,204,-53.38,-38.04
2022-04-27 1:00,205,-56.13,-52.14
2022-04-27 2:00,206,-38.67,-45.41
2022-04-27 3:00,207,-40.92,-50.77
2022-04-27 4:00,208,-163.2,-138.1
2022-04-27 5:00,209,-129,-120.7
2022-04-27 6:00,210,-66.63,-74.49
2022-04-27 7:00,211,-39.93,-48.17
2022-04-27 8:00,212,-8.73,-19.34
2022-04-27 9:00,213,-27.2,-30.32
2022-04-27 10:00,214,-32.44,-19.46
2022-04-27 11:00,215,482.5,453.6
2022-04-27 12:00,216,552.2,536.7
2022-04-27 13:00,217,509.4,585.9
2022-04-27 14:00,218,420.1,281.6
2022-04-27 15:00,219,223.2,427.3
2022-04-27 16:00,220,594.5,406.9
2022-04-27 17:00,221,420.7,466.7
2022-04-27 18:00,222,289.4,201.3
2022-04-27 19:00,223,4.485,1.744
2022-04-27 20:00,224,-62.8,-20.19
2022-04-27 21:00,225,-72.3,-65.94
2022-04-27 22:00,226,-72.06,-72.31
2022-04-27 23:00,227,-68.59,-70.96
2022-04-28 0:00,228,-61.61,-65.35
2022-04-28 1:00,229,-64.11,-65.86
2022-04-28 2:00,230,-74.1,-76.1
2022-04-28 3:00,231,-78.35,-74.98
2022-04-28 4:00,232,-83.6,-80.4
2022-04-28 5:00,233,-77.12,-77.74
2022-04-28 6:00,234,-73.62,-73.87
2022-04-28 7:00,235,-61.66,-65.15
2022-04-28 8:00,236,-9.74,-28.46
2022-04-28 9:00,237,-45.42,-41.81
2022-04-28 10:00,238,-42.68,-41.93
2022-04-28 11:00,239,447.6,408.2
2022-04-28 12:00,240,498.1,466.2
2022-04-28 13:00,241,533,539
2022-04-28 14:00,242,623.9,570.1
2022-04-28 15:00,243,522.6,532.1
2022-04-28 16:00,244,3.238,185.9
2022-04-28 17:00,245,280.5,355
2022-04-28 18:00,246,212.7,240.3
2022-04-28 19:00,247,103.1,31.27
2022-04-28 20:00,248,-67.53,-18.44
2022-04-28 21:00,249,-84.5,-81.5
2022-04-28 22:00,250,-84,-84.2
2022-04-28 23:00,251,-79.07,-79.19
2022-04-29 0:00,252,-75.6,-75.22
2022-04-29 1:00,253,-73.86,-73.48
2022-04-29 2:00,254,-72.13,-71.25
2022-04-29 3:00,255,-71.88,-71.5
2022-04-29 4:00,256,-69.39,-70.76
2022-04-29 5:00,257,-70.9,-71.02
2022-04-29 6:00,258,-69.9,-71.65
2022-04-29 7:00,259,-58.91,-62.53
2022-04-29 8:00,260,-47.93,-50.8
2022-04-29 9:00,261,-38.19,-40.44
2022-04-29 10:00,262,-31.21,-28.83
2022-04-29 11:00,263,457.1,434.6
2022-04-29 12:00,264,133.3,359.5
2022-04-29 13:00,265,593,288.4
2022-04-29 14:00,266,604.3,503.2
2022-04-29 15:00,267,456.8,530.3
2022-04-29 16:00,268,440.3,441.8
2022-04-29 17:00,269,395.5,355.2
2022-04-29 18:00,270,181.8,271.7
2022-04-29 19:00,271,91.4,91.9
2022-04-29 20:00,272,-61.04,6.846
2022-04-29 21:00,273,-81.7,-76.63
2022-04-29 22:00,274,-79.29,-81.2
2022-04-29 23:00,275,-75.32,-76.56
2022-04-30 0:00,276,-73.84,-74.33
2022-04-30 1:00,277,-68.36,-62.12
2022-04-30 2:00,278,-69.86,-69.61
2022-04-30 3:00,279,-69.38,-69.13
2022-04-30 4:00,280,-68.88,-68.63
2022-04-30 5:00,281,-67.89,-69.13
2022-04-30 6:00,282,-67.4,-66.15
2022-04-30 7:00,283,-55.42,-57.79
2022-04-30 8:00,284,-25.46,-35.07
2022-04-30 9:00,285,-31.95,-35.33
2022-04-30 10:00,286,-25.21,-26.96
2022-04-30 11:00,287,420.1,416.6
2022-04-30 12:00,288,465.2,465.8
2022-04-30 13:00,289,261.2,295.8
2022-04-30 14:00,290,228.8,180.5
2022-04-30 15:00,291,170.5,257.3
2022-04-30 16:00,292,191.9,171.9
2022-04-30 17:00,293,48.84,71.02
2022-04-30 18:00,294,49.1,90.8
2022-04-30 19:00,295,25.18,34.65
2022-04-30 20:00,296,-11.22,-4.863
2022-04-30 21:00,297,-26.18,-24.69
2022-04-30 22:00,298,-36.91,-34.29
2022-04-30 23:00,299,-29.93,-34.54
2022-05-01 0:00,300,-26.69,-29.43
2022-05-01 1:00,301,-22.2,-23.2
2022-05-01 2:00,302,-33.68,-35.42
2022-05-01 3:00,303,-41.67,-39.17
2022-05-01 4:00,304,-38.17,-36.68
2022-05-01 5:00,305,-29.69,-33.19
2022-05-01 6:00,306,-39.18,-36.93
2022-05-01 7:00,307,-7.986,-21.34
2022-05-01 8:00,308,7.486,7.112
2022-05-01 9:00,309,6.986,7.485
2022-05-01 10:00,310,20.46,9.36
2022-05-01 11:00,311,168.6,137.7
2022-05-01 12:00,312,193.2,169.7
2022-05-01 13:00,313,189,182.9
2022-05-01 14:00,314,149.5,156.3
2022-05-01 15:00,315,203.4,295.2
2022-05-01 16:00,316,276.1,259.2
2022-05-01 17:00,317,242.7,187.9
2022-05-01 18:00,318,64.28,75
2022-05-01 19:00,319,150.8,129.7
2022-05-01 20:00,320,-9.22,33.51
2022-05-01 21:00,321,-56.83,-45.24
2022-05-01 22:00,322,-36.65,-43.51
2022-05-01 23:00,323,-64.33,-64.58
2022-05-02 0:00,324,-63.6,-63.1
2022-05-02 1:00,325,-64.61,-63.11
2022-05-02 2:00,326,-63.62,-61.87
2022-05-02 3:00,327,-52.14,-54.27
2022-05-02 4:00,328,-34.19,-41.67
2022-05-02 5:00,329,-19.71,-19.71
2022-05-02 6:00,330,-59.64,-59.39
2022-05-02 7:00,331,-48.42,-51.79
2022-05-02 8:00,332,-27.2,-31.45
2022-05-02 9:00,333,19.97,6.863
2022-05-02 10:00,334,98.8,71.61
2022-05-02 11:00,335,359.1,295.6
2022-05-02 12:00,336,351.9,335.4
2022-05-02 13:00,337,534.7,429.8
2022-05-02 14:00,338,575.3,547.7
2022-05-02 15:00,339,219.1,393.3
2022-05-02 16:00,340,220.4,199.3
2022-05-02 17:00,341,62.76,114.7
2022-05-02 18:00,342,66.52,75.11
2022-05-02 19:00,343,141,103
2022-05-02 20:00,344,-3.737,35.75
2022-05-02 21:00,345,-26.66,-26.04
2022-05-02 22:00,346,-55.59,-49.85
2022-05-02 23:00,347,-38.15,-45.88
2022-05-03 0:00,348,-35.16,-35.03
2022-05-03 1:00,349,-23.69,-22.94
2022-05-03 2:00,350,-37.16,-34.17
2022-05-03 3:00,351,-44.65,-37.16
2022-05-03 4:00,352,-59.61,-54.87
2022-05-03 5:00,353,-61.62,-60.74
2022-05-03 6:00,354,-58.88,-59.75
2022-05-03 7:00,355,-44.66,-49.65
2022-05-03 8:00,356,1.497,0.998
2022-05-03 9:00,357,46.16,34.31
2022-05-03 10:00,358,-2.993,3.493
2022-05-03 11:00,359,438.4,325.2
2022-05-03 12:00,360,124.1,102.5
2022-05-03 13:00,361,369.8,277.6
2022-05-03 14:00,362,612.1,663
2022-05-03 15:00,363,596.1,629.5
2022-05-03 16:00,364,469.5,526.8
2022-05-03 17:00,365,364.7,367.5
2022-05-03 18:00,366,197.4,238.7
2022-05-03 19:00,367,89.1,141
2022-05-03 20:00,368,-43.58,-32.37
2022-05-03 21:00,369,-68.51,-61.28
2022-05-03 22:00,370,-61.55,-65.65
2022-05-03 23:00,371,-92.5,-76.38
2022-05-04 0:00,372,-49.6,-54.08
2022-05-04 1:00,373,-43.13,-45.12
2022-05-04 2:00,374,-47.62,-42.63
2022-05-04 3:00,375,-47.62,-41.63
2022-05-04 4:00,376,-30.66,-33.66
2022-05-04 5:00,377,-42.13,-38.14
2022-05-04 6:00,378,-31.16,-30.17
2022-05-04 7:00,379,-21.69,-26.18
2022-05-04 8:00,380,-3.74,-3.99
2022-05-04 9:00,381,22.94,11.72
2022-05-04 10:00,382,28.67,23.44
2022-05-04 11:00,383,49.36,51.23
2022-05-04 12:00,384,19.2,30.16
2022-05-04 13:00,385,39.14,43.38
2022-05-04 14:00,386,66.06,56.46
2022-05-04 15:00,387,60.33,65.56
2022-05-04 16:00,388,39.63,44.24
2022-05-04 17:00,389,45.36,45.24
2022-05-04 18:00,390,41.87,37.76
2022-05-04 19:00,391,5.732,15.08
2022-05-04 20:00,392,-5.733,0.498
2022-05-04 21:00,393,-19.69,-18.45
2022-05-04 22:00,394,-22.44,-21.81
2022-05-04 23:00,395,-19.2,-19.45
2022-05-05 0:00,396,-35.16,-27.93
2022-05-05 1:00,397,-32.17,-35.91
2022-05-05 2:00,398,-28.68,-32.42
2022-05-05 3:00,399,-29.18,-32.67
2022-05-05 4:00,400,-38.16,-36.67
2022-05-05 5:00,401,-43.65,-40.16
2022-05-05 6:00,402,-44.9,-38.29
2022-05-05 7:00,403,-33.67,-30.93
2022-05-05 8:00,404,-2.494,-12.85
2022-05-05 9:00,405,-22.95,-18.83
2022-05-05 10:00,406,8.23,14.47
2022-05-05 11:00,407,482.6,454.3
2022-05-05 12:00,408,288.6,203.1
2022-05-05 13:00,409,84.2,101.8
2022-05-05 14:00,410,107.7,177.2
2022-05-05 15:00,411,101.7,125.3
2022-05-05 16:00,412,200.3,167.7
2022-05-05 17:00,413,110.6,134.8
2022-05-05 18:00,414,88,67.9
2022-05-05 19:00,415,-55.32,-42.36
2022-05-05 20:00,416,-18.44,-1.123
2022-05-05 21:00,417,-45.62,-37.14
2022-05-05 22:00,418,-81,-73.05
2022-05-05 23:00,419,-39.15,-39.65
2022-05-06 0:00,420,-33.66,-56.48
2022-05-06 1:00,421,-59.85,-65.08
2022-05-06 2:00,422,-106,-98.5
2022-05-06 3:00,423,-99.3,-102.1
2022-05-06 4:00,424,-33.42,-45.77
2022-05-06 5:00,425,-26.44,-30.18
2022-05-06 6:00,426,-39.66,-38.54
2022-05-06 7:00,427,-11.97,-18.71
2022-05-06 8:00,428,12.22,3.741
2022-05-06 9:00,429,27.44,31.93
2022-05-06 10:00,430,-40.91,-12.97
2022-05-06 11:00,431,539.6,510.6
2022-05-06 12:00,432,668.4,610.6
2022-05-06 13:00,433,502.5,429
2022-05-06 14:00,434,536.5,321.3
2022-05-06 15:00,435,644.3,376.7
2022-05-06 16:00,436,496.8,477.8
2022-05-06 17:00,437,406,347.6
2022-05-06 18:00,438,253.1,317.9
2022-05-06 19:00,439,106.6,154.9
2022-05-06 20:00,440,11.96,36.87
2022-05-06 21:00,441,-60.06,-47.22
2022-05-06 22:00,442,-80,-82.1
2022-05-06 23:00,443,-68.82,-72.18
2022-05-07 0:00,444,-60.09,-65.83
2022-05-07 1:00,445,-60.1,-61.84
2022-05-07 2:00,446,-68.09,-67.59
2022-05-07 3:00,447,-61.61,-57.62
2022-05-07 4:00,448,-55.63,-61.61
2022-05-07 5:00,449,-41.66,-39.17
2022-05-07 6:00,450,-24.7,-31.68
2022-05-07 7:00,451,-26.19,-24.82
2022-05-07 8:00,452,-31.69,-25.95
2022-05-07 9:00,453,42.17,-0.249
2022-05-07 10:00,454,17.46,30.56
2022-05-07 11:00,455,447.9,388.7
2022-05-07 12:00,456,550.2,526.2
2022-05-07 13:00,457,441.5,541.8
2022-05-07 14:00,458,442.5,289
2022-05-07 15:00,459,71.23,161.1
2022-05-07 16:00,460,266.1,404.9
2022-05-07 17:00,461,469.8,380.7
2022-05-07 18:00,462,200.8,184.3
2022-05-07 19:00,463,139.3,172.3
2022-05-07 20:00,464,42.11,57.93
2022-05-07 21:00,465,-64.54,-50.34
2022-05-07 22:00,466,-89,-81.5
2022-05-07 23:00,467,-81.5,-82.7
2022-05-08 0:00,468,-79.07,-80.1
2022-05-08 1:00,469,-75.34,-78.45
2022-05-08 2:00,470,-68.61,-70.86
2022-05-08 3:00,471,-70.12,-69.62
2022-05-08 4:00,472,-77.62,-76.12
2022-05-08 5:00,473,-72.13,-71.5
2022-05-08 6:00,474,-69.64,-69.89
2022-05-08 7:00,475,-51.42,-57.42
2022-05-08 8:00,476,-41.19,-38.07
2022-05-08 9:00,477,41.18,9.48
2022-05-08 10:00,478,96.3,83.7
2022-05-08 11:00,479,168.9,157.3
2022-05-08 12:00,480,161.1,211.5
2022-05-08 13:00,481,711.3,649.6
2022-05-08 14:00,482,159,197
2022-05-08 15:00,483,101.7,100.9
2022-05-08 16:00,484,100.4,80.7
2022-05-08 17:00,485,51.58,305
2022-05-08 18:00,486,-6.232,-9.6
2022-05-08 19:00,487,-28.68,-34.65
2022-05-08 20:00,488,-32.67,-37.16
2022-05-08 21:00,489,-5.986,-32.05
2022-05-08 22:00,490,-26.44,-24.57
2022-05-08 23:00,491,-15.22,-15.72
2022-05-09 0:00,492,3.743,0.749
2022-05-09 1:00,493,30.19,20.96
2022-05-09 2:00,494,-2.496,12.98
2022-05-09 3:00,495,-2.995,-2.246
2022-05-09 4:00,496,-5.74,-3.868
2022-05-09 5:00,497,-3.244,-3.244
2022-05-09 6:00,498,-3.993,-3.494
2022-05-09 7:00,499,-8.49,-6.489
2022-05-09 8:00,500,-20.46,-15.97
2022-05-09 9:00,501,-37.44,-33.19
2022-05-09 10:00,502,50.91,61.64
2022-05-09 11:00,503,528.5,376.3
2022-05-09 12:00,504,670.1,443.1
2022-05-09 13:00,505,906,506.1
2022-05-09 14:00,506,691.3,771.8
2022-05-09 15:00,507,397.6,530.2
2022-05-09 16:00,508,19.43,22.17
2022-05-09 17:00,509,128.1,131.3
2022-05-09 18:00,510,150.5,161.5
2022-05-09 19:00,511,22.94,120.5
2022-05-09 20:00,512,-17.46,-8.35
2022-05-09 21:00,513,-50.87,-41.27
2022-05-09 22:00,514,-50.88,-53.63
2022-05-09 23:00,515,-51.14,-51.76
2022-05-10 0:00,516,-46.9,-49.15
2022-05-10 1:00,517,-46.16,-45.66
2022-05-10 2:00,518,-46.41,-50.4
2022-05-10 3:00,519,-42.91,-41.67
2022-05-10 4:00,520,-29.94,-29.44
2022-05-10 5:00,521,-41.42,-40.04
2022-05-10 6:00,522,-28.95,-32.07
2022-05-10 7:00,523,-7.486,-14.22
2022-05-10 8:00,524,33.93,19.71
2022-05-10 9:00,525,90.3,76.35
2022-05-10 10:00,526,112.8,107.3
2022-05-10 11:00,527,299.1,312.9
2022-05-10 12:00,528,395.5,339.3
2022-05-10 13:00,529,330.1,422.9
2022-05-10 14:00,530,202.9,197.3
2022-05-10 15:00,531,210.4,223.4
2022-05-10 16:00,532,140.1,157.3
2022-05-10 17:00,533,126.6,159
2022-05-10 18:00,534,77.78,108.4
2022-05-10 19:00,535,71.31,77.91
2022-05-10 20:00,536,-1.247,0.997
2022-05-10 21:00,537,-47.38,-36.65
2022-05-10 22:00,538,-62.61,-61.86
2022-05-10 23:00,539,-67.09,-66.22
2022-05-11 0:00,540,-65.36,-67.6
2022-05-11 1:00,541,-66.61,-67.36
2022-05-11 2:00,542,-67.12,-66.74
2022-05-11 3:00,543,-61.89,-63
2022-05-11 4:00,544,-62.89,-63.51
2022-05-11 5:00,545,-62.89,-62.27
2022-05-11 6:00,546,-67.13,-64.64
2022-05-11 7:00,547,-48.92,-54.78
2022-05-11 8:00,548,-41.43,-44.18
2022-05-11 9:00,549,-28.45,-30.7
2022-05-11 10:00,550,-24.96,-26.45
2022-05-11 11:00,551,234.7,363.1
2022-05-11 12:00,552,695,642.5
2022-05-11 13:00,553,574.7,485.9
2022-05-11 14:00,554,113.6,156
2022-05-11 15:00,555,161.5,420.4
2022-05-11 16:00,556,30.65,94.9
2022-05-11 17:00,557,340.7,285.5
2022-05-11 18:00,558,41.6,61.65
2022-05-11 19:00,559,138,186
2022-05-11 20:00,560,44.36,0.998
2022-05-11 21:00,561,-74.53,-65.3
2022-05-11 22:00,562,-76.3,-77.79
2022-05-11 23:00,563,-74.58,-74.32
2022-05-12 0:00,564,-72.08,-72.58
2022-05-12 1:00,565,-70.11,-70.6
2022-05-12 2:00,566,-63.62,-66.87
2022-05-12 3:00,567,-68.63,-68.13
2022-05-12 4:00,568,-68.63,-67.76
2022-05-12 5:00,569,-66.14,-65.64
2022-05-12 6:00,570,-61.15,-62.65
2022-05-12 7:00,571,-55.17,-57.16
2022-05-12 8:00,572,-47.68,-49.18
2022-05-12 9:00,573,-43.68,-44.18
2022-05-12 10:00,574,-50.41,-41.8
2022-05-12 11:00,575,523.4,494.2
2022-05-12 12:00,576,574.2,562.6
2022-05-12 13:00,577,563.4,578.3
2022-05-12 14:00,578,656.2,600.2
2022-05-12 15:00,579,330.1,218.5
2022-05-12 16:00,580,76.19,91.1
2022-05-12 17:00,581,472.4,534.6
2022-05-12 18:00,582,345.9,312
2022-05-12 19:00,583,162.6,169.3
2022-05-12 20:00,584,34.12,53.54
2022-05-12 21:00,585,-81,-65.4
2022-05-12 22:00,586,-80.5,-83.2
2022-05-12 23:00,587,-76.8,-77.42
2022-05-13 0:00,588,-69.09,-70.33
2022-05-13 1:00,589,-56.37,-62.23
2022-05-13 2:00,590,-36.67,-36.8
2022-05-13 3:00,591,-46.15,-47.02
2022-05-13 4:00,592,-42.91,-48.4
2022-05-13 5:00,593,-58.12,-49.89
2022-05-13 6:00,594,-30.44,-39.55
2022-05-13 7:00,595,-9.23,-12.72
2022-05-13 8:00,596,12.72,9.85
2022-05-13 9:00,597,61.62,53.64
2022-05-13 10:00,598,57.12,48.51
2022-05-13 11:00,599,350.2,285.4
2022-05-13 12:00,600,476.9,382.7
2022-05-13 13:00,601,59.06,85.9
2022-05-13 14:00,602,85,102.9
2022-05-13 15:00,603,171,140.5
2022-05-13 16:00,604,756.5,430.9
2022-05-13 17:00,605,450.4,486.8
2022-05-13 18:00,606,296.4,246.1
2022-05-13 19:00,607,186.1,196.9
2022-05-13 20:00,608,27.66,62.04
2022-05-13 21:00,609,-75.03,-54.59
2022-05-13 22:00,610,-80.5,-78.29
2022-05-13 23:00,611,-76.05,-77.42
2022-05-14 0:00,612,-73.33,-74.58
2022-05-14 1:00,613,-86.5,-79.31
2022-05-14 2:00,614,-72.6,-71.84
2022-05-14 3:00,615,-75.35,-73.22
2022-05-14 4:00,616,-63.62,-67.24
2022-05-14 5:00,617,-70.12,-69.61
2022-05-14 6:00,618,-68.63,-68.13
2022-05-14 7:00,619,-50.66,-55.9
2022-05-14 8:00,620,-35.19,-39.93
2022-05-14 9:00,621,-55.65,-18.72
2022-05-14 10:00,622,-39.67,-39.17
2022-05-14 11:00,623,521.8,498.1
2022-05-14 12:00,624,549.4,510.1
2022-05-14 13:00,625,604.1,550
2022-05-14 14:00,626,569.4,584.2
2022-05-14 15:00,627,581.2,586
2022-05-14 16:00,628,579.1,561
2022-05-14 17:00,629,332.2,143.8
2022-05-14 18:00,630,32.13,34.87
