TOA5,CR1000_newrad,63335,CPU:program_2022_newer_sensor.CR1,Table1,,,,,,
TIMESTAMP,RECORD,NR_Wm2,NR_Wm2_Avg,,,,,,,
TS,RN,W/meter^2,W/meter^2,,,,,,,
,,Smp,Avg,,,,,,,
2022-09-08 16:00,3436,267.9,140.5,,2022-09-08 16:00,750,277.9,143.5,,10
2022-09-08 17:00,3437,-45.05,-12.69,,2022-09-08 17:00,751,-37.47,-19.21,,7.58
2022-09-08 18:00,3438,159.6,84.2,,2022-09-08 18:00,752,143.9,79.75,,15.7
2022-09-08 19:00,3439,-51.05,-41.34,,2022-09-08 19:00,753,-46.84,-36.99,,4.21
2022-09-08 20:00,3440,-69.74,-57.66,,2022-09-08 20:00,754,-66.55,-54.06,,3.19
2022-09-08 21:00,3441,-70.75,-66.77,,2022-09-08 21:00,755,-67.03,-63.07,,3.72
2022-09-08 22:00,3442,-75.26,-75.5,,2022-09-08 22:00,756,-71.6,-72.2,,3.66
2022-09-08 23:00,3443,-60.82,-67.05,,2022-09-08 23:00,757,-57.68,-64.16,,3.14
2022-09-09 0:00,3444,-34.9,-30.66,,2022-09-09 0:00,758,-23.55,-23.79,,11.35
2022-09-09 1:00,3445,-38.9,-31.17,,2022-09-09 1:00,759,-32.2,-25.84,,6.7
2022-09-09 2:00,3446,-24.44,-45.88,,2022-09-09 2:00,760,-22.59,-29.32,,1.85
2022-09-09 3:00,3447,-26.19,-29.81,,2022-09-09 3:00,761,-24.04,-26.44,,2.15
2022-09-09 4:00,3448,-28.93,-30.3,,2022-09-09 4:00,762,-25.47,-27.52,,3.46
2022-09-09 5:00,3449,-28.68,-29.43,,2022-09-09 5:00,763,-26.44,-27.16,,2.24
2022-09-09 6:00,3450,-30.68,-34.42,,2022-09-09 6:00,764,-30.04,-32.92,,0.64
2022-09-09 7:00,3451,-48.64,-46.39,,2022-09-09 7:00,765,-45.9,-43.5,,2.74
2022-09-09 8:00,3452,-44.65,-53.75,,2022-09-09 8:00,766,-46.86,-53.35,,2.21
2022-09-09 9:00,3453,-48.14,-49.26,,2022-09-09 9:00,767,-45.19,-45.91,,2.95
2022-09-09 10:00,3454,-39.91,-41.03,,2022-09-09 10:00,768,-36.77,-37.97,,3.14
2022-09-09 11:00,3455,-77.82,-62.48,,2022-09-09 11:00,769,304.2,135.5,,382.02
2022-09-09 12:00,3456,220.9,43.1,,2022-09-09 12:00,770,348,352.9,,127.1
2022-09-09 13:00,3457,219.8,353.8,,2022-09-09 13:00,771,281.5,419.4,,61.7
2022-09-09 14:00,3458,361.2,201.8,,2022-09-09 14:00,772,343,210.8,,18.2
2022-09-09 15:00,3459,386,427.7,,2022-09-09 15:00,773,400.6,455,,14.6
2022-09-09 16:00,3460,393.3,408,,2022-09-09 16:00,774,377.3,409.1,,16
2022-09-09 17:00,3461,253.3,270.7,,2022-09-09 17:00,775,237.7,253.9,,15.6
2022-09-09 18:00,3462,107.5,130.9,,2022-09-09 18:00,776,83.8,109.2,,23.7
2022-09-09 19:00,3463,-69.97,-66.97,,2022-09-09 19:00,777,-66.07,-63.3,,3.9
2022-09-09 20:00,3464,-76.48,-74.23,,2022-09-09 20:00,778,-72.8,-70.63,,3.68
2022-09-09 21:00,3465,-76.26,-78.37,,2022-09-09 21:00,779,-73.77,-74.96,,2.49
2022-09-09 22:00,3466,-74.54,-75.28,,2022-09-09 22:00,780,-71.62,-72.22,,2.92
2022-09-09 23:00,3467,-75.04,-74.29,,2022-09-09 23:00,781,-71.85,-71.49,,3.19
2022-09-10 0:00,3468,-71.07,-71.57,,2022-09-10 0:00,782,-68.01,-68.85,,3.06
2022-09-10 1:00,3469,-66.08,-68.57,,2022-09-10 1:00,783,-63.21,-66.33,,2.87
2022-09-10 2:00,3470,-65.59,-66.46,,2022-09-10 2:00,784,-63.21,-63.93,,2.38
2022-09-10 3:00,3471,-66.59,-66.34,,2022-09-10 3:00,785,-63.21,-62.97,,3.38
2022-09-10 4:00,3472,-63.35,-63.23,,2022-09-10 4:00,786,-60.8,-61.16,,2.55
2022-09-10 5:00,3473,-63.6,-63.35,,2022-09-10 5:00,787,-60.32,-60.56,,3.28
2022-09-10 6:00,3474,-58.36,-58.49,,2022-09-10 6:00,788,-56.72,-57.56,,1.64
2022-09-10 7:00,3475,-63.35,-62.85,,2022-09-10 7:00,789,-62.24,-61.28,,1.11
2022-09-10 8:00,3476,-49.38,-52,,2022-09-10 8:00,790,-47.59,-52.75,,1.79
2022-09-10 9:00,3477,-37.41,-40.65,,2022-09-10 9:00,791,-33.89,-37.61,,3.52
2022-09-10 10:00,3478,-32.92,-35.67,,2022-09-10 10:00,792,-31.24,-32.44,,1.68
2022-09-10 11:00,3479,-55.36,-43.76,,2022-09-10 11:00,793,365.7,167.3,,421.06
2022-09-10 12:00,3480,173,34,,2022-09-10 12:00,794,438.6,426.2,,265.6
2022-09-10 13:00,3481,456.2,441.9,,2022-09-10 13:00,795,476,474.7,,19.8
2022-09-10 14:00,3482,478.8,450.6,,2022-09-10 14:00,796,490.8,478.3,,12
2022-09-10 15:00,3483,358.1,398.4,,2022-09-10 15:00,797,372.2,411.1,,14.1
2022-09-10 16:00,3484,336.8,328.2,,2022-09-10 16:00,798,335.7,341.5,,1.1
2022-09-10 17:00,3485,201.9,232.9,,2022-09-10 17:00,799,194.5,231.5,,7.4
2022-09-10 18:00,3486,96.8,117,,2022-09-10 18:00,800,79.01,102.4,,17.79
2022-09-10 19:00,3487,-68.43,-64.94,,2022-09-10 19:00,801,-66.29,-62.44,,2.14
2022-09-10 20:00,3488,-75.43,-74.18,,2022-09-10 20:00,802,-73.74,-72.42,,1.69
2022-09-10 21:00,3489,-77.94,-78.44,,2022-09-10 21:00,803,-76.64,-76.39,,1.3
2022-09-10 22:00,3490,-80.5,-78.46,,2022-09-10 22:00,804,-76.65,-75.93,,3.85
2022-09-10 23:00,3491,-73,-74.24,,2022-09-10 23:00,805,-70.64,-71.96,,2.36
2022-09-11 0:00,3492,-73.5,-73.25,,2022-09-11 0:00,806,-71.84,-70.28,,1.66
2022-09-11 1:00,3493,-71.52,-70.9,,2022-09-11 1:00,807,-69.68,-69.32,,1.84
2022-09-11 2:00,3494,-69.53,-69.78,,2022-09-11 2:00,808,-67.51,-67.51,,2.02
2022-09-11 3:00,3495,-70.05,-70.29,,2022-09-11 3:00,809,-67.99,-68.11,,2.06
2022-09-11 4:00,3496,-69.55,-69.55,,2022-09-11 4:00,810,-67.04,-66.8,,2.51
2022-09-11 5:00,3497,-68.8,-68.68,,2022-09-11 5:00,811,-66.57,-66.81,,2.23
2022-09-11 6:00,3498,-68.06,-67.81,,2022-09-11 6:00,812,-66.57,-67.53,,1.49
2022-09-11 7:00,3499,-68.08,-67.57,,2022-09-11 7:00,813,-63.92,-64.17,,4.16
2022-09-11 8:00,3500,-51.12,-55.86,,2022-09-11 8:00,814,-47.82,-52.15,,3.3
2022-09-11 9:00,3501,-41.64,-44.38,,2022-09-11 9:00,815,-37.73,-41.33,,3.91
2022-09-11 10:00,3502,-26.18,-29.67,,2022-09-11 10:00,816,-20.91,-24.51,,5.27
2022-09-11 11:00,3503,-39.14,-31.04,,2022-09-11 11:00,817,343.1,161.8,,382.24
2022-09-11 12:00,3504,180.1,37.73,,2022-09-11 12:00,818,414,407,,233.9
2022-09-11 13:00,3505,441.8,335.6,,2022-09-11 13:00,819,469.3,362.6,,27.5
2022-09-11 14:00,3506,194.7,151.9,,2022-09-11 14:00,820,176.8,149,,17.9
2022-09-11 15:00,3507,158.8,239,,2022-09-11 15:00,821,161.9,252.6,,3.1
2022-09-11 16:00,3508,240.4,196.1,,2022-09-11 16:00,822,251.7,208,,11.3
2022-09-11 17:00,3509,94.1,126.2,,2022-09-11 17:00,823,86.9,121,,7.2
2022-09-11 18:00,3510,37.83,61.09,,2022-09-11 18:00,824,31.94,52.95,,5.89
2022-09-11 19:00,3511,-47.29,-34.1,,2022-09-11 19:00,825,-45.87,-34.34,,1.42
2022-09-11 20:00,3512,-70.45,-69.95,,2022-09-11 20:00,826,-63.41,-67.13,,7.04
2022-09-11 21:00,3513,-66.98,-63.74,,2022-09-11 21:00,827,-67.73,-67.61,,0.75
2022-09-11 22:00,3514,-56.53,-60.01,,2022-09-11 22:00,828,-54.05,-58.25,,2.48
2022-09-11 23:00,3515,-42.33,-49.31,,2022-09-11 23:00,829,-43.24,-49.36,,0.91
2022-09-12 0:00,3516,-70.73,-66.62,,2022-09-12 0:00,830,-71.1,-67.97,,0.37
2022-09-12 1:00,3517,-69.49,-69.99,,2022-09-12 1:00,831,-68.23,-69.18,,1.26
2022-09-12 2:00,3518,-66.52,-67.76,,2022-09-12 2:00,832,-65.35,-66.07,,1.17
2022-09-12 3:00,3519,-63.04,-62.54,,2022-09-12 3:00,833,-62.47,-63.19,,0.57
2022-09-12 4:00,3520,-68.03,-63.29,,2022-09-12 4:00,834,-66.79,-62.95,,1.24
2022-09-12 5:00,3521,-62.8,-62.92,,2022-09-12 5:00,835,-60.06,-60.55,,2.74
2022-09-12 6:00,3522,-63.05,-61.06,,2022-09-12 6:00,836,-61.5,-59.7,,1.55
2022-09-12 7:00,3523,-62.32,-62.82,,2022-09-12 7:00,837,-60.78,-61.14,,1.54
2022-09-12 8:00,3524,-27.17,-41.63,,2022-09-12 8:00,838,-24.99,-40.25,,2.18
2022-09-12 9:00,3525,13.21,0.249,,2022-09-12 9:00,839,14.17,1.681,,0.96
2022-09-12 10:00,3526,47.11,34.15,,2022-09-12 10:00,840,53.33,37.48,,6.22
2022-09-12 11:00,3527,83.5,66.54,,2022-09-12 11:00,841,141.3,98.3,,57.8
2022-09-12 12:00,3528,129.6,136.3,,2022-09-12 12:00,842,126.8,168.2,,2.8
2022-09-12 13:00,3529,56.05,76.48,,2022-09-12 13:00,843,60.53,78.42,,4.48
2022-09-12 14:00,3530,132.3,109.1,,2022-09-12 14:00,844,125.1,105.5,,7.2
2022-09-12 15:00,3531,48.57,66.14,,2022-09-12 15:00,845,49.96,67.37,,1.39
2022-09-12 16:00,3532,67.99,127,,2022-09-12 16:00,846,68.94,129.5,,0.95
2022-09-12 17:00,3533,-10.21,7.721,,2022-09-12 17:00,847,-10.09,8.17,,0.12
2022-09-12 18:00,3534,-8.72,-12.95,,2022-09-12 18:00,848,-9.13,-13.21,,0.41
2022-09-12 19:00,3535,-20.18,-17.69,,2022-09-12 19:00,849,-18.74,-16.58,,1.44
2022-09-12 20:00,3536,-33.13,-30.39,,2022-09-12 20:00,850,-31.71,-28.59,,1.42
2022-09-12 21:00,3537,-28.16,-29.9,,2022-09-12 21:00,851,-26.67,-28.35,,1.49
2022-09-12 22:00,3538,-23.18,-27.41,,2022-09-12 22:00,852,-21.62,-25.95,,1.56
2022-09-12 23:00,3539,-21.68,-21.93,,2022-09-12 23:00,853,-20.9,-20.9,,0.78
2022-09-13 0:00,3540,-21.68,-21.43,,2022-09-13 0:00,854,-17.3,-18.86,,4.38
2022-09-13 1:00,3541,-47.6,-33.64,,2022-09-13 1:00,855,-45.17,-28.71,,2.43
2022-09-13 2:00,3542,-53.58,-50.34,,2022-09-13 2:00,856,-33.64,-39.04,,19.94
2022-09-13 3:00,3543,-34.64,-32.4,,2022-09-13 3:00,857,-33.88,-32.2,,0.76
2022-09-13 4:00,3544,-35.64,-43.11,,2022-09-13 4:00,858,-32.91,-40.24,,2.73
2022-09-13 5:00,3545,-31.16,-28.54,,2022-09-13 5:00,859,-29.31,-26.91,,1.85
2022-09-13 6:00,3546,-43.13,-40.63,,2022-09-13 6:00,860,-41.32,-38.68,,1.81
2022-09-13 7:00,3547,-34.4,-30.16,,2022-09-13 7:00,861,-33.39,-29.31,,1.01
2022-09-13 8:00,3548,-11.47,-16.83,,2022-09-13 8:00,862,-10.09,-15.5,,1.38
2022-09-13 9:00,3549,-17.45,-22.44,,2022-09-13 9:00,863,-13.45,-18.98,,4
2022-09-13 10:00,3550,30.41,13.46,,2022-09-13 10:00,864,40.36,21.38,,9.95
2022-09-13 11:00,3551,87.5,86.1,,2022-09-13 11:00,865,257.3,178.4,,169.8
2022-09-13 12:00,3552,122.1,86.7,,2022-09-13 12:00,866,161.2,199.8,,39.1
2022-09-13 13:00,3553,117.1,113.3,,2022-09-13 13:00,867,124.6,125.8,,7.5
2022-09-13 14:00,3554,131,141.9,,2022-09-13 14:00,868,133.5,145.2,,2.5
2022-09-13 15:00,3555,161.1,189.1,,2022-09-13 15:00,869,178.9,197.4,,17.8
2022-09-13 16:00,3556,75.67,71.44,,2022-09-13 16:00,870,82.1,74.09,,6.43
2022-09-13 17:00,3557,10.46,19.67,,2022-09-13 17:00,871,11.53,20.78,,1.07
2022-09-13 18:00,3558,35.11,15.07,,2022-09-13 18:00,872,35.79,10.81,,0.68
2022-09-13 19:00,3559,-14.44,-1.494,,2022-09-13 19:00,873,-13.21,-0.48,,1.23
2022-09-13 20:00,3560,-64.01,-43.59,,2022-09-13 20:00,874,-65.1,-43.48,,1.09
2022-09-13 21:00,3561,-33.14,-37.12,,2022-09-13 21:00,875,-30.75,-32.68,,2.39
2022-09-13 22:00,3562,-32.89,-35.01,,2022-09-13 22:00,876,-32.2,-33.64,,0.69
2022-09-13 23:00,3563,-24.67,-31.9,,2022-09-13 23:00,877,-22.34,-29.55,,2.33
2022-09-14 0:00,3564,-25.67,-23.8,,2022-09-14 0:00,878,-22.1,-21.14,,3.57
2022-09-14 1:00,3565,-23.43,-22.93,,2022-09-14 1:00,879,-22.34,-22.58,,1.09
2022-09-14 2:00,3566,-35.4,-31.41,,2022-09-14 2:00,880,-33.16,-29.07,,2.24
2022-09-14 3:00,3567,-38.89,-39.64,,2022-09-14 3:00,881,-36.53,-37.25,,2.36
2022-09-14 4:00,3568,-53.85,-56.59,,2022-09-14 4:00,882,-53.35,-54.55,,0.5
2022-09-14 5:00,3569,-56.36,-55.35,,2022-09-14 5:00,883,-54.31,-53.59,,2.05
2022-09-14 6:00,3570,-57.85,-57.1,,2022-09-14 6:00,884,-55.75,-54.07,,2.1
2022-09-14 7:00,3571,-34.41,-44.14,,2022-09-14 7:00,885,-32.44,-42.3,,1.97
2022-09-14 8:00,3572,-41.39,-43.26,,2022-09-14 8:00,886,-42.54,-43.62,,1.15
2022-09-14 9:00,3573,-29.92,-32.42,,2022-09-14 9:00,887,-25.95,-29.68,,3.97
2022-09-14 10:00,3574,34.16,10.22,,2022-09-14 10:00,888,41.81,15.98,,7.65
2022-09-14 11:00,3575,38.4,23.44,,2022-09-14 11:00,889,232.3,123.5,,193.9
2022-09-14 12:00,3576,87.7,17.31,,2022-09-14 12:00,890,204.9,275.4,,117.2
2022-09-14 13:00,3577,-41.36,-0.247,,2022-09-14 13:00,891,18.25,39.99,,59.61
2022-09-14 14:00,3578,100.1,273.3,,2022-09-14 14:00,892,148.9,354.9,,48.8
2022-09-14 15:00,3579,73.71,144.2,,2022-09-14 15:00,893,75.9,151.7,,2.19
2022-09-14 16:00,3580,116.5,97.1,,2022-09-14 16:00,894,123.9,101.5,,7.4
2022-09-14 17:00,3581,15.94,36.11,,2022-09-14 17:00,895,16.33,37.11,,0.39
2022-09-14 18:00,3582,0.747,12.2,,2022-09-14 18:00,896,1.201,12.97,,0.454
2022-09-14 19:00,3583,-10.96,-11.21,,2022-09-14 19:00,897,-9.61,-9.85,,1.35
2022-09-14 20:00,3584,-27.41,-26.41,,2022-09-14 20:00,898,-26.43,-25.47,,0.98
2022-09-14 21:00,3585,-19.94,-21.43,,2022-09-14 21:00,899,-19.22,-20.3,,0.72
2022-09-14 22:00,3586,-42.61,-35.26,,2022-09-14 22:00,900,-37.48,-32.43,,5.13
2022-09-14 23:00,3587,-62.8,-51.34,,2022-09-14 23:00,901,-60.54,-49.01,,2.26
2022-09-15 0:00,3588,-62.82,-59.32,,2022-09-15 0:00,902,-60.3,-56.46,,2.52
2022-09-15 1:00,3589,-68.31,-70.3,,2022-09-15 1:00,903,-63.2,-64.88,,5.11
2022-09-15 2:00,3590,-67.32,-65.32,,2022-09-15 2:00,904,-62.96,-61.52,,4.36
2022-09-15 3:00,3591,-64.33,-51.87,,2022-09-15 3:00,905,-62.24,-49.98,,2.09
2022-09-15 4:00,3592,-59.84,-60.09,,2022-09-15 4:00,906,-57.67,-58.15,,2.17
2022-09-15 5:00,3593,-60.34,-60.84,,2022-09-15 5:00,907,-58.88,-59.24,,1.46
2022-09-15 6:00,3594,-57.85,-58.85,,2022-09-15 6:00,908,-56.24,-57.2,,1.61
2022-09-15 7:00,3595,-55.86,-49.38,,2022-09-15 7:00,909,-51.91,-46.38,,3.95
2022-09-15 8:00,3596,-44.4,-48.39,,2022-09-15 8:00,910,-43.5,-47.46,,0.9
2022-09-15 9:00,3597,-29.93,-34.42,,2022-09-15 9:00,911,-25.96,-31,,3.97
2022-09-15 10:00,3598,-4.987,-7.606,,2022-09-15 10:00,912,0.481,-2.644,,5.468
2022-09-15 11:00,3599,93.8,70.32,,2022-09-15 11:00,913,199.4,128.8,,105.6
2022-09-15 12:00,3600,300.8,161.7,,2022-09-15 12:00,914,471.7,419.9,,170.9
2022-09-15 13:00,3601,124.8,279.5,,2022-09-15 13:00,915,134.5,293.6,,9.7
2022-09-15 14:00,3602,106.8,107.8,,2022-09-15 14:00,916,112.2,114.9,,5.4
2022-09-15 15:00,3603,75.22,108.6,,2022-09-15 15:00,917,76.62,110.4,,1.4
2022-09-15 16:00,3604,100.1,88.2,,2022-09-15 16:00,918,83.8,80.8,,16.3
2022-09-15 17:00,3605,10.46,46.32,,2022-09-15 17:00,919,12.73,55.37,,2.27
2022-09-15 18:00,3606,18.18,98.5,,2022-09-15 18:00,920,19.45,93.7,,1.27
2022-09-15 19:00,3607,-52.05,-47.19,,2022-09-15 19:00,921,-53.32,-48.04,,1.27
2022-09-15 20:00,3608,-65.27,-62.65,,2022-09-15 20:00,922,-59.82,-58.98,,5.45
2022-09-15 21:00,3609,-62.29,-65.03,,2022-09-15 21:00,923,-59.59,-62.83,,2.7
2022-09-15 22:00,3610,-67.53,-65.91,,2022-09-15 22:00,924,-66.07,-63.55,,1.46
2022-09-15 23:00,3611,-61.81,-64.05,,2022-09-15 23:00,925,-60.78,-63.42,,1.03
2022-09-16 0:00,3612,-62.32,-61.82,,2022-09-16 0:00,926,-60.8,-60.31,,1.52
2022-09-16 1:00,3613,-58.33,-59.7,,2022-09-16 1:00,927,-56.96,-58.4,,1.37
2022-09-16 2:00,3614,-63.34,-60.34,,2022-09-16 2:00,928,-60.56,-58.04,,2.78
2022-09-16 3:00,3615,-57.85,-61.59,,2022-09-16 3:00,929,-55.03,-58.27,,2.82
2022-09-16 4:00,3616,-58.35,-57.73,,2022-09-16 4:00,930,-54.55,-55.03,,3.8
2022-09-16 5:00,3617,-61.09,-58.97,,2022-09-16 5:00,931,-57.2,-56.12,,3.89
2022-09-16 6:00,3618,-57.61,-58.73,,2022-09-16 6:00,932,-56.48,-57.44,,1.13
2022-09-16 7:00,3619,-56.37,-56.37,,2022-09-16 7:00,933,-54.31,-53.59,,2.06
2022-09-16 8:00,3620,-29.93,-40.16,,2022-09-16 8:00,934,-26.68,-37.85,,3.25
2022-09-16 9:00,3621,-25.44,-17.33,,2022-09-16 9:00,935,-21.87,-15.02,,3.57
2022-09-16 10:00,3622,24.94,13.84,,2022-09-16 10:00,936,33.88,21.39,,8.94
2022-09-16 11:00,3623,73.06,64.96,,2022-09-16 11:00,937,112.2,91.3,,39.14
2022-09-16 12:00,3624,138.6,130.6,,2022-09-16 12:00,938,157.1,170.1,,18.5
2022-09-16 13:00,3625,193.6,263.3,,2022-09-16 13:00,939,203.7,280.6,,10.1
2022-09-16 14:00,3626,543.9,453.7,,2022-09-16 14:00,940,572.3,492.5,,28.4
2022-09-16 15:00,3627,432.6,266,,2022-09-16 15:00,941,452,284.6,,19.4
2022-09-16 16:00,3628,350,394.2,,2022-09-16 16:00,942,330,394.8,,20
2022-09-16 17:00,3629,65.47,49.66,,2022-09-16 17:00,943,52.11,48.63,,13.36
2022-09-16 18:00,3630,-10.46,14.44,,2022-09-16 18:00,944,-7.205,4.683,,3.255
2022-09-16 19:00,3631,-10.96,0.249,,2022-09-16 19:00,945,-10.09,0.24,,0.87
2022-09-16 20:00,3632,-75.47,-67.87,,2022-09-16 20:00,946,-70.88,-65.11,,4.59
2022-09-16 21:00,3633,-54.82,-57.3,,2022-09-16 21:00,947,-53.1,-55.14,,1.72
2022-09-16 22:00,3634,-63.55,-60.68,,2022-09-16 22:00,948,-62.23,-59.22,,1.32
2022-09-16 23:00,3635,-23.92,-33.89,,2022-09-16 23:00,949,-21.86,-31.83,,2.06
2022-09-17 0:00,3636,-34.89,-50.09,,2022-09-17 0:00,950,-37.72,-50.21,,2.83
2022-09-17 1:00,3637,-45.87,-46.86,,2022-09-17 1:00,951,-47.81,-43.48,,1.94
2022-09-17 2:00,3638,-64.81,-58.83,,2022-09-17 2:00,952,-62.47,-56.82,,2.34
2022-09-17 3:00,3639,-65.31,-59.58,,2022-09-17 3:00,953,-64.4,-58.75,,0.91
2022-09-17 4:00,3640,-61.82,-61.08,,2022-09-17 4:00,954,-61.52,-60.92,,0.3
2022-09-17 5:00,3641,-59.83,-60.83,,2022-09-17 5:00,955,-59.35,-58.63,,0.48
2022-09-17 6:00,3642,-54.84,-58.33,,2022-09-17 6:00,956,-54.55,-58.15,,0.29
2022-09-17 7:00,3643,-48.37,-49.36,,2022-09-17 7:00,957,-47.58,-49.38,,0.79
2022-09-17 8:00,3644,-42.39,-48.12,,2022-09-17 8:00,958,-38.93,-45.9,,3.46
2022-09-17 9:00,3645,11.97,0.25,,2022-09-17 9:00,959,15.14,2.884,,3.17
2022-09-17 10:00,3646,-25.43,-17.45,,2022-09-17 10:00,960,-21.14,-12.61,,4.29
2022-09-17 11:00,3647,184.2,119,,2022-09-17 11:00,961,277,186.2,,92.8
2022-09-17 12:00,3648,300.5,187.2,,2022-09-17 12:00,962,322.6,327.3,,22.1
2022-09-17 13:00,3649,317.8,344.5,,2022-09-17 13:00,963,342,367.4,,24.2
2022-09-17 14:00,3650,287.8,368.3,,2022-09-17 14:00,964,301.2,379.4,,13.4
2022-09-17 15:00,3651,231.5,217.3,,2022-09-17 15:00,965,253.1,239.4,,21.6
2022-09-17 16:00,3652,137.4,130.9,,2022-09-17 16:00,966,135.4,124.3,,2
2022-09-17 17:00,3653,166,164,,2022-09-17 17:00,967,184.2,172.7,,18.2
2022-09-17 18:00,3654,-42.32,27.13,,2022-09-17 18:00,968,-42.99,26.06,,0.67
2022-09-17 19:00,3655,-56.77,-53.78,,2022-09-17 19:00,969,-54.28,-51.76,,2.49
2022-09-17 20:00,3656,-74.98,-71.86,,2022-09-17 20:00,970,-72.32,-68.83,,2.66
2022-09-17 21:00,3657,-74.26,-74.38,,2022-09-17 21:00,971,-71.11,-71.35,,3.15
2022-09-17 22:00,3658,-74.27,-75.39,,2022-09-17 22:00,972,-72.33,-72.8,,1.94
2022-09-17 23:00,3659,-71.54,-71.29,,2022-09-17 23:00,973,-68.49,-68.25,,3.05
2022-09-18 0:00,3660,-68.07,-69.56,,2022-09-18 0:00,974,-65.12,-66.57,,2.95
2022-09-18 1:00,3661,-60.84,-65.46,,2022-09-18 1:00,975,-57.43,-62.24,,3.41
2022-09-18 2:00,3662,-67.82,-64.46,,2022-09-18 2:00,976,-64.17,-61.52,,3.65
2022-09-18 3:00,3663,-69.58,-71.82,,2022-09-18 3:00,977,-65.85,-66.45,,3.73
2022-09-18 4:00,3664,-69.34,-68.34,,2022-09-18 4:00,978,-64.65,-63.69,,4.69
2022-09-18 5:00,3665,-53.62,-59.36,,2022-09-18 5:00,979,-51.19,-55.76,,2.43
2022-09-18 6:00,3666,-61.36,-62.6,,2022-09-18 6:00,980,-58.4,-59.36,,2.96
2022-09-18 7:00,3667,-55.87,-55.25,,2022-09-18 7:00,981,-54.08,-52.88,,1.79
2022-09-18 8:00,3668,-60.37,-61.99,,2022-09-18 8:00,982,-55.05,-57.45,,5.32
2022-09-18 9:00,3669,-50.14,-51.26,,2022-09-18 9:00,983,-47.83,-47.95,,2.31
2022-09-18 10:00,3670,-39.41,-42.16,,2022-09-18 10:00,984,-35.33,-38.46,,4.08
2022-09-18 11:00,3671,257.7,202.5,,2022-09-18 11:00,985,328,225.1,,70.3
2022-09-18 12:00,3672,275.7,189.2,,2022-09-18 12:00,986,328.6,358.5,,52.9
2022-09-18 13:00,3673,305.2,278.9,,2022-09-18 13:00,987,344.4,313.9,,39.2
2022-09-18 14:00,3674,125.5,163.9,,2022-09-18 14:00,988,131.1,171.5,,5.6
2022-09-18 15:00,3675,150.4,197.2,,2022-09-18 15:00,989,151.3,192.5,,0.9
2022-09-18 16:00,3676,97.1,79.44,,2022-09-18 16:00,990,105,81.5,,7.9
2022-09-18 17:00,3677,208.4,190.1,,2022-09-18 17:00,991,202.7,189.9,,5.7
2022-09-18 18:00,3678,-7.468,65.22,,2022-09-18 18:00,992,-10.09,58.6,,2.622
2022-09-18 19:00,3679,-39.84,-26.02,,2022-09-18 19:00,993,-39.63,-26.42,,0.21
2022-09-18 20:00,3680,-67.5,-62.01,,2022-09-18 20:00,994,-65.58,-60.17,,1.92
2022-09-18 21:00,3681,-69.01,-68.26,,2022-09-18 21:00,995,-67.28,-66.79,,1.73
2022-09-18 22:00,3682,-66.04,-66.28,,2022-09-18 22:00,996,-63.67,-65.23,,2.37
2022-09-18 23:00,3683,-67.54,-66.66,,2022-09-18 23:00,997,-63.91,-63.67,,3.63
2022-09-19 0:00,3684,-52.85,-58.7,,2022-09-19 0:00,998,-53.58,-57.19,,0.73
2022-09-19 1:00,3685,-56.84,-58.33,,2022-09-19 1:00,999,-52.87,-53.95,,3.97
2022-09-19 2:00,3686,-61.08,-59.33,,2022-09-19 2:00,1000,-57.91,-57.07,,3.17
2022-09-19 3:00,3687,-52.36,-56.73,,2022-09-19 3:00,1001,-50.7,-55.15,,1.66
2022-09-19 4:00,3688,-23.19,-36.16,,2022-09-19 4:00,1002,-21.87,-34.6,,1.32
2022-09-19 5:00,3689,-22.44,-27.05,,2022-09-19 5:00,1003,-22.35,-26.79,,0.09
2022-09-19 6:00,3690,-22.69,-21.44,,2022-09-19 6:00,1004,-21.63,-20.67,,1.06
2022-09-19 7:00,3691,-77.8,-51.24,,2022-09-19 7:00,1005,-67.29,-44.22,,10.51
2022-09-19 8:00,3692,-26.68,-42.64,,2022-09-19 8:00,1006,-20.18,-37.25,,6.5
2022-09-19 9:00,3693,-9.48,-8.35,,2022-09-19 9:00,1007,-7.69,-5.527,,1.79
2022-09-19 10:00,3694,-10.22,-8.23,,2022-09-19 10:00,1008,-12.5,-8.65,,2.28
2022-09-19 11:00,3695,-24.94,-9.97,,2022-09-19 11:00,1009,-21.15,-8.89,,3.79
2022-09-19 12:00,3696,45.38,26.43,,2022-09-19 12:00,1010,43.25,26.07,,2.13
2022-09-19 13:00,3697,-13.22,-11.47,,2022-09-19 13:00,1011,-12.74,-12.14,,0.48
2022-09-19 14:00,3698,-51.88,-39.78,,2022-09-19 14:00,1012,-32.68,-36.05,,19.2
2022-09-19 15:00,3699,14.97,11.22,,2022-09-19 15:00,1013,19.95,13.46,,4.98
2022-09-19 16:00,3700,-16.96,24.57,,2022-09-19 16:00,1014,-11.54,28.36,,5.42
2022-09-19 17:00,3701,-29.93,-20.2,,2022-09-19 17:00,1015,6.489,-1.082,,36.419
2022-09-19 18:00,3702,-2.744,13.84,,2022-09-19 18:00,1016,0.721,17.54,,3.465
2022-09-19 19:00,3703,-10.23,-9.35,,2022-09-19 19:00,1017,-7.45,-6.729,,2.78
2022-09-19 20:00,3704,-16.96,-20.95,,2022-09-19 20:00,1018,-15.86,-18.75,,1.1
