z6B01558,Port1,,,Port2,,,Port7,
# Records: 4405,GS3 Moisture/Temp/EC,,,GS3 Moisture/Temp/EC,,,Battery,
Timestamps, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC,% Battery Percent, mV Battery Voltage
,,,,,,,,
2022-09-10 14:00,0.102,17.3,#N/A,0.08,14.2,#N/A,100,10424
2022-09-10 15:00,0.097,27,#N/A,0.079,15.6,#N/A,100,10459
2022-09-10 16:00,0.094,35.2,#N/A,0.078,17.2,#N/A,100,10493
2022-09-10 17:00,0.093,36.7,#N/A,0.078,17.8,#N/A,100,10530
2022-09-10 18:00,0.093,35,#N/A,0.077,18.4,#N/A,100,10551
2022-09-10 19:00,0.096,31.7,#N/A,0.078,19.2,#N/A,100,10560
2022-09-10 20:00,0.1,24.1,#N/A,0.078,18.4,#N/A,100,10562
2022-09-10 21:00,0.101,18.3,#N/A,0.078,16.6,#N/A,100,10559
2022-09-10 22:00,0.102,16.7,#N/A,0.078,15.8,#N/A,100,10549
2022-09-10 23:00,0.103,15.3,#N/A,0.077,15,#N/A,100,10541
2022-09-11 0:00,0.104,14.1,#N/A,0.078,14.4,#N/A,100,10531
2022-09-11 1:00,0.104,13.3,#N/A,0.077,13.9,#N/A,100,10516
2022-09-11 2:00,0.104,12.5,#N/A,0.077,13.4,#N/A,100,10509
2022-09-11 3:00,0.104,11.7,#N/A,0.077,12.8,#N/A,100,10497
2022-09-11 4:00,0.104,11.2,#N/A,0.077,12.5,#N/A,100,10485
2022-09-11 5:00,0.104,10.5,#N/A,0.077,12,#N/A,100,10474
2022-09-11 6:00,0.104,10,#N/A,0.077,11.6,#N/A,100,10465
2022-09-11 7:00,0.104,9.6,#N/A,0.077,11.4,#N/A,100,10449
2022-09-11 8:00,0.104,9.2,#N/A,0.076,11,#N/A,100,10442
2022-09-11 9:00,0.104,9.4,#N/A,0.076,11.1,#N/A,100,10429
2022-09-11 10:00,0.103,10,#N/A,0.076,11.4,#N/A,100,10417
2022-09-11 11:00,0.101,11.7,#N/A,0.075,12.2,#N/A,100,10408
2022-09-11 12:00,0.098,14.2,#N/A,0.074,13.7,#N/A,100,10417
2022-09-11 13:00,0.095,17.8,#N/A,0.073,15.3,#N/A,100,10441
2022-09-11 14:00,0.092,19.9,#N/A,0.071,16.5,#N/A,100,10465
2022-09-11 15:00,0.089,24.7,#N/A,0.069,17.5,#N/A,100,10487
2022-09-11 16:00,0.087,26,#N/A,0.067,18.5,#N/A,100,10506
2022-09-11 17:00,0.086,28.1,#N/A,0.067,19.2,#N/A,100,10519
2022-09-11 18:00,0.085,27.2,#N/A,0.066,19.4,#N/A,100,10530
2022-09-11 19:00,0.086,25.3,#N/A,0.067,19.5,#N/A,100,10537
2022-09-11 20:00,0.088,21.2,#N/A,0.067,19,#N/A,100,10539
2022-09-11 21:00,0.09,19.3,#N/A,0.067,18.3,#N/A,100,10537
2022-09-11 22:00,0.09,18.9,#N/A,0.067,18,#N/A,100,10535
2022-09-11 23:00,0.09,18.6,#N/A,0.066,17.8,#N/A,100,10530
2022-09-12 0:00,0.091,18,#N/A,0.066,17.5,#N/A,100,10527
2022-09-12 1:00,0.092,16.3,#N/A,0.066,16.7,#N/A,100,10522
2022-09-12 2:00,0.092,15,#N/A,0.067,16,#N/A,100,10517
2022-09-12 3:00,0.092,14,#N/A,0.067,15.2,#N/A,100,10509
2022-09-12 4:00,0.092,13.3,#N/A,0.067,14.7,#N/A,100,10499
2022-09-12 5:00,0.093,12.6,#N/A,0.067,14.2,#N/A,100,10488
2022-09-12 6:00,0.093,11.9,#N/A,0.067,13.7,#N/A,100,10481
2022-09-12 7:00,0.093,11,#N/A,0.067,13,#N/A,100,10469
2022-09-12 8:00,0.093,10.8,#N/A,0.068,12.6,#N/A,100,10460
2022-09-12 9:00,0.094,11.7,#N/A,0.068,12.8,#N/A,100,10447
2022-09-12 10:00,0.093,12.9,#N/A,0.067,13.3,#N/A,100,10440
2022-09-12 11:00,0.092,13.9,#N/A,0.066,13.5,#N/A,100,10430
2022-09-12 12:00,0.089,15.3,#N/A,0.065,14.3,#N/A,100,10429
2022-09-12 13:00,0.087,16.5,#N/A,0.063,14.9,#N/A,100,10426
2022-09-12 14:00,0.084,16.9,#N/A,0.062,15.1,#N/A,100,10429
2022-09-12 15:00,0.08,17.2,#N/A,0.059,15.2,#N/A,100,10431
2022-09-12 16:00,0.076,18.6,#N/A,0.057,15.5,#N/A,100,10433
2022-09-12 17:00,0.074,17.7,#N/A,0.056,15.6,#N/A,100,10439
2022-09-12 18:00,0.075,16.4,#N/A,0.056,15.5,#N/A,100,10440
2022-09-12 19:00,0.077,15.6,#N/A,0.057,15.2,#N/A,100,10439
2022-09-12 20:00,0.08,14.8,#N/A,0.057,14.9,#N/A,100,10441
2022-09-12 21:00,0.082,14.1,#N/A,0.057,14.5,#N/A,100,10435
2022-09-12 22:00,0.083,13.6,#N/A,0.058,14.2,#N/A,100,10434
2022-09-12 23:00,0.084,13.7,#N/A,0.058,14.2,#N/A,100,10430
2022-09-13 0:00,0.084,13.8,#N/A,0.058,14.2,#N/A,100,10426
2022-09-13 1:00,0.085,13.9,#N/A,0.058,14.3,#N/A,100,10422
2022-09-13 2:00,0.085,12.8,#N/A,0.058,14.1,#N/A,100,10423
2022-09-13 3:00,0.085,13.3,#N/A,0.058,14.2,#N/A,100,10422
2022-09-13 4:00,0.085,12.1,#N/A,0.058,13.5,#N/A,100,10420
2022-09-13 5:00,0.085,11.9,#N/A,0.058,13.2,#N/A,100,10417
2022-09-13 6:00,0.085,11.9,#N/A,0.058,13.1,#N/A,100,10411
2022-09-13 7:00,0.085,11.5,#N/A,0.058,12.8,#N/A,100,10409
2022-09-13 8:00,0.086,11.5,#N/A,0.058,12.6,#N/A,100,10402
2022-09-13 9:00,0.086,11.6,#N/A,0.058,12.4,#N/A,100,10398
2022-09-13 10:00,0.086,11.5,#N/A,0.058,12.5,#N/A,100,10394
2022-09-13 11:00,0.084,13.7,#N/A,0.058,13.5,#N/A,100,10391
2022-09-13 12:00,0.08,15.2,#N/A,0.057,14.4,#N/A,100,10403
2022-09-13 13:00,0.077,16.9,#N/A,0.054,15.2,#N/A,100,10415
2022-09-13 14:00,0.075,18.7,#N/A,0.053,16,#N/A,100,10425
2022-09-13 15:00,0.07,21.4,#N/A,0.051,16.8,#N/A,100,10439
2022-09-13 16:00,0.066,21.7,#N/A,0.049,17.4,#N/A,100,10451
2022-09-13 17:00,0.064,19.5,#N/A,0.048,17.1,#N/A,100,10462
2022-09-13 18:00,0.064,18.3,#N/A,0.047,16.7,#N/A,100,10465
2022-09-13 19:00,0.066,17.8,#N/A,0.047,16.4,#N/A,100,10466
2022-09-13 20:00,0.07,16,#N/A,0.047,15.6,#N/A,100,10465
2022-09-13 21:00,0.072,13.7,#N/A,0.047,14.8,#N/A,100,10462
2022-09-13 22:00,0.073,12.9,#N/A,0.047,14,#N/A,100,10453
2022-09-13 23:00,0.074,12.7,#N/A,0.048,13.6,#N/A,100,10446
2022-09-14 0:00,0.075,12.4,#N/A,0.048,13.1,#N/A,100,10439
2022-09-14 1:00,0.076,11.9,#N/A,0.049,12.7,#N/A,100,10429
2022-09-14 2:00,0.076,11.6,#N/A,0.049,12.5,#N/A,100,10422
2022-09-14 3:00,0.076,10.9,#N/A,0.049,12,#N/A,100,10414
2022-09-14 4:00,0.076,10.2,#N/A,0.049,11.7,#N/A,100,10406
2022-09-14 5:00,0.077,9.1,#N/A,0.049,11.1,#N/A,100,10399
2022-09-14 6:00,0.077,8.7,#N/A,0.049,10.8,#N/A,100,10388
2022-09-14 7:00,0.077,8.3,#N/A,0.049,10.5,#N/A,100,10381
2022-09-14 8:00,0.077,8.6,#N/A,0.049,10.4,#N/A,100,10372
2022-09-14 9:00,0.077,8.4,#N/A,0.049,10.3,#N/A,100,10366
2022-09-14 10:00,0.077,9,#N/A,0.049,10.6,#N/A,100,10357
2022-09-14 11:00,0.076,10.3,#N/A,0.048,11.2,#N/A,100,10355
2022-09-14 12:00,0.073,11.7,#N/A,0.047,12.1,#N/A,100,10356
2022-09-14 13:00,0.07,13,#N/A,0.046,12.9,#N/A,100,10369
2022-09-14 14:00,0.067,14.8,#N/A,0.044,13.6,#N/A,100,10381
2022-09-14 15:00,0.062,16.5,#N/A,0.042,14.2,#N/A,100,10395
2022-09-14 16:00,0.061,15.7,#N/A,0.039,14.1,#N/A,100,10408
2022-09-14 17:00,0.058,16,#N/A,0.036,14.2,#N/A,100,10415
2022-09-14 18:00,0.053,14.8,#N/A,0.022,14,#N/A,100,10420
2022-09-14 19:00,0.056,13.8,#N/A,0.021,13.6,#N/A,100,10420
2022-09-14 20:00,0.058,12.9,#N/A,0.022,13.1,#N/A,100,10420
2022-09-14 21:00,0.06,12.3,#N/A,0.023,12.8,#N/A,100,10413
2022-09-14 22:00,0.061,12.2,#N/A,0.023,12.7,#N/A,100,10414
2022-09-14 23:00,0.062,11.5,#N/A,0.023,12.3,#N/A,100,10407
2022-09-15 0:00,0.062,10.7,#N/A,0.023,11.9,#N/A,100,10404
2022-09-15 1:00,0.063,9.6,#N/A,0.023,11.2,#N/A,100,10397
2022-09-15 2:00,0.063,8.8,#N/A,0.024,10.8,#N/A,100,10390
2022-09-15 3:00,0.063,9,#N/A,0.024,10.6,#N/A,100,10383
2022-09-15 4:00,0.064,8.3,#N/A,0.024,10.3,#N/A,100,10374
2022-09-15 5:00,0.064,8,#N/A,0.024,9.9,#N/A,100,10370
2022-09-15 6:00,0.063,7.6,#N/A,0.024,9.7,#N/A,100,10359
2022-09-15 7:00,0.064,7.4,#N/A,0.024,9.5,#N/A,100,10352
2022-09-15 8:00,0.063,7.3,#N/A,0.023,9.4,#N/A,100,10346
2022-09-15 9:00,0.064,7.6,#N/A,0.023,9.5,#N/A,100,10340
2022-09-15 10:00,0.063,8.3,#N/A,0.023,9.9,#N/A,100,10335
2022-09-15 11:00,0.092,10.2,#N/A,0.019,10.8,#N/A,100,10339
2022-09-15 12:00,0.274,12.4,0.036,0.027,11.9,#N/A,100,10351
2022-09-15 13:00,0.223,14.5,0.034,0.034,13,#N/A,100,10377
2022-09-15 14:00,0.206,15.5,0.027,0.035,13.3,#N/A,100,10395
2022-09-15 15:00,0.198,16.4,0.026,0.035,13.6,#N/A,100,10412
2022-09-15 16:00,0.193,16.9,0.026,0.028,13.9,#N/A,100,10423
2022-09-15 17:00,0.19,20.6,0.026,0.022,14.6,#N/A,100,10436
2022-09-15 18:00,0.184,21.1,0.022,0.025,14.8,#N/A,100,10449
2022-09-15 19:00,0.177,21.9,0.017,0.029,15.5,#N/A,100,10469
2022-09-15 20:00,0.177,15.1,0.019,0.033,14.2,#N/A,100,10471
2022-09-15 21:00,0.177,12.8,0.018,0.038,13.2,#N/A,100,10467
2022-09-15 22:00,0.176,12.3,0.02,0.043,12.9,#N/A,100,10460
2022-09-15 23:00,0.175,11.1,0.019,0.048,12.2,#N/A,100,10452
2022-09-16 0:00,0.174,10.2,0.02,0.052,11.6,#N/A,100,10442
2022-09-16 1:00,0.173,9.4,0.02,0.054,11.1,#N/A,100,10436
2022-09-16 2:00,0.172,9.1,0.019,0.055,10.8,#N/A,100,10421
2022-09-16 3:00,0.171,8.5,0.018,0.056,10.3,#N/A,100,10412
2022-09-16 4:00,0.17,8.1,0.02,0.057,9.9,#N/A,100,10400
2022-09-16 5:00,0.169,7.8,0.019,0.058,9.7,#N/A,100,10392
2022-09-16 6:00,0.168,7.4,0.021,0.058,9.4,#N/A,100,10383
2022-09-16 7:00,0.167,7,0.02,0.059,9.2,#N/A,100,10376
2022-09-16 8:00,0.166,6.9,0.019,0.06,9,#N/A,100,10368
2022-09-16 9:00,0.164,7.6,0.02,0.061,9.2,#N/A,100,10355
2022-09-16 10:00,0.162,8.3,0.018,0.061,9.6,#N/A,100,10351
2022-09-16 11:00,0.16,10.1,0.02,0.061,10.4,#N/A,100,10350
2022-09-16 12:00,0.157,12.1,0.017,0.061,11.2,#N/A,100,10354
2022-09-16 13:00,0.154,14.8,0.017,0.061,12.5,#N/A,100,10370
2022-09-16 14:00,0.149,16.3,#N/A,0.061,13.3,#N/A,100,10390
2022-09-16 15:00,0.142,18.2,#N/A,0.06,13.6,#N/A,100,10404
2022-09-16 16:00,0.141,25.5,#N/A,0.059,14.6,#N/A,100,10423
2022-09-16 17:00,0.141,26.2,#N/A,0.059,15.4,#N/A,100,10452
2022-09-16 18:00,0.141,20.5,#N/A,0.059,14.9,#N/A,100,10466
2022-09-16 19:00,0.142,17.6,#N/A,0.06,14.5,#N/A,100,10461
2022-09-16 20:00,0.142,15.1,#N/A,0.06,13.7,#N/A,100,10458
2022-09-16 21:00,0.141,12.8,#N/A,0.06,12.7,#N/A,100,10456
2022-09-16 22:00,0.141,12.1,#N/A,0.061,12.3,#N/A,100,10448
2022-09-16 23:00,0.142,11.8,#N/A,0.061,12.2,#N/A,100,10438
2022-09-17 0:00,0.142,12.2,#N/A,0.062,12.3,#N/A,100,10434
2022-09-17 1:00,0.142,11.4,#N/A,0.062,11.7,#N/A,100,10428
2022-09-17 2:00,0.142,10.8,#N/A,0.062,11.3,#N/A,100,10421
2022-09-17 3:00,0.141,10,#N/A,0.063,11,#N/A,100,10413
2022-09-17 4:00,0.141,9.7,#N/A,0.063,10.8,#N/A,100,10404
2022-09-17 5:00,0.141,9.8,#N/A,0.064,10.8,#N/A,100,10400
2022-09-17 6:00,0.141,9.5,#N/A,0.065,10.6,#N/A,100,10398
2022-09-17 7:00,0.141,9.2,#N/A,0.065,10.2,#N/A,100,10390
2022-09-17 8:00,0.14,8.7,#N/A,0.066,9.9,#N/A,100,10385
2022-09-17 9:00,0.14,9,#N/A,0.066,10,#N/A,100,10379
2022-09-17 10:00,0.139,9.7,#N/A,0.066,10.2,#N/A,100,10376
2022-09-17 11:00,0.137,9.7,#N/A,0.066,10.6,#N/A,100,10371
2022-09-17 12:00,0.132,10.9,#N/A,0.065,11.2,#N/A,100,10376
2022-09-17 13:00,0.13,12.4,#N/A,0.064,11.9,#N/A,100,10386
2022-09-17 14:00,0.125,15.7,#N/A,0.062,13,#N/A,100,10395
2022-09-17 15:00,0.119,19.8,#N/A,0.06,13.6,#N/A,100,10412
2022-09-17 16:00,0.116,25,#N/A,0.059,14.3,#N/A,100,10432
2022-09-17 17:00,0.116,25.3,#N/A,0.058,14.7,#N/A,100,10449
2022-09-17 18:00,0.119,26.6,#N/A,0.058,15.4,#N/A,100,10467
2022-09-17 19:00,0.122,22.5,#N/A,0.058,15.3,#N/A,100,10481
2022-09-17 20:00,0.123,15.7,#N/A,0.058,13.9,#N/A,100,10482
2022-09-17 21:00,0.124,12.4,#N/A,0.058,12.4,#N/A,100,10475
2022-09-17 22:00,0.125,11.1,#N/A,0.058,11.7,#N/A,100,10463
2022-09-17 23:00,0.125,9.9,#N/A,0.059,11,#N/A,100,10450
2022-09-18 0:00,0.125,9,#N/A,0.06,10.4,#N/A,100,10436
2022-09-18 1:00,0.125,8.5,#N/A,0.06,9.9,#N/A,100,10429
2022-09-18 2:00,0.125,8.1,#N/A,0.061,9.6,#N/A,100,10416
2022-09-18 3:00,0.125,7.4,#N/A,0.061,9.1,#N/A,100,10406
2022-09-18 4:00,0.126,6.7,#N/A,0.061,8.7,#N/A,100,10389
2022-09-18 5:00,0.127,6.3,#N/A,0.062,8.3,#N/A,100,10377
2022-09-18 6:00,0.127,5.9,#N/A,0.062,8,#N/A,100,10367
2022-09-18 7:00,0.126,5.7,#N/A,0.062,7.7,#N/A,100,10352
2022-09-18 8:00,0.126,5.3,#N/A,0.062,7.4,#N/A,100,10342
2022-09-18 9:00,0.125,5,#N/A,0.063,7.2,#N/A,100,10330
2022-09-18 10:00,0.125,5.4,#N/A,0.063,7.3,#N/A,100,10320
2022-09-18 11:00,0.123,6.5,#N/A,0.063,8.2,#N/A,100,10314
2022-09-18 12:00,0.119,9,#N/A,0.061,9.6,#N/A,100,10321
2022-09-18 13:00,0.116,11.7,#N/A,0.059,10.9,#N/A,100,10341
2022-09-18 14:00,0.112,14.8,#N/A,0.057,11.8,#N/A,100,10358
2022-09-18 15:00,0.107,17.6,#N/A,0.054,12.5,#N/A,100,10380
2022-09-18 16:00,0.105,16.8,#N/A,0.053,12.8,#N/A,100,10392
2022-09-18 17:00,0.104,20.9,#N/A,0.051,13.9,#N/A,100,10408
2022-09-18 18:00,0.106,28.4,#N/A,0.051,15.6,#N/A,100,10449
2022-09-18 19:00,0.109,24.4,#N/A,0.051,16,#N/A,100,10480
2022-09-18 20:00,0.111,17.2,#N/A,0.052,14.8,#N/A,100,10484
2022-09-18 21:00,0.112,13.6,#N/A,0.052,13.4,#N/A,100,10480
2022-09-18 22:00,0.112,11.7,#N/A,0.053,12.4,#N/A,100,10473
2022-09-18 23:00,0.113,10.7,#N/A,0.053,11.8,#N/A,100,10461
2022-09-19 0:00,0.113,10.1,#N/A,0.054,11.4,#N/A,100,10449
2022-09-19 1:00,0.113,9.7,#N/A,0.054,11.1,#N/A,100,10440
2022-09-19 2:00,0.114,9.3,#N/A,0.054,10.7,#N/A,100,10430
2022-09-19 3:00,0.114,8.6,#N/A,0.055,10.3,#N/A,100,10420
2022-09-19 4:00,0.114,8.6,#N/A,0.055,10,#N/A,100,10411
2022-09-19 5:00,0.114,9.2,#N/A,0.055,10.2,#N/A,100,10400
2022-09-19 6:00,0.114,9.6,#N/A,0.055,10.2,#N/A,100,10392
2022-09-19 7:00,0.115,9.7,#N/A,0.055,10.3,#N/A,100,10384
2022-09-19 8:00,0.115,8.9,#N/A,0.055,9.9,#N/A,100,10382
2022-09-19 9:00,0.115,9.3,#N/A,0.056,9.7,#N/A,100,10375
2022-09-19 10:00,0.114,9.1,#N/A,0.055,9.3,#N/A,100,10364
2022-09-19 11:00,0.112,9,#N/A,0.055,9.3,#N/A,100,10363
2022-09-19 12:00,0.109,8,#N/A,0.054,8.6,#N/A,100,10354
2022-09-19 13:00,0.106,7.6,#N/A,0.052,8.4,#N/A,100,10346
2022-09-19 14:00,0.102,6.9,#N/A,0.05,8,#N/A,100,10338
2022-09-19 15:00,0.098,7.1,#N/A,0.048,7.8,#N/A,100,10325
2022-09-19 16:00,0.095,7.4,#N/A,0.046,8,#N/A,100,10318
2022-09-19 17:00,0.094,6.9,#N/A,0.045,7.7,#N/A,100,10312
2022-09-19 18:00,0.096,7,#N/A,0.045,7.3,#N/A,100,10305
2022-09-19 19:00,0.099,7,#N/A,0.045,7.3,#N/A,100,10297
2022-09-19 20:00,0.101,6.5,#N/A,0.045,7.1,#N/A,100,10294
2022-09-19 21:00,0.102,6.2,#N/A,0.045,7.2,#N/A,100,10288
2022-09-19 22:00,0.102,5.9,#N/A,0.045,7.1,#N/A,100,10284
2022-09-19 23:00,0.103,5.8,#N/A,0.045,7.1,#N/A,100,10281
2022-09-20 0:00,0.103,5.6,#N/A,0.044,6.9,#N/A,100,10276
2022-09-20 1:00,0.103,5.5,#N/A,0.045,6.8,#N/A,100,10272
2022-09-20 2:00,0.103,4.2,#N/A,0.045,6.2,#N/A,100,10265
2022-09-20 3:00,0.104,3.9,#N/A,0.046,5.7,#N/A,100,10263
2022-09-20 4:00,0.103,3.3,#N/A,0.046,5.5,#N/A,100,10253
2022-09-20 5:00,0.104,2.6,#N/A,0.046,5.1,#N/A,100,10246
2022-09-20 6:00,0.104,2.3,#N/A,0.046,4.8,#N/A,100,10240
2022-09-20 7:00,0.104,2.3,#N/A,0.046,4.7,#N/A,100,10231
2022-09-20 8:00,0.104,2.5,#N/A,0.046,4.4,#N/A,100,10226
2022-09-20 9:00,0.104,2.4,#N/A,0.046,4.4,#N/A,100,10220
2022-09-20 10:00,0.104,2.4,#N/A,0.046,4.6,#N/A,100,10212
2022-09-20 11:00,0.103,3.8,#N/A,0.045,5,#N/A,100,10212
2022-09-20 12:00,0.1,4.8,#N/A,0.044,5.8,#N/A,100,10224
2022-09-20 13:00,0.097,6.7,#N/A,0.042,6.9,#N/A,100,10238
2022-09-20 14:00,0.094,8.4,#N/A,0.04,7.8,#N/A,100,10265
2022-09-20 15:00,0.089,14.8,#N/A,0.038,8.8,#N/A,100,10295
2022-09-20 16:00,0.087,22.5,#N/A,0.037,9.8,#N/A,100,10332
2022-09-20 17:00,0.085,23.9,#N/A,0.036,10.2,#N/A,100,10360
2022-09-20 18:00,0.088,22.5,#N/A,0.035,10.3,#N/A,100,10379
2022-09-20 19:00,0.091,18,#N/A,0.035,10.2,#N/A,100,10388
2022-09-20 20:00,0.092,10.6,#N/A,0.035,8.6,#N/A,100,10381
2022-09-20 21:00,0.093,8.3,#N/A,0.035,7.7,#N/A,100,10373
2022-09-20 22:00,0.094,7,#N/A,0.035,7.2,#N/A,100,10362
2022-09-20 23:00,0.094,6.2,#N/A,0.034,6.8,#N/A,100,10351
2022-09-21 0:00,0.094,5.6,#N/A,0.034,6.5,#N/A,100,10343
2022-09-21 1:00,0.094,4.9,#N/A,0.034,6.1,#N/A,100,10330
2022-09-21 2:00,0.094,4.3,#N/A,0.035,5.8,#N/A,100,10319
2022-09-21 3:00,0.094,3.9,#N/A,0.035,5.5,#N/A,100,10306
2022-09-21 4:00,0.095,3.5,#N/A,0.035,5.2,#N/A,100,10297
2022-09-21 5:00,0.095,3.1,#N/A,0.035,5,#N/A,100,10289
2022-09-21 6:00,0.095,2.7,#N/A,0.035,4.8,#N/A,100,10277
2022-09-21 7:00,0.095,2.4,#N/A,0.035,4.6,#N/A,100,10269
2022-09-21 8:00,0.096,2.2,#N/A,0.035,4.4,#N/A,100,10261
2022-09-21 9:00,0.096,2.3,#N/A,0.035,4.4,#N/A,100,10253
2022-09-21 11:00,0.095,4.8,#N/A,0.035,5.4,#N/A,100,10229
2022-09-21 12:00,0.123,6.4,#N/A,0.079,6.8,#N/A,100,10256
2022-09-21 13:00,0.12,9,#N/A,0.078,8.4,#N/A,100,10285
2022-09-21 14:00,0.116,11.4,#N/A,0.077,9.9,#N/A,100,10328
2022-09-21 15:00,0.113,17.8,#N/A,0.076,11.2,#N/A,100,10370
2022-09-21 16:00,0.106,27.6,#N/A,0.075,12.2,#N/A,100,10412
2022-09-21 17:00,0.103,29.7,#N/A,0.074,12.9,#N/A,100,10448
2022-09-21 18:00,0.102,28.4,#N/A,0.073,13.4,#N/A,100,10477
2022-09-21 19:00,0.1,21.3,#N/A,0.071,13.1,#N/A,100,10480
2022-09-21 20:00,0.098,13.6,#N/A,0.07,11.5,#N/A,100,10478
2022-09-21 21:00,0.099,11.2,#N/A,0.069,10.4,#N/A,100,10465
2022-09-21 22:00,0.102,9.9,#N/A,0.069,9.7,#N/A,100,10455
2022-09-21 23:00,0.105,9,#N/A,0.068,9.2,#N/A,100,10440
2022-09-22 0:00,0.106,8.3,#N/A,0.068,8.7,#N/A,100,10429
2022-09-22 1:00,0.106,7.7,#N/A,0.067,8.4,#N/A,100,10418
2022-09-22 2:00,0.107,7.1,#N/A,0.067,8.1,#N/A,100,10407
2022-09-22 3:00,0.107,6.7,#N/A,0.067,7.7,#N/A,100,10394
2022-09-22 4:00,0.107,6.5,#N/A,0.067,7.5,#N/A,100,10383
2022-09-22 5:00,0.107,6.4,#N/A,0.067,7.4,#N/A,100,10372
2022-09-22 6:00,0.107,6.2,#N/A,0.067,7.2,#N/A,100,10363
2022-09-22 7:00,0.107,6.1,#N/A,0.067,7,#N/A,100,10351
2022-09-22 8:00,0.107,6,#N/A,0.067,6.9,#N/A,100,10341
2022-09-22 9:00,0.106,6.2,#N/A,0.067,7.1,#N/A,100,10332
2022-09-22 10:00,0.106,6.2,#N/A,0.067,7.2,#N/A,100,10322
2022-09-22 11:00,0.106,7.1,#N/A,0.066,7.9,#N/A,100,10319
2022-09-22 12:00,0.105,9.4,#N/A,0.066,8.9,#N/A,100,10329
2022-09-22 13:00,0.103,12.1,#N/A,0.066,10.4,#N/A,100,10346
2022-09-22 14:00,0.101,14.5,#N/A,0.064,11.8,#N/A,100,10376
2022-09-22 15:00,0.097,18.2,#N/A,0.062,14.2,#N/A,100,10411
2022-09-22 16:00,0.092,19.9,#N/A,0.061,14.7,#N/A,100,10431
2022-09-22 17:00,0.089,21,#N/A,0.059,15.1,#N/A,100,10444
2022-09-22 18:00,0.086,19,#N/A,0.058,14.2,#N/A,100,10452
2022-09-22 19:00,0.085,16.8,#N/A,0.057,13.6,#N/A,100,10455
2022-09-22 20:00,0.084,13.6,#N/A,0.056,12.7,#N/A,100,10457
2022-09-22 21:00,0.083,11.5,#N/A,0.054,11.7,#N/A,100,10449
2022-09-22 22:00,0.085,10.2,#N/A,0.054,11,#N/A,100,10439
2022-09-22 23:00,0.088,9.1,#N/A,0.053,10.3,#N/A,100,10432
2022-09-23 0:00,0.089,8.3,#N/A,0.054,9.6,#N/A,100,10423
2022-09-23 1:00,0.09,7.7,#N/A,0.053,9.2,#N/A,100,10410
2022-09-23 2:00,0.09,7.5,#N/A,0.053,9,#N/A,100,10401
2022-09-23 3:00,0.09,7.4,#N/A,0.053,8.9,#N/A,100,10392
2022-09-23 4:00,0.09,7,#N/A,0.053,8.6,#N/A,100,10382
2022-09-23 5:00,0.089,6.8,#N/A,0.052,8.5,#N/A,100,10373
2022-09-23 6:00,0.089,7.1,#N/A,0.052,8.5,#N/A,100,10363
2022-09-23 7:00,0.089,6.9,#N/A,0.051,8.3,#N/A,100,10357
2022-09-23 8:00,0.088,7.4,#N/A,0.051,8.4,#N/A,100,10353
2022-09-23 9:00,0.088,7.9,#N/A,0.05,8.6,#N/A,100,10344
2022-09-23 10:00,0.087,8.6,#N/A,0.05,8.8,#N/A,100,10342
2022-09-23 11:00,0.087,10.3,#N/A,0.049,9.6,#N/A,100,10346
2022-09-23 12:00,0.085,11.1,#N/A,0.049,10.2,#N/A,100,10348
2022-09-23 13:00,0.084,11.9,#N/A,0.048,10.9,#N/A,100,10358
2022-09-23 14:00,0.082,13,#N/A,0.047,11.4,#N/A,100,10367
2022-09-23 15:00,0.08,16.8,#N/A,0.045,12.4,#N/A,100,10383
2022-09-23 16:00,0.077,15,#N/A,0.044,12.2,#N/A,100,10391
2022-09-23 17:00,0.074,13.3,#N/A,0.043,11.8,#N/A,100,10395
2022-09-23 18:00,0.07,12.6,#N/A,0.042,11.6,#N/A,100,10396
2022-09-23 19:00,0.068,11.8,#N/A,0.041,11.3,#N/A,100,10397
2022-09-23 20:00,0.066,11.4,#N/A,0.039,11.1,#N/A,100,10394
2022-09-23 21:00,0.066,10.9,#N/A,0.038,10.8,#N/A,100,10394
2022-09-23 22:00,0.069,10.5,#N/A,0.038,10.6,#N/A,100,10392
2022-09-23 23:00,0.072,10.4,#N/A,0.038,10.6,#N/A,100,10392
2022-09-24 0:00,0.073,10.4,#N/A,0.038,10.6,#N/A,100,10385
2022-09-24 1:00,0.074,10.6,#N/A,0.038,10.7,#N/A,100,10386
2022-09-24 2:00,0.074,10.5,#N/A,0.039,10.7,#N/A,100,10387
2022-09-24 3:00,0.075,10.2,#N/A,0.039,10.5,#N/A,100,10389
2022-09-24 4:00,0.076,9.3,#N/A,0.039,10.1,#N/A,100,10385
2022-09-24 5:00,0.076,8.9,#N/A,0.04,9.9,#N/A,100,10378
2022-09-24 6:00,0.076,9.6,#N/A,0.04,10.3,#N/A,100,10377
2022-09-24 7:00,0.077,9.6,#N/A,0.04,10.2,#N/A,100,10379
2022-09-24 8:00,0.077,8.7,#N/A,0.039,9.7,#N/A,100,10374
2022-09-24 9:00,0.077,8.2,#N/A,0.039,9.5,#N/A,100,10373
2022-09-24 10:00,0.077,8.6,#N/A,0.039,9.7,#N/A,100,10367
